name,category,ground_truth,ocr_tesseract,similarity,char_accuracy,word_accuracy,normalized_ocr_tesseract,similarity02,char_accuracy02
0012.jpg,background,"DEMOKRATISCHER Sommer www.nichtohneuns.de NICHT OHNE UNS! in Berlin 29. August 20202 Großdemo mit bis zu 5.000.000 Teilnehmern. NICHT OHNE UNS! Europe in Berlin 29. August Parade und Kundgebung für das Grundgesetz und eine Basis-Demokratische Wende Saturday, the 29.8.2020 Berlin invites Europe Nicht Ohne Uns!","@@äﬁ OKRATISCHER

www.nichtohneuns.de
!_ in Berlin 29. August 20202 Großdemo mit bis zu 5.000.000 Teilnehmern.

Saturday, the 29.8.2020

Berlin invites Europe .",0.0,0.4741935483870968,0.045454545454545456,"@@äﬁ OKRATISCHER www.nichtohneuns.de !_ in Berlin 29. August 20202 Großdemo mit bis zu 5.000.000 Teilnehmern. Saturday, the 29.8.2020 Berlin invites Europe .",0.0,0.4741935483870968
0013.jpg,background,BERLIN ORT: ORANIENPLATZ KUNDGEBUNG 19. FEB – 14 UHR ERINNERN HEISST KÄMPFEN! 3 JAHRE NACH HANAU Ferhat Unvar Gökhan Gültekin Vili-Viorel Păun Sedat Gürbüz Mercedes Kierpacz Kaloyan Velkov Said Nesar Hashemi Fatih Saraçoğlu Hamza Kenan Kurtović WIR FORDERN EINE LÜCKENLOSE AUFKLÄRUNG UND KONSEQUENZEN! RASSISMUS UND FASCHISMUS ENTSCHLOSSEN BEKÄMPFEN!,"BERLIN oer: oranıeNPLATZ

19.FEB - 14 UHR

ERINNERN HEISST KÄMPFEN!

WIR FORDERN EINE LÜCKENLOSE AUFKLÄRUNG UND KONSEQUENZEN!
RASSISMUS UND FASCHISMUS ENTSCHLOSSEN BEKAMPFEN!

E A

WE B l T mi ] ®",0.0,0.4,0.020833333333333332,BERLIN oer: oranıeNPLATZ 19.FEB - 14 UHR ERINNERN HEISST KÄMPFEN! WIR FORDERN EINE LÜCKENLOSE AUFKLÄRUNG UND KONSEQUENZEN! RASSISMUS UND FASCHISMUS ENTSCHLOSSEN BEKAMPFEN! E A WE B l T mi ] ®,0.0,0.4
0014.jpg,background,SHACK SEXISM Broschüren-Release 5. Juli 2023 ://about blank 18:30 Einlass // 19 Uhr Start Strategien und Maßnahmen gegen Sexismus und sexualisierte Gewalt auf Festivals & Co MBNYP,,0.0,0.0,0.0,,0.0,0.0
0015.jpg,background,"FR., 28. JUNI RAVE DEMO BASS GEGEN HASS 19 UHR, ESSEN HBF","[FR., 28. JUNI [

—19 UHR,
SSSEN He:s",0.0,0.4736842105263158,0.16666666666666666,"[FR., 28. JUNI [ —19 UHR, SSSEN He:s",0.0,0.4736842105263158
0016.jpg,background,WORKSHOP Do it Yourself Bau dein eigenen PC und Smartphone Wo? Mittelpunktbibliothek Treptow Wann? Samstag 16.11.2024 11 bis 13 Uhr PS: Alte/eigene Geräte können zum erforschen mitgebracht werden! Jetzt Anmelden!,"Bau dein eigenen PC und Smartphone

Wo?
? Mittelpunktbibliothek Treptow
PS: Alte/eigene Geräte können
Wann? ;
zum erforschen mitgebracht
O samstag 16.11.2024

. werden!
*11 bis 13 Uhr",0.0,0.4764150943396226,0.0,Bau dein eigenen PC und Smartphone Wo? ? Mittelpunktbibliothek Treptow PS: Alte/eigene Geräte können Wann? ; zum erforschen mitgebracht O samstag 16.11.2024 . werden! *11 bis 13 Uhr,0.0,0.4764150943396226
0017.jpg,background,"76 Jahre Befreiung vom Faschismus Erinnern heißt KÄMPFEN! Sa, 08.05.2021 Gedenken 10:00–18:00 Uhr Sowjetisches Ehrenmahl Buch Kundgebung 15:00 Uhr Vortreffungspunkt 14:30 Uhr Bahnsteig S-Pankow","78 Ian

— Befreiung vom Fasch]H'nus
TE ‚x heifst
ER

Sa, 08.05.2021
Gedenken 10:00-18:00 Uhr
Sowjetisches Ehrenmahl Buch
Kundgebung 15:00 Uhr

Vortreffungpunkt 14:30 Uhr
Bahnsteig S-Pankow L",0.0,0.844559585492228,0.0,"78 Ian — Befreiung vom Fasch]H'nus TE ‚x heifst ER Sa, 08.05.2021 Gedenken 10:00-18:00 Uhr Sowjetisches Ehrenmahl Buch Kundgebung 15:00 Uhr Vortreffungpunkt 14:30 Uhr Bahnsteig S-Pankow L",0.0,0.844559585492228
0018.jpeg,background,KUNDGEBUNG & AUFZUG DURCH KASSEL Nein zur Impfpflicht! Ärzte sprechen Klartext! 29. JANUAR 2022 14.00 UHR KÖNIGSPLATZ KASSEL FREIE BÜRGER KASSEL FÜR FRIEDEN & FREIHEIT,"A-  nlmpfpfhcht'
Arzte sprechen Klartext'
€ 4 29 JANÜA,R 2[pzz "";—‘f;‚_'x?_j

70 U HR K
. kONIGSPLNTZ KASSEL

‘$

\",0.0,0.3173652694610778,0.04,"A- nlmpfpfhcht' Arzte sprechen Klartext' € 4 29 JANÜA,R 2[pzz "";—‘f;‚_'x?_j 70 U HR K . kONIGSPLNTZ KASSEL ‘$ \",0.0,0.3173652694610778
0019.jpg,background,antifaschistische RALLY START BRENNER-BERG ZWISCHEN 12 UND 16 UHR 15.5. 16.5.,"i
antirfaschistisch c

RALLY ”

Zukun",0.0,0.2727272727272727,0.0,i antirfaschistisch c RALLY ” Zukun,0.0,0.2727272727272727
0020.jpg,background,DEMONSTRATION SONNTAG 06.09.2020 SCHÜLER/-INNEN GEGEN DIE MASKENPFLICHT! WANN: 15:30 UHR WO: MEISTERSINGERHALLE NÜRNBERG. TOLLE REDNER MODERATOR (NANA LIFESTYLER) GUNNAR KAISER U.V.M IMPRESSUM: SCHÜLER/-INNEN GEGEN DIE MASKENPFLICHT (DEUTSCHLAND) ADRIANBOOKING2019@GMAIL.COM,"DEMONSTRATION

SONNTAG 0F@19.2020;

1, S M
SCHÜLER/-IN GEN
DIE MASKENPFLICHT!._ _
WANN: 15:30 UHR
WO: MEISTERSINGERHALLE

NÜRNBERG
S
TULLEHEDNER N “““Y9*

MODERATOR
(NANA LIFESTYLER)
IMPRESSUM:SCHÜLER/-INNEN/GEGEN]DIE MASKENPFLICHT, [nzurscnuun]
an / |fall;\ﬂlL""ül«?'L",0.0,0.6459854014598541,0.07142857142857142,"DEMONSTRATION SONNTAG 0F@19.2020; 1, S M SCHÜLER/-IN GEN DIE MASKENPFLICHT!._ _ WANN: 15:30 UHR WO: MEISTERSINGERHALLE NÜRNBERG S TULLEHEDNER N “““Y9* MODERATOR (NANA LIFESTYLER) IMPRESSUM:SCHÜLER/-INNEN/GEGEN]DIE MASKENPFLICHT, [nzurscnuun] an / |fall;\ﬂlL""ül«?'L",0.0,0.6459854014598541
0022.jpg,background,"AKTION RESISTENZ FRUSTRATION GEMEINSAMKEIT WIDERSTAND HOFFNUNG AUFSCHREI BESTÄRKUNG NETZWERK ISOLATION RESILIENZ SOLIDARITÄT TRAUER FLUCHT AUSBEUTUNG NEUANFANG 1 JAHR TALIBAN REGIME DEMO: SAMSTAG, 13.08.2022 14.00 UHR, AUSWÄRTIGES AMT PROTEST CAMP BERLIN 13.08.2022 — 15.08.2022 WORKSHOPS PERFORMANCES REDEBEITRÄGE #DONTFORGETAFGHANISTAN","AKTION RESISTENZ FRUSTRATION
GEMEINSAMKEIT WIDERSTAND HOFFNUNG
AUFSCHREI BESTÄRKUNG NETZWERK

ISOLATION RESILIENZ SOLIDARITÄT
TRAUER FLUCHT AUSBEUTUNG NEUANFANG

JAHR

TALIBAN
REG

DEMO: SAMSTAG, 13.08.2022
14.00 UHR, AUSWARTIGES AMT
PROTEST CAMP BERLIN
13.08.2022 — 15.08.2022

WORKSHOPS PERFORMANCES REDEBEITRÄGE

#DONTFORGETAFGHANISTAN",0.0,0.9821958456973294,0.43243243243243246,"AKTION RESISTENZ FRUSTRATION GEMEINSAMKEIT WIDERSTAND HOFFNUNG AUFSCHREI BESTÄRKUNG NETZWERK ISOLATION RESILIENZ SOLIDARITÄT TRAUER FLUCHT AUSBEUTUNG NEUANFANG JAHR TALIBAN REG DEMO: SAMSTAG, 13.08.2022 14.00 UHR, AUSWARTIGES AMT PROTEST CAMP BERLIN 13.08.2022 — 15.08.2022 WORKSHOPS PERFORMANCES REDEBEITRÄGE #DONTFORGETAFGHANISTAN",0.0,0.9821958456973294
0023.jpg,background,09. Mai 15.30 Uhr Biberach Gigelberg angemeldete DEMO Wahrung der Grundrechte freie Impfentscheidung Art.1: Die Würde des Menschen ist unantastbar... Art.2: Die Freiheit der Person ist unverletzlich... Art.5: Eine Zensur findet nicht statt... WICHTIG bitte Mindestabstand einhalten sonst könnte die Veranstaltung aufgelöst werden PIC COLLAGE,"15.30 Uhr Biberach Gigelberg \
angemeldete DEMO __
Wahrung der Grundrechte *—
freie Impfentscheidung

Ar
nn © / WICHTIG
indestabstand einhalten

PIC-COLLAGE",0.0,0.39589442815249265,0.06666666666666667,15.30 Uhr Biberach Gigelberg \ angemeldete DEMO __ Wahrung der Grundrechte *— freie Impfentscheidung Ar nn © / WICHTIG indestabstand einhalten PIC-COLLAGE,0.0,0.39589442815249265
0024.jpg,background,"ONE BILLION RISING HANAU Weltweit tanzen an diesem Tag Menschen gegen Gewalt an Frauen 14. Februar, 16 Uhr Marktplatz Macht mit! Tanzt mit! 2017 ONE BILLION RISING HANAU Schirmherr: Claus Kaminsky Oberbürgermeister Eine weltweite Aktion gegen Gewalt an Frauen","UNE DILLIUN NISJINUG

HANAU

Weltweit tanzen an diesem Tag Menschen
gegen Gewalt an Frauen

14.Februar, 16 Uhr
Marktplatz 3n

® F
weltweite
® . Aktion

ONE BILLION RISING gegen Gewalt
Schirmherr: Claus Kamin . . an Frauen",0.0,0.6216216216216216,0.28205128205128205,"UNE DILLIUN NISJINUG HANAU Weltweit tanzen an diesem Tag Menschen gegen Gewalt an Frauen 14.Februar, 16 Uhr Marktplatz 3n ® F weltweite ® . Aktion ONE BILLION RISING gegen Gewalt Schirmherr: Claus Kamin . . an Frauen",0.0,0.6216216216216216
0025.jpg,background,Noch drei Wochen bis zu den Landtagswahlen. IN ZWICKAU SIND WIR STARK GEGEN RECHTEN QUARK! +++ SA 17.08. 13:30 Uhr Hauptbahnhof +++ SACHSEN UNTERSTÜTZEN. STOPPT DIE AfD,,0.0,0.0,0.0,,0.0,0.0
0026.jpg,background,Kultur & Strasse FESTIVAL About Blank Berlin 21. Juli 2024 13:00 – 22:00 Uhr EINTRITT FREI,,0.0,0.0,0.0,,0.0,0.0
0027.jpg,background,"A100 WEGBASSEN! FAHRRADDEMO gegen die A100 vom Verkehrsministerium zu ""A100 wegbassen"" am Ostkreuz 2.9. um 14 Uhr Invalidenpark",,0.0,0.0,0.0,,0.0,0.0
0028.jpg,background,"CORONA IST NICHT DAS PROBLEM KUNDGEBUNG EINE WIRTSCHAFTSKRISE? Dresden, Neumarkt, 20.6. um 16.30 Uhr -nichtohneuns_Dresden ET Video & Content","tJlmeims Dresd L

KUNDGEBUNG",0.0,0.099290780141844,0.0,tJlmeims Dresd L KUNDGEBUNG,0.0,0.099290780141844
0029.jpg,background,"Zukunft am Ostkreuz, Laskerstraße 5, 10245 Berlin Keine Zukunft fürs Ostkreuz Ohne Zukunft am Ostkreuz Gegen die Kündigung der Zukunft am Ostkreuz zum 31.03.22 13.11. Kiezdemo und Kundgebung 13 Uhr Rudolfplatz 3.12. Aktionstag Zukunft Für Erhalt und langfristige Sicherung von kulturellen Zwischenräumen – fürs Ostkreuz und ganz Berlin.","luuunh am

— Keiuie
Zukunfrt

fürs Ostkreuz

DE die

K fgung der
Eunft am
DStkreuz zum
81.03.22

am Ostkreuz

13.11. Kiezdemo und.Kundgebung
13 Uhr Rudolfplatz‘
SAg Zukung

D ige Sicherung f
S henräumen -
A anz Berlin.",0.0,0.47916666666666663,0.041666666666666664,luuunh am — Keiuie Zukunfrt fürs Ostkreuz DE die K fgung der Eunft am DStkreuz zum 81.03.22 am Ostkreuz 13.11. Kiezdemo und.Kundgebung 13 Uhr Rudolfplatz‘ SAg Zukung D ige Sicherung f S henräumen - A anz Berlin.,0.0,0.47916666666666663
0030.jpg,background,"SCHLUSS MIT CORONA! ET Video & Content nichtohneuns_Dresden KUNDGEBUNG GENUG MIT DER ANGST! Dresden, Neumarkt, 13.6. um 16.30 Uhr","Dresden, Neumarkt‚ 13 6 um 16. 30 Uhr‘",0.0,0.24806201550387597,0.0,"Dresden, Neumarkt‚ 13 6 um 16. 30 Uhr‘",0.0,0.24806201550387597
0031.jpg,background,TECHNOPUNK GEGEN UNHALTBARE ZUSTÄNDE 14.10.2021 DEMO 18 UHR HERMANNPLATZ FAHRRAD-DEMO 20 UHR SCHILLINGBRÜCKE #køpibleibt,"TECHNOPUNK GEGENE. 4

UNHA!TRARE ZUSTÄNDE”
20 UHR SCHILLNGBRÜCKE.

#Kepibleibt",0.0,0.5083333333333333,0.07142857142857142,TECHNOPUNK GEGENE. 4 UNHA!TRARE ZUSTÄNDE” 20 UHR SCHILLNGBRÜCKE. #Kepibleibt,0.0,0.5083333333333333
0032.jpg,background,"WORKSHOP EINFÜHRUNG DADAISMUS Von der Uhr zur Kunst 16.01. & 18.01.2025 // 15 – 18:00 Uhr Mit Daniel Carrion Teilnahme: 10,- EUR NOCHMALL.DE/EVENTS/ Powered by BSR","EINFÜHRUNG

DAIAISMUS",0.0,0.1165644171779141,0.0,EINFÜHRUNG DAIAISMUS,0.0,0.1165644171779141
0033.jpg,background,"Rudiment ComPilation Release PartY MARKGRAFENDAMM 24C, 10245 BERLIN 23.DEC.2023 von 22:00 bis 10:00 MDF Sleeparchive, Franz Jaeger, Marthial707, Stanislav Tolkachev, Ruman, Sergey Chernyschov, KIMBOLINAUT, Salvatore Foglia LOBBY Ben Pest, Katya Milch, Adelina, Sarah Sommers, Timur Basha, NoirNor",") FFäni J_
arthial707, Stamslav TO achev

} X'%alvat!are Fogha",0.0,0.15878378378378377,0.0,") FFäni J_ arthial707, Stamslav TO achev } X'%alvat!are Fogha",0.0,0.15878378378378377
0034.jpg,fancy_typo,"FREIHEIT GLEICHHEIT SOLIDARNOŚĆ BERLIN GLOBAL QUEER, REBEL, SOVIET A STORY ABOUT POLAND'S FIRST GLAM ROCKER The Rise & Fall of Zygmunt Blask Film premiere 11.09.2024 6:30 PM 5 € / 3 € reduced","A STORY ABOUT
POLAND'S FIRST
M ROCKER

Film premier®

11.09.2024
6:30 PM

5°/3°'educed",0.0,0.4136125654450262,0.0,A STORY ABOUT POLAND'S FIRST M ROCKER Film premier® 11.09.2024 6:30 PM 5°/3°'educed,0.0,0.4136125654450262
0035.jpg,fancy_typo,FÜRSTENFELDER Salvator Neue Zähne beißen gut: Krügelredner Stefan KRÖLL! Das Starkbierfest 17.02.2024 - 20.00 Uhr,"— FÜRSTENFELDER —
@ß

”e„e Z..
5 0/)„
w helBen Ut:
rll_qe/,ed„e A

r
KRÖLL ‚S' Jan

„ _ Das Starkbierfest
17.02.2024 - 20.00 Uhr

\",0.0,0.504424778761062,0.0,"— FÜRSTENFELDER — @ß ”e„e Z.. 5 0/)„ w helBen Ut: rll_qe/,ed„e A r KRÖLL ‚S' Jan „ _ Das Starkbierfest 17.02.2024 - 20.00 Uhr \",0.0,0.504424778761062
0036.jpg,fancy_typo,Limited Booze Boys FREITAG ab 19:00 Party + Live Band 21. STOCK CAR RENNEN HARTHA RENNSTRECKE HEEGWEG Betreutes Trinken LETZTES WE IM OKTOBER VERDÄCHTIG GUTE EVENTS 03 431 - 611 367,,0.0,0.0,0.0,,0.0,0.0
0037.jpeg,fancy_typo,FREE ALL ANTIFAS! FREIHEIT FÜR NANUK! KEINE AUSLIEFERUNG VON ANTIFAS NACH UNGARN! 18. MÄRZ 19 UHR | U-BHF TURMSTR | DEMO FREENANUK.NOBLOGS.ORG | BASC.NEWS,,0.0,0.0,0.0,,0.0,0.0
0039.jpeg,fancy_typo,VOM STAAT VERKNACKT UND TROTZDEM DA FREE ALL ANTIFA #FREE NANUK TAG DER POLITISCHEN GEFANGENEN DEMO BERLIN 18.03.25 19⁰⁰ U-BHF. TURMSTR.,"A
7F HA
1.&n [ '-I„

(

n.u.H.. Ää'.

A

H!!

- _.r.„_m.

-l.l— x\ n S

H\‘nh\ Y— — p |..u Y
a ß
LL A

""it

wu.lﬂl Ä:

LL
-“

DEMO R

* TAG DER *
POLITISCHEN
GEFANGENEN

——

s",0.0,-0.03676470588235303,0.0,"A 7F HA 1.&n [ '-I„ ( n.u.H.. Ää'. A H!! - _.r.„_m. -l.l— x\ n S H\‘nh\ Y— — p |..u Y a ß LL A ""it wu.lﬂl Ä: LL -“ DEMO R * TAG DER * POLITISCHEN GEFANGENEN —— s",0.0,-0.03676470588235303
0040.jpeg,fancy_typo,"SOLI-FESTIVAL 1. März 2025, 12 - 0 Uhr UNSERE STIMMEN SOLL MAN HÖREN! Mühlstrasse 14 e.V. Soziokulturelles Stadtteilzentrum Leipzig AMNESTY INTERNATIONAL","SOLI-FESTIVAL

1. März 2025‚

UNSERE
SOLL MAN
HÖREN/

r
{ %
W A

e",0.0,0.36601307189542487,0.14285714285714285,SOLI-FESTIVAL 1. März 2025‚ UNSERE SOLL MAN HÖREN/ r { % W A e,0.0,0.36601307189542487
0041.jpg,fancy_typo,"50 JAHRE RUMBLE IN THE JUNGLE Podium: Martin Krauß (Sportjournalist, taz) Dr. Michela Wrong (britische Journalistin) Fabian Kunow (Moderation) Film: When we were Kings (1997) Mo., 25. Nov., 19 Uhr ://about blank Markgrafendamm 24c, 10245 Berlin","50 JAHRE RUMDLE IN THE JUNGLE
— ] Podium:

| Martin Krauß

{Sportjoumalist, taz)

| Dr. Michela Wrong

| _ (eritische Journalistin)
Fabian Kunow

(Moderation)

Film: When we were Kings (1997)

Mo., 25. Nov., 19 Uhr
://about blank
Markgrafendamm 24c, 10245 Berlin",0.0,0.930327868852459,0.1388888888888889,"50 JAHRE RUMDLE IN THE JUNGLE — ] Podium: | Martin Krauß {Sportjoumalist, taz) | Dr. Michela Wrong | _ (eritische Journalistin) Fabian Kunow (Moderation) Film: When we were Kings (1997) Mo., 25. Nov., 19 Uhr ://about blank Markgrafendamm 24c, 10245 Berlin",0.0,0.930327868852459
0042.jpg,fancy_typo,"BAUSTELLE BRASS RIOT CHARLOTTE BRANDI CHILLERA DIE SCHWIMMEN MIEKE MIAMI HALFSILKS NOJ ://about blank MARKGRAFENDAMM 24C, 10245 BERLIN DOWN BY THE RIVER FESTIVAL #12 03.06.2023 ab 13.00 UHR","—
ba

< i x
/_‚‘s«\3ä‘lni-&’/""\\\s‘j""%‚„\‘\?;r?äi‘ \$",0.0,0.042328042328042326,0.0,"— ba < i x /_‚‘s«\3ä‘lni-&’/""\\\s‘j""%‚„\‘\?;r?äi‘ \$",0.0,0.042328042328042326
0043.jpg,fancy_typo,STABIL BLEIBEN UND MASSENHAFT WIDERSETZEN! LIVE DABEI: ★ ZSK ★ UND WEITERE ACTS! 11. JANUAR 2025 • ALLE NACH RIESA • ▸ KUNDGEBUNG GEGEN AFD-PARTEITAG!,"STABIL
3LEIBEN

MARSSENHAFT WIDERSETZEN!

UuND

“ UND WEITERE ACTS!

O al — _

- 11. JANUAR 2025 ° ALLE NACH RIESA °",0.0,0.5333333333333333,0.04,STABIL 3LEIBEN MARSSENHAFT WIDERSETZEN! UuND “ UND WEITERE ACTS! O al — _ - 11. JANUAR 2025 ° ALLE NACH RIESA °,0.0,0.5333333333333333
0044.jpg,fancy_typo,NICHT OHNE UNS! DORTMUND jeden Samstag 14:30 Uhr - Willy-Brandt-Platz UNSERE DEMOKRATIE IST INFIZIERT! antikörper JETZT!,"NICHT OHNE UNS! DORTMUND

jeden Samstag 14:30 Uhr - Willy-Brandt-Platz",0.0,0.575,0.625,NICHT OHNE UNS! DORTMUND jeden Samstag 14:30 Uhr - Willy-Brandt-Platz,0.0,0.575
0045.jpeg,fancy_typo,ACHTUNG NEUE VERSAMMLUNGSFLÄCHE! GROSSDEMO KASSEL Wir werden ALLE da sein!Frühlingserwachen – Die Welt steht auf! KARLSWIESE / ORANGERIE KASSEL WELTWEIT – ALLE ZUSAMMEN 1 TAG – 1 ZIEL WELTWEIT – ALLE ZUSAMMEN IN DER MITTE DEUTSCHLANDS 20.03.2021 12:00 – 16:00 UHR MIT ANSCHLIESSENDEM AUFZUG LIVESTREAMS AUS ALLER WELT #Zusammenhalt statt Spaltung,"GROSSDEMO
„.«« 5 KASSEL -

v’:mmlmj5a/ Wwachen -

Die Well slcht auf!
KARLSWIESE / ORANGERIE KASSEL

WELTWEIT - ALLE ZUSAMMEN

1TAG - 1ZIEL
WELTWEIT - ALLE ZUSAMMEN

IN DER MITTE DEUTSCHLANDS
20.03.2021

„ 12:00 - 16 00 UHR

l/|‚$

4Q k &q -
&R Ms “""‘",0.0,0.546242774566474,0.0,"GROSSDEMO „.«« 5 KASSEL - v’:mmlmj5a/ Wwachen - Die Well slcht auf! KARLSWIESE / ORANGERIE KASSEL WELTWEIT - ALLE ZUSAMMEN 1TAG - 1ZIEL WELTWEIT - ALLE ZUSAMMEN IN DER MITTE DEUTSCHLANDS 20.03.2021 „ 12:00 - 16 00 UHR l/|‚$ 4Q k &q - &R Ms “""‘",0.0,0.546242774566474
0046.jpeg,fancy_typo,h48 Plötzlich Meerjungmensch Die beste (nicht)Karnevals - Kostüm Party Berlins 01. MÄRZ 2025 AB 20 UHR PROJEKTRAUM HERMANNSTRABE 48 LINE UP DJ KETCHUP (SPICY BASS / BREAKBEAT) DJ TDIPPZ (HAPPY HARDCORE) +KOSTÜMWETTBEWERB +PARTYSPIELE *VERKLEIDUNG ERWÜNSCHT. EGAL WAS!,"&01. MÄRZ 2025

Xx

AR Z0OUHR LINE U®
[ ‘ KETOHUP
4 (M‘ITN""WT)
PROJSKTRAUM 9 d
HERMANNNTRARE 43 an -
„PARTYBTIELG

AYZKLZIDUNG SiNÜNGSGT, Z6AL WAY",0.0,0.27340823970037453,0.0,"&01. MÄRZ 2025 Xx AR Z0OUHR LINE U® [ ‘ KETOHUP 4 (M‘ITN""WT) PROJSKTRAUM 9 d HERMANNNTRARE 43 an - „PARTYBTIELG AYZKLZIDUNG SiNÜNGSGT, Z6AL WAY",0.0,0.27340823970037453
