file_name,gt_lines,ocr_lines,matched_lines,mean_cer,mean_wer,mean_char_acc,mean_word_acc,ocr_tesseract_psm11,category,ground_truth,recognition_rate
0013.jpg,9,22,4,0.599537037037037,0.6666666666666666,0.4048821548821548,0.2888888888888889,"['BERLIN oer: oranıeNPLATZ', '19.FEB - 14 UHR', 'ERINNERN HEISST KÄMPFEN!', 'LU', '.r“v CN', 'Ca', 'z“', 'E z', 'PE', 'S>', 'mar on', 'SN \\', 'SE nm a', 'ener e me', 'k vma na', 'A', 'An 0R E', 'WIR FORDERN EINE LÜCKENLOSE AUFKLÄRUNG UND KONSEQUENZEN!', 'RASSISMUS UND FASCHISMUS ENTSCHLOS!', ""Famanae] --::—. }„P'„_„„}.,. ISKS"", 'j e', 'a Eyul.mﬂli)']",noisy,BERLIN ORT: ORANIENPLATZ KUNDGEBUNG 19. FEB – 14 UHR ERINNERN HEISST KÄMPFEN! 3 JAHRE NACH HANAU Ferhat Unvar · Gökhan Gültekin · Vili-Viorel Păun · Sedat Gürbüz · Mercedes Kierpacz · Kaloyan Velkov · Said Nesar Hashemi · Fatih Saraçoğlu · Hamza Kenan Kurtović WIR FORDERN EINE LÜCKENLOSE AUFKLÄRUNG UND KONSEQUENZEN! RASSISMUS UND FASCHISMUS ENTSCHLOSSEN BEKÄMPFEN!,0.4444444444444444
0014.jpg,8,22,1,0.8958333333333334,0.9375,0.1083333333333333,0.0625,"['S', 'HACK', 'f', '®', 'SEXISM.', '6', 'OE', 'n-Release', 'Broschü', '5. Juli 20', '//about blank', '18', 'SOE', 'CISES', 'hr Start', 'S', 'Sn', 'E', 'Strategien und Ma', 'a', 'Sexismus und s', 'auf Festivals &8']",noisy,HACK SEXISM Broschüren-Release 5. Juli 2023 ://about blank 18:30 Einlass // 19 Uhr Start Strategien und Maßnahmen gegen Sexismus und sexualisierte Gewalt auf Festivals & Co MBI NYP,0.125
0015.jpg,5,10,1,0.8285714285714285,0.9,0.1666666666666666,0.1,"[""I_._'E'llﬁ; 1;8. JUNI ["", '..', 'A', '——', '| —', 'SE', 'el', 'E 4', '—19 UHR,', 'SSSEN LFULBILS']",noisy,"FR., 28. JUNI RAVE DEMO BASS GEGEN HASS 19 UHR, ESSEN HBF",0.2
0016.jpg,10,48,6,0.4235632183908046,0.55,0.5846638655462184,0.4,"['@.', 'CAY.OUKS', 'In', 'DP', 'Bau dein eigenen PC und Smartphone', 'Wo?', '? Mittelpunktbibliothek Treptow', 'PS: Alte/eigene Geräte können', 'Wann?', 'zum erforschen mitgebracht', 'O samstag 16.11.2024', 'werden!', '*11 bis 13 Uhr', 'i', 'u', 'Lar', 't-"" ]', '—a', '”', ""S .'"", 'U', 'S', 'M', 'FA', 'RR E', ',', 'b', 'm \\', 'e‘!‘*', 'Z', '>', '+&', 'P', 'D \\', 'l', ')', 'Zı', 'S', 'D', 'Pa', 'Oan', 'T', 'N', 'O', 'z“', '—-', 'e}', '#A%']",noisy,WORKSHOP Do it Yourself Bau dein eigenen PC und Smartphone Wo? Mittelpunktbibliothek Treptow Wann? Samstag 16.11.2024 *11 bis 13 Uhr Jetzt Anmelden! PS: Alte/eigene Geräte können zum erforschen mitgebracht werden!,0.6
0017.jpg,10,14,8,0.3050925925925926,0.5166666666666666,0.7029900687547747,0.5333333333333333,"['76 Jahße \\', 'chistmus', '— Befreiung vom Fas: ]fn', 'Y', 'heifst', 'E', 'Sa, 08.05.2021', 'Gedenken 10:00-18:00 Uhr', 'Sowjetisches Ehrenmahl Buch', 'B', 'Kundgebung 15:00 Uhr', 'Vortreffungpunkt 14:30 Uhr', 'Bahnsteig S—Pankm{v', '> A']",noisy,"76 Jahre Befreiung vom Faschismus Erinnern heißt KÄMPFEN! Sa, 08.05.2021 Gedenken 10:00–18:00 Uhr Sowjetisches Ehrenmahl Buch Kundgebung 15:00 Uhr Vortreffungspunkt 14:30 Uhr Bahnsteig S-Pankow",0.8
0018.jpeg,8,16,3,0.6640625,0.8208333333333333,0.3326489686783804,0.1791666666666666,"['KUNDGEBUNG & AUFZUG bURCH KﬁSSEL', 'HEATER', ""nlmpfpfhcht'"", ""Arzte sprechen Klartext'"", '—', '—', '€ 4 29 JANÜA‚R 2[pzz', 'J', '14..GQ UHR’', '%', 'Z', 'kONIGSPLNTZ KASSEL', 'REIE BURGER', 'x', 'z', '\\']",noisy,KUNDGEBUNG & AUFZUG DURCH KASSEL Nein zur Impfpflicht! Ärzte sprechen Klartext! 29. JANUAR 2022 14.00 UHR KÖNIGSPLATZ KASSEL FREIE BÜRGER KASSEL FÜR FRIEDEN & FREIHEIT,0.375
0019.jpg,8,64,2,0.7720588235294118,1.0,0.2352941176470588,0.125,"['a', 'antirfaschistisch c', '—', 'RALLY', 'a }', 'IM U3', 'a', 'ÖRENNERBÜG;', 'u', 'n', '19', 'Wi', 'Rzene', 'ia', '7', ""je'"", '8', 'DE', 'a', 'ıng und', 'n', 'iMg', 'mer ’1ggre a', 'na. DI', 'Trr', 'Ta', 'Ar', 'Nite', '-?y', ""hd 'H"", 'engän(', '”! \\werds', 'undl', 'igc', 'inad', '1216', 'F', 'n di', 'ne]', 'il', 'd', 'Wa', 'u', '1}', 'C', '4', 'P', 'k:', 'Z', 'rde', '—', 'W', 'D m', 'ﬁiÜ', 'tal[', 'S', '=', 'h', '‚ger', 'IM', 'i3a:', '“', 'Ite', 'ml Zukun']",noisy,antifaschistische RALLY START BRENNER-BERG ZWISCHEN 12 UND 16 UHR 15.5. 16.5.,0.25
0020.jpg,12,22,5,0.6620608660130719,0.8194444444444443,0.3388451825951826,0.1805555555555555,"['DEMONSTRATION', ""SIIINNTAG l]F '\\9 2l]2[l"", '}(', 'VE', 'SCHULER/-IN', 'DIE MASKENPFLICHT! _', 'd', '""\'""5»', 'WANN: 15:', 'WD: MEISTERSINGERHALLE', 'N', 'An', 'TULLE REDNER', '\\‘‚\\\\\\\\', '\\\\\\\\', ""IMPRESSUM'SCHÜLEHI AL"", '[NANA LIFESTYLER]', 'A', 'MASKENPFLICHT,', 'RI', '|fall;\\ﬂlL""ül«""L', '[DEIITSI:IILMII]]']",noisy,DEMONSTRATION SONNTAG 06.09.2020 SCHÜLER/-INNEN GEGEN DIE MASKENPFLICHT! WANN: 15:30 UHR WO: MEISTERSINGERHALLE NÜRNBERG. TOLLE REDNER MODERATOR (NANA LIFESTYLER) GUNNAR KAISER U.V.M. IMPRESSUM: SCHÜLER/-INNEN GEGEN DIE MASKENPFLICHT (DEUTSCHLAND) ADRIANBOOKING2019@GMAIL.COM,0.4166666666666667
0022.jpg,13,14,11,0.1846435615666384,0.2371794871794872,0.8250937468328772,0.7243589743589743,"['AKTION RESISTENZ FRUSTRATION', 'GEMEINSAMKEIT WIDERSTAND HOFFNUNG', 'AUFSCHREI BESTÄRKUNG NETZWERK', 'ISOLATION RESILIENZ SOLIDARITÄT', 'TRAUER FLUCHT AUSBEUTUNG NEUANFANG', 'JAHR', 'TALIBAN', 'DEMO: SAMSTAG, 13.08.2022', '14.00 UHR, AUSWARTIGES AMT', 'PROTEST CAMP BERLIN', 'WORKSHOPS PERFORMANCES REDEBEITRAGE', '13.08.2022', '15.08.2022', '#DONTFORGETAFGHANISTAN']",noisy,"AKTION RESISTENZ FRUSTRATION GEMEINSAMKEIT WIDERSTAND HOFFNUNG AUFSCHREI BESTÄRKUNG NETZWERK ISOLATION RESILIENZ SOLIDARITÄT TRAUER FLUCHT AUSBEUTUNG NEUANFANG 1 JAHR TALIBAN REGIME DEMO: SAMSTAG, 13.08.2022 14.00 UHR, AUSWÄRTIGES AMT PROTEST CAMP BERLIN 13.08.2022 — 15.08.2022 WORKSHOPS PERFORMANCES REDEBEITRÄGE #DONTFORGETAFGHANISTAN",0.8461538461538461
0023.jpg,11,33,10,0.1906054331580416,0.2987012987012986,0.8124802845733078,0.6103896103896104,"['Q', 'r', 'o0%', 'NZA', '_', 'N', 'VV', '7 f) 09. Mai', 'DDa', 'B', '15.30 Uhr Biberach Gigelberg', 'v', 'angemeldete DEMO', 'Wahrung der Grundrechte —', 'freie Impfentscheidung', 'Art.1: Die Würde des Menschen ist unant:', 'Art.2: Die Freiheit der Person ist unverlet;', 'Ö', '\\:J', '6rt. 5: Eine Zensur findet nicht statt..', 'S', 'wr', 'WICHTIG', 'tt', 'indestabstand einhalten', 'N', ')s', 'nte die Veranstaltung aufgelöst', 'werden', '2', '/""', '&o', '/ !']",noisy,09. Mai 15.30 Uhr Biberach Gigelberg angemeldete DEMO Wahrung der Grundrechte freie Impfentscheidung Art.1: Die Würde des Menschen ist unantastbar.... Art.2: Die Freiheit der Person ist unverletzlich... Art.5: Eine Zensur findet nicht statt... WICHTIG bitte Mindestabstand einhalten sonst könnte die Veranstaltung aufgelöst werden,0.9090909090909091
0024.jpg,11,19,5,0.5797317436661699,0.5818181818181819,0.4213286713286713,0.4181818181818181,"['UNE DILLIUN NISJINUG', 'HANAU', 'Weltweit tanzen an diesem Tag Menschen', 'gegen Gewalt an Frauen', '14. Februar, 16 Uhr', 'Macht mit!', 'Marktplatz', 'Tanzt mit!', 'Eine', '®', '@', 'weltweite', 'ONE BILLION RISING', 'Aktion', 'herr: Claus Kaminsky', 'Oberbürgermeister', 'an Frauen', 'gegen Gewalt', '/W}']",noisy,"ONE BILLION RISING HANAU Weltweit tanzen an diesem Tag Menschen gegen Gewalt an Frauen 14. Februar, 16 Uhr Marktplatz Macht mit! Tanzt mit! 2017 ONE BILLION RISING HANAU onebillionrising.org onebillionrising.de Schirmherr: Claus Kaminsky Oberbürgermeister Eine weltweite Aktion gegen Gewalt an Frauen",0.45454545454545453
0025.jpg,9,32,0,1.0,1.0,0.0,0.0,"['\\ a', '/&', '] 2', 'aß', 'r', 'a', 'Y', '}', 'Bllnf $', 'kar', '/', 'P;', '‚7 s', 'VE', 'ME', '_', 'y', '5 ®', 'AF0D.', 'd', 'w', 'k', 'av', '7 »', 'ahf', 'STOPPE', 'Y', 'A', '‚l', 'LV', '\\r', 'BT']",noisy,Noch drei Wochen bis zu den Landtagswahlen. IN ZWICKAU SIND WIR STARK GEGEN RECHTEN QUARK! +++ SA 17.08. 13:30 Uhr Hauptbahnhof +++ SACHSEN UNTERSTÜTZEN. STOPPT DIE AfD,0.0
0026.jpg,6,17,0,1.0,1.0,0.0,0.0,"['ü', 'ıd', 'i (2N)', 'A', '©', '7', ""VAr'"", '//', '—22:00', '‚@', '$', '>', ""\\ /E‘NT/'?IÄ'"", '> FRE', '\\Aa', 'IA', 'S']",noisy,Kultur & Strasse FESTIVAL About Blank Berlin 21. Juli 2024 13:00 – 22:00 Uhr EINTRITT FREI!,0.0
0027.jpg,5,5,0,1.0,1.0,0.0,0.0,"['—AL', 'DE', 'u', ']', 'I']",noisy,"A100 WEGBASSEN! FAHRRADDEMO gegen die A100 vom Verkehrsministerium zu ""A100 wegbassen"" am Ostkreuz 2.9. um 14 Uhr Invalidenpark",0.0
0028.jpg,6,36,2,0.7636363636363637,1.0,0.2349206349206349,0.0,"['»77', '/\\ \\', 'CO', 'Ja', 'H1', 'X]', 'A SN', '&,', 'Da', 'z', 'FE', 'S_', '(', '&x', 'A M', 'DL', 'FE', 'a', 'A', '0 8 0Q', 'OO0', 'na', 'S,', 'X', 'v', '6X', '> D', 'a\\f""', 'tJlmeims Dresd', 'KUNDGE', 'EBUNG*', 'E WIRTSCHAFTSKRISE""', 'Dresden‚', 'eumarkt‚', '„ um 16.30', 'r!']",noisy,"CORONA IST NICHT DAS PROBLEM nichtohneuns_Dresden ET Video & Content KUNDGEBUNG EINE WIRTSCHAFTSKRISE? Dresden, Neumarkt, 20.6. um 16.30 Uhr",0.3333333333333333
0029.jpg,8,20,2,0.7611111111111111,0.8541666666666666,0.2375578703703703,0.1458333333333333,"['luuunh am', 'Lnl\\eu"".ß. 5', '10245 Berlin', 'Keuie', 'Zukunft', 'fürs Ostkreuz', 'Gı', 'Eunft am', 'K fgung der', 'DStkreuz zum', '®© -', 'Zuiäh', 'am Ostkreuz', '13.11. Kiezdemo und.Kundgebung', '13 Uhr Rudolfplatz‘', 'SAg Zukung', 'D ige Sicherung', 'A anz Berlin.', 'S henräumen -', 'd']",noisy,"Zukunft am Ostkreuz, Laskerstraße 5, 10245 Berlin Keine Zukunft fürs Ostkreuz Gegen die Kündigung der Zukunft am Ostkreuz zum 31.03.22 Ohne Zukunft am Ostkreuz 13.11. Kiezdemo und Kundgebung 13 Uhr Rudolfplatz 3.12. Aktionstag Zukunft Für Erhalt und langfristige Sicherung von kulturellen Zwischenräumen – fürs Ostkreuz und ganz Berlin.",0.25
0030.jpg,6,23,3,0.5391891891891892,0.8333333333333334,0.4624999999999999,0.1944444444444444,"['(', 'n', 'JD', '\\', '>', '(', 'vr', '-', 'MI:', '„r', 'D-', 'A', 'R', '__/_\\_U', 'Zr', '%', 'ä', '€', 'i', 'neunß | Dresden', 'KUNDGEBUNG5', 'GENUG MIT DER ANGST!', 'Dresden, Neumarkt‚ 13 6 um 16. 30 Uhr‘']",noisy,"SCHLUSS MIT CORONA! ET Video & Content nichtohneuns_Dresden KUNDGEBUNG GENUG MIT DER ANGST! Dresden, Neumarkt, 13.6. um 16.30 Uhr",0.5
0031.jpg,6,4,2,0.7538377192982456,1.0,0.2518518518518518,0.0833333333333333,"['TECHNOPUNK GEGENS.. 4', 'UNHAITRARE ZUSTÄDE”', '18 UHR', 'aD UHR SCHLNGORÜCKE. —']",noisy,TECHNOPUNK GEGEN UNHALTBARE ZUSTÄNDE 14.10.2021 DEMO 18 UHR HERMANNPLATZ FAHRRAD-DEMO 20 UHR SCHILLINGBRÜCKE #køpibleibt,0.3333333333333333
0032.jpg,8,45,2,0.8100328947368421,0.9166666666666666,0.2040441176470588,0.0833333333333333,"['-----', 'HE', '——', '@!', 'nn', '—', 'HRR —', 'M', 'ZM', '<', 'ET', 'M_ /', 'La', 'Bkmnknkake', 'Z W', 'SJ WORKSHOP', 'S', 'Z', 'M7}', 'EINFUHRUNG', 'DADAISMUS', 'Z', 'V or', 'er Ul', 'Kunst', '18:00 Uhr', '1uU\\', '.& 18', 'EGl', 'rrıon', 'Te1lnahme 10,- EUR', '— —', 'AL', '/', '/', 'IL', 'LL', 'C', '/', '(', 'BSr l', 'LL LB', 'IM Ia 3', 'ENTS/ \\', 'M']",noisy,"WORKSHOP EINFÜHRUNG DADAISMUS Von der Uhr zur Kunst 16.01. & 18.01.2025 // 15 - 18:00 Uhr Mit Daniel Carrion Teilnahme: 10,- EUR NOCHMALL.DE/EVENTS/ Powered by BSR",0.25
0035.jpg,8,12,5,0.544155354449472,1.0625,0.4875801282051282,0.125,"['— FÜRSTENFEL', 'Z', '©', 'Ele Zäh ne', 'Krü', '.9""-’/I\'ed„', '€r', 'ARÖLL', '$te/„„', 'E', '„ _ Das Starkbierfest', '17.02.2024 - 20.00 Uhr']",fancy,FÜRSTENFELDER Salvator Neue Zähne beißen gut: Krügelredner Stefan KRÖLL! Das Starkbierfest 17.02.2024 - 20.00 Uhr,0.625
0036.jpg,11,20,1,0.914141414141414,0.9393939393939392,0.0852272727272727,0.0606060606060606,"['Zimited Booze Boys', 'v', 'F', 'Z', 'C', '8', 'Ba Fann', 'ITAG', 'RE', 'U', 'O6', 'CA', '\\\\', 'RTHA', 'EEGWEG', 'n A n E A S a S S a a a S a s O S', 'z', 'D N A A N Z S A D A A A D A A A A D N A A A A A A MN A N M a 03 23} 611367 am amn', 'ETZT ES WE IM0', 'KTOBER ..']",fancy,Limited Booze Boys FREITAG ab 19:00 Party + Live Band 21. STOCK CAR RENNEN HARTHA RENNSTRECKE HEEGWEG Betreutes Trinken LETZTES WE IM OKTOBER VERDÄCHTIG GUTE EVENTS 03 431 - 611 367,0.09090909090909091
0037.jpeg,8,7,1,0.881578947368421,0.9166666666666669,0.1176470588235294,0.0833333333333333,"['E A', 'FREIMEIT FÜR NANUK!', '%WÜM‘', '&r', 'KL', 'a', '(7e]']",fancy,FREE ALL ANTIFAS! FREIHEIT FÜR NANUK! KEINE AUSLIEFERUNG VON ANTIFAS NACH UNGARN! 18. MÄRZ 19 UHR | U-BHF TURMSTR | DEMO FREENANUK.NOBLOGS.ORG | BASG.NEWS,0.125
0039.jpeg,10,18,0,1.0,1.0,0.0,0.0,"['V', 'DHaTE', 'm:nnunm', 'p\\l \\IEZUE', '(', 'Val > A X "";', '2', '\\A /', '/.', 'y', '\\\\ z I‘) 4‘|l‘ /)', 'LEA RANEN', 'FREE', 'AAn', 'L', 'Fh', 'FANGENEN SERUN', 'DEMON']",fancy,VOM STAAT VERKNACKT UND TROTZDEM DA FREE ALL ANTIFA #FREE NANUK TAG DER POLITISCHEN GEFANGENEN DEMO BERLIN 18.03.25 | 19⁰⁰ U-BHF. TURMSTR.,0.0
0040.jpeg,9,19,5,0.5163630229419702,0.6851851851851852,0.4833728363140128,0.3148148148148147,"['AL', 'SOLI-FESTIV', '1. März 20257', 'a2-0Uhr', 'UNSERE', 'SO1L MAN', 'N', '/', 'e', 'HÖ', '®', '‘l', '{', '©', 'Z', '“', 'Mühlstrasse @', 'Soziokulturelles Stadtteilzentrum Leipzig', 'n INTERNATIONAL Eä2']",fancy,"SOLI-FESTIVAL 1. März 2025, 12 - 0 Uhr UNSERE STIMMEN SOLL MAN HÖREN! Mühlstrasse 14 e.V. Soziokulturelles Stadtteilzentrum Leipzig AMNESTY INTERNATIONAL",0.5555555555555556
0041.jpg,12,16,12,0.0989419148014482,0.2666666666666667,0.919762315334566,0.6361111111111112,"['50 JAHRE RUMDLE IN THE JUNGLE', 'D', '—] Podium:', '| Martin Krauß', '{Sportjoumalist, taz)', '| Dr. Michela Wrong', '!', '{br', 'ische Journalistin)', 'Fabian Kunow', '(Moderation)', 'Film: When we were Kings (1997)', 'M', '., 25. Nov., 19 Uhr', '://about blank', 'Markgrafendamm 24c, 10245 Berlin']",fancy,"50 JAHRE RUMBLE IN THE JUNGLE Podium: Martin Krauß (Sportjournalist, taz) Dr. Michela Wrong (britische Journalistin) Fabian Kunow (Moderation) Film: When we were Kings (1997) Mo., 25. Nov., 19 Uhr ://about blank Markgrafendamm 24c, 10245 Berlin",1.0
0043.jpg,8,9,3,0.7339324618736383,0.9166666666666666,0.2716666666666667,0.0,"['ABIL', 'LE', 'IBEN', 'UND', 'MARSSENHAFT WIDERSETZEN!', '—__', 'IVE DA', 'UND WE', 'ITERE ACTS!']",fancy,STABIL BLEIBEN UND MASSENHAFT WIDERSETZEN! LIVE DABEI: ★ ZSK ★ UND WEITERE ACTS! • 11. JANUAR 2025 • ALLE NACH RIESA • KUNDGEBUNG GEGEN AFD-PARTEITAG!,0.375
0044.jpg,6,8,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,"['NICHT OHNE UNS! DORTMUND', 'jeden Samstag 14:30 Uhr - Willy-Brandt-Platz', 'Mngß€', 'S', 'A', 'An k&', '""Organieatoren nehiehneem 2020 Dortrand', 'JE']",fancy,NICHT OHNE UNS! DORTMUND jeden Samstag 14:30 Uhr - Willy-Brandt-Platz UNSERE DEMOKRATIE IST INFIZIERT! antikörper JETZT!,0.3333333333333333
0045.jpeg,15,28,10,0.4382355303794932,0.5944444444444446,0.5702380952380952,0.35,"['OE', 'GROSSDEMO', 'KASSEL', '‘N“ e 5°‘“', 'NEN', '/', '—', 'v’:mmlmjäe/ww', 'Die Well 5fenf aufl', 'KARLSWIESE / ORANGERIE KASSEL', 'WELTWEIT - ALLE ZUSAMMEN', '1TAG - 1ZIEL', 'WELTWEIT - ALLE ZUSAMMEN', 'IN DER MITTE DEUTSCHLANDS', '20.03.2021', '— 12:00 - 16:00 UHR', 'E', 'l/|‚', 'ANSCHLIESSENDEM AW', 's', '<\\“°', '4', '«\\‘° \\\\‘)(‘9', '42', '7', 'Üs', 'v', 'R”']",fancy,ACHTUNG NEUE VERSAMMLUNGSFLÄCHE! GROSSDEMO KASSEL Frühlingserwachen – Die Welt steht auf! „Wir werden ALLE da sein!“ KARLSWIESE / ORANGERIE KASSEL WELTWEIT – ALLE ZUSAMMEN 1 TAG – 1 ZIEL WELTWEIT – ALLE ZUSAMMEN IN DER MITTE DEUTSCHLANDS 20.03.2021 12:00 – 16:00 UHR MIT ANSCHLIESSENDEM AUFZUG LIVESTREAMS AUS ALLER WELT #Zusammenhalt statt Spaltung,0.6666666666666666
