file_name,category,ground_truth,ocr_tesseract,normalized_ocr_tesseract,char_accuracy02,char_accuracy,word_accuracy,word_accuracy02
0013.jpg,noisy,BERLIN ORT: ORANIENPLATZ KUNDGEBUNG 19. FEB – 14 UHR ERINNERN HEISST KÄMPFEN! 3 JAHRE NACH HANAU Ferhat Unvar · Gökhan Gültekin · Vili-Viorel Păun · Sedat Gürbüz · Mercedes Kierpacz · Kaloyan Velkov · Said Nesar Hashemi · Fatih Saraçoğlu · Hamza Kenan Kurtović WIR FORDERN EINE LÜCKENLOSE AUFKLÄRUNG UND KONSEQUENZEN! RASSISMUS UND FASCHISMUS ENTSCHLOSSEN BEKÄMPFEN!,"BERLIN oer: oranıeNPLATZ

19.FEB - 14 UHR

ERINNERN HEISST KÄMPFEN!

LU

.r“v CN

Ca

z“

E z

PE

S>

mar on

SN \

SE nm a

ener e me

k vma na

A

An 0R E

WIR FORDERN EINE LÜCKENLOSE AUFKLÄRUNG UND KONSEQUENZEN!

RASSISMUS UND FASCHISMUS ENTSCHLOS!

Famanae] --::—. }„P'„_„„}.,. ISKS

j e

a Eyul.mﬂli)","BERLIN oer: oranıeNPLATZ 19.FEB - 14 UHR ERINNERN HEISST KÄMPFEN! LU .r“v CN Ca z“ E z PE S> mar on SN \ SE nm a ener e me k vma na A An 0R E WIR FORDERN EINE LÜCKENLOSE AUFKLÄRUNG UND KONSEQUENZEN! RASSISMUS UND FASCHISMUS ENTSCHLOS! Famanae] --::—. }„P'„_„„}.,. ISKS j e a Eyul.mﬂli)",0.40437158469945356,0.35245901639344257,0.017857142857142856,0.017857142857142856
0014.jpg,noisy,HACK SEXISM Broschüren-Release 5. Juli 2023 ://about blank 18:30 Einlass // 19 Uhr Start Strategien und Maßnahmen gegen Sexismus und sexualisierte Gewalt auf Festivals & Co MBI NYP,"S

HACK

f

®

SEXISM.

6

OE

n-Release

Broschü

5. Juli 20

//about blank

18

SOE

CISES

hr Start

S

Sn

E

Strategien und Ma

a

Sexismus und s

auf Festivals &8",S HACK f ® SEXISM. 6 OE n-Release Broschü 5. Juli 20 //about blank 18 SOE CISES hr Start S Sn E Strategien und Ma a Sexismus und s auf Festivals &8,0.48888888888888893,0.37777777777777777,0.0,0.0
0015.jpg,noisy,"FR., 28. JUNI RAVE DEMO BASS GEGEN HASS 19 UHR, ESSEN HBF","I_._'E'llﬁ; 1;8. JUNI [

..

A

——

| —

SE

el

E 4

—19 UHR,

SSSEN LFULBILS","I_._'E'llﬁ; 1;8. JUNI [ .. A —— | — SE el E 4 —19 UHR, SSSEN LFULBILS",0.2807017543859649,0.08771929824561409,0.08333333333333333,0.08333333333333333
0016.jpg,noisy,WORKSHOP Do it Yourself Bau dein eigenen PC und Smartphone Wo? Mittelpunktbibliothek Treptow Wann? Samstag 16.11.2024 *11 bis 13 Uhr Jetzt Anmelden! PS: Alte/eigene Geräte können zum erforschen mitgebracht werden!,"@.

CAY.OUKS

In

DP

Bau dein eigenen PC und Smartphone

Wo?

? Mittelpunktbibliothek Treptow

PS: Alte/eigene Geräte können

Wann?

zum erforschen mitgebracht

O samstag 16.11.2024

werden!

*11 bis 13 Uhr

i

u

Lar

t-"" ]

—a

”

S .'

U

S

M

FA

RR E

,

b

m \

e‘!‘*

Z

>

+&

P

D \

l

)

Zı

S

D

Pa

Oan

T

N

O

z“

—-

e}

#A%","@. CAY.OUKS In DP Bau dein eigenen PC und Smartphone Wo? ? Mittelpunktbibliothek Treptow PS: Alte/eigene Geräte können Wann? zum erforschen mitgebracht O samstag 16.11.2024 werden! *11 bis 13 Uhr i u Lar t-"" ] —a ” S .' U S M FA RR E , b m \ e‘!‘* Z > +& P D \ l ) Zı S D Pa Oan T N O z“ —- e} #A%",0.16431924882629112,-0.08450704225352124,0.23333333333333334,0.23333333333333334
0017.jpg,noisy,"76 Jahre Befreiung vom Faschismus Erinnern heißt KÄMPFEN! Sa, 08.05.2021 Gedenken 10:00–18:00 Uhr Sowjetisches Ehrenmahl Buch Kundgebung 15:00 Uhr Vortreffungspunkt 14:30 Uhr Bahnsteig S-Pankow","76 Jahße \

chistmus

— Befreiung vom Fas: ]fn

Y

heifst

E

Sa, 08.05.2021

Gedenken 10:00-18:00 Uhr

Sowjetisches Ehrenmahl Buch

B

Kundgebung 15:00 Uhr

Vortreffungpunkt 14:30 Uhr

Bahnsteig S—Pankm{v

> A","76 Jahße \ chistmus — Befreiung vom Fas: ]fn Y heifst E Sa, 08.05.2021 Gedenken 10:00-18:00 Uhr Sowjetisches Ehrenmahl Buch B Kundgebung 15:00 Uhr Vortreffungpunkt 14:30 Uhr Bahnsteig S—Pankm{v > A",0.7461139896373057,0.6580310880829016,0.041666666666666664,0.041666666666666664
0018.jpeg,noisy,KUNDGEBUNG & AUFZUG DURCH KASSEL Nein zur Impfpflicht! Ärzte sprechen Klartext! 29. JANUAR 2022 14.00 UHR KÖNIGSPLATZ KASSEL FREIE BÜRGER KASSEL FÜR FRIEDEN & FREIHEIT,"KUNDGEBUNG & AUFZUG bURCH KﬁSSEL

HEATER

nlmpfpfhcht'

Arzte sprechen Klartext'

—

—

€ 4 29 JANÜA‚R 2[pzz

J

14..GQ UHR’

%

Z

kONIGSPLNTZ KASSEL

REIE BURGER

x

z

\",KUNDGEBUNG & AUFZUG bURCH KﬁSSEL HEATER nlmpfpfhcht' Arzte sprechen Klartext' — — € 4 29 JANÜA‚R 2[pzz J 14..GQ UHR’ % Z kONIGSPLNTZ KASSEL REIE BURGER x z \,0.5568862275449102,0.4491017964071856,0.12,0.12
0019.jpg,noisy,antifaschistische RALLY START BRENNER-BERG ZWISCHEN 12 UND 16 UHR 15.5. 16.5.,"a

antirfaschistisch c

—

RALLY

a }

IM U3

a

ÖRENNERBÜG;

u

n

19

Wi

Rzene

ia

7

je'

8

DE

a

ıng und

n

iMg

mer ’1ggre a

na. DI

Trr

Ta

Ar

Nite

-?y

hd 'H

engän(

”! \werds

undl

igc

inad

1216

F

n di

ne]

il

d

Wa

u

1}

C

4

P

k:

Z

rde

—

W

D m

ﬁiÜ

tal[

S

=

h

‚ger

IM

i3a:

“

Ite

ml Zukun",a antirfaschistisch c — RALLY a } IM U3 a ÖRENNERBÜG; u n 19 Wi Rzene ia 7 je' 8 DE a ıng und n iMg mer ’1ggre a na. DI Trr Ta Ar Nite -?y hd 'H engän( ”! \werds undl igc inad 1216 F n di ne] il d Wa u 1} C 4 P k: Z rde — W D m ﬁiÜ tal[ S = h ‚ger IM i3a: “ Ite ml Zukun,-1.935064935064935,-2.792207792207792,0.0,0.0
0020.jpg,noisy,DEMONSTRATION SONNTAG 06.09.2020 SCHÜLER/-INNEN GEGEN DIE MASKENPFLICHT! WANN: 15:30 UHR WO: MEISTERSINGERHALLE NÜRNBERG. TOLLE REDNER MODERATOR (NANA LIFESTYLER) GUNNAR KAISER U.V.M. IMPRESSUM: SCHÜLER/-INNEN GEGEN DIE MASKENPFLICHT (DEUTSCHLAND) ADRIANBOOKING2019@GMAIL.COM,"DEMONSTRATION

SIIINNTAG l]F '\9 2l]2[l

}(

VE

SCHULER/-IN

DIE MASKENPFLICHT! _

d

""'""5»

WANN: 15:

WD: MEISTERSINGERHALLE

N

An

TULLE REDNER

\‘‚\\\\

\\\\

IMPRESSUM'SCHÜLEHI AL

[NANA LIFESTYLER]

A

MASKENPFLICHT,

RI

|fall;\ﬂlL""ül«""L

[DEIITSI:IILMII]]","DEMONSTRATION SIIINNTAG l]F '\9 2l]2[l }( VE SCHULER/-IN DIE MASKENPFLICHT! _ d ""'""5» WANN: 15: WD: MEISTERSINGERHALLE N An TULLE REDNER \‘‚\\\\ \\\\ IMPRESSUM'SCHÜLEHI AL [NANA LIFESTYLER] A MASKENPFLICHT, RI |fall;\ﬂlL""ül«""L [DEIITSI:IILMII]]",0.4036363636363637,0.3236363636363636,0.03571428571428571,0.03571428571428571
0022.jpg,noisy,"AKTION RESISTENZ FRUSTRATION GEMEINSAMKEIT WIDERSTAND HOFFNUNG AUFSCHREI BESTÄRKUNG NETZWERK ISOLATION RESILIENZ SOLIDARITÄT TRAUER FLUCHT AUSBEUTUNG NEUANFANG 1 JAHR TALIBAN REGIME DEMO: SAMSTAG, 13.08.2022 14.00 UHR, AUSWÄRTIGES AMT PROTEST CAMP BERLIN 13.08.2022 — 15.08.2022 WORKSHOPS PERFORMANCES REDEBEITRÄGE #DONTFORGETAFGHANISTAN","AKTION RESISTENZ FRUSTRATION

GEMEINSAMKEIT WIDERSTAND HOFFNUNG

AUFSCHREI BESTÄRKUNG NETZWERK

ISOLATION RESILIENZ SOLIDARITÄT

TRAUER FLUCHT AUSBEUTUNG NEUANFANG

JAHR

TALIBAN

DEMO: SAMSTAG, 13.08.2022

14.00 UHR, AUSWARTIGES AMT

PROTEST CAMP BERLIN

WORKSHOPS PERFORMANCES REDEBEITRAGE

13.08.2022

15.08.2022

#DONTFORGETAFGHANISTAN","AKTION RESISTENZ FRUSTRATION GEMEINSAMKEIT WIDERSTAND HOFFNUNG AUFSCHREI BESTÄRKUNG NETZWERK ISOLATION RESILIENZ SOLIDARITÄT TRAUER FLUCHT AUSBEUTUNG NEUANFANG JAHR TALIBAN DEMO: SAMSTAG, 13.08.2022 14.00 UHR, AUSWARTIGES AMT PROTEST CAMP BERLIN WORKSHOPS PERFORMANCES REDEBEITRAGE 13.08.2022 15.08.2022 #DONTFORGETAFGHANISTAN",0.8308605341246291,0.7685459940652819,0.4594594594594595,0.4594594594594595
0023.jpg,noisy,09. Mai 15.30 Uhr Biberach Gigelberg angemeldete DEMO Wahrung der Grundrechte freie Impfentscheidung Art.1: Die Würde des Menschen ist unantastbar.... Art.2: Die Freiheit der Person ist unverletzlich... Art.5: Eine Zensur findet nicht statt... WICHTIG bitte Mindestabstand einhalten sonst könnte die Veranstaltung aufgelöst werden,"Q

r

o0%

NZA

_

N

VV

7 f) 09. Mai

DDa

B

15.30 Uhr Biberach Gigelberg

v

angemeldete DEMO

Wahrung der Grundrechte —

freie Impfentscheidung

Art.1: Die Würde des Menschen ist unant:

Art.2: Die Freiheit der Person ist unverlet;

Ö

\:J

6rt. 5: Eine Zensur findet nicht statt..

S

wr

WICHTIG

tt

indestabstand einhalten

N

)s

nte die Veranstaltung aufgelöst

werden

2

/""

&o

/ !","Q r o0% NZA _ N VV 7 f) 09. Mai DDa B 15.30 Uhr Biberach Gigelberg v angemeldete DEMO Wahrung der Grundrechte — freie Impfentscheidung Art.1: Die Würde des Menschen ist unant: Art.2: Die Freiheit der Person ist unverlet; Ö \:J 6rt. 5: Eine Zensur findet nicht statt.. S wr WICHTIG tt indestabstand einhalten N )s nte die Veranstaltung aufgelöst werden 2 /"" &o / !",0.7515151515151515,0.6363636363636364,0.0,0.0
0024.jpg,noisy,"ONE BILLION RISING HANAU Weltweit tanzen an diesem Tag Menschen gegen Gewalt an Frauen 14. Februar, 16 Uhr Marktplatz Macht mit! Tanzt mit! 2017 ONE BILLION RISING HANAU onebillionrising.org onebillionrising.de Schirmherr: Claus Kaminsky Oberbürgermeister Eine weltweite Aktion gegen Gewalt an Frauen","UNE DILLIUN NISJINUG

HANAU

Weltweit tanzen an diesem Tag Menschen

gegen Gewalt an Frauen

14. Februar, 16 Uhr

Macht mit!

Marktplatz

Tanzt mit!

Eine

®

@

weltweite

ONE BILLION RISING

Aktion

herr: Claus Kaminsky

Oberbürgermeister

an Frauen

gegen Gewalt

/W}","UNE DILLIUN NISJINUG HANAU Weltweit tanzen an diesem Tag Menschen gegen Gewalt an Frauen 14. Februar, 16 Uhr Macht mit! Marktplatz Tanzt mit! Eine ® @ weltweite ONE BILLION RISING Aktion herr: Claus Kaminsky Oberbürgermeister an Frauen gegen Gewalt /W}",0.6333333333333333,0.5466666666666666,0.4634146341463415,0.4634146341463415
0025.jpg,noisy,Noch drei Wochen bis zu den Landtagswahlen. IN ZWICKAU SIND WIR STARK GEGEN RECHTEN QUARK! +++ SA 17.08. 13:30 Uhr Hauptbahnhof +++ SACHSEN UNTERSTÜTZEN. STOPPT DIE AfD,"\ a

/&

] 2

aß

r

a

Y

}

Bllnf $

kar

/

P;

‚7 s

VE

ME

_

y

5 ®

AF0D.

d

w

k

av

7 »

ahf

STOPPE

Y

A

‚l

LV

\r

BT",\ a /& ] 2 aß r a Y } Bllnf $ kar / P; ‚7 s VE ME _ y 5 ® AF0D. d w k av 7 » ahf STOPPE Y A ‚l LV \r BT,0.22023809523809523,0.1071428571428571,0.0,0.0
0026.jpg,noisy,Kultur & Strasse FESTIVAL About Blank Berlin 21. Juli 2024 13:00 – 22:00 Uhr EINTRITT FREI!,"ü

ıd

i (2N)

A

©

7

VAr'

//

—22:00

‚@

$

>

\ /E‘NT/'?IÄ'

> FRE

\Aa

IA

S",ü ıd i (2N) A © 7 VAr' // —22:00 ‚@ $ > \ /E‘NT/'?IÄ' > FRE \Aa IA S,0.1648351648351648,0.04395604395604391,0.0,0.0
0027.jpg,noisy,"A100 WEGBASSEN! FAHRRADDEMO gegen die A100 vom Verkehrsministerium zu ""A100 wegbassen"" am Ostkreuz 2.9. um 14 Uhr Invalidenpark","—AL

DE

u

]

I",—AL DE u ] I,0.07086614173228345,0.03937007874015752,0.0,0.0
0028.jpg,noisy,"CORONA IST NICHT DAS PROBLEM nichtohneuns_Dresden ET Video & Content KUNDGEBUNG EINE WIRTSCHAFTSKRISE? Dresden, Neumarkt, 20.6. um 16.30 Uhr","»77

/\ \

CO

Ja

H1

X]

A SN

&,

Da

z

FE

S_

(

&x

A M

DL

FE

a

A

0 8 0Q

OO0

na

S,

X

v

6X

> D

a\f""

tJlmeims Dresd

KUNDGE

EBUNG*

E WIRTSCHAFTSKRISE""

Dresden‚

eumarkt‚

„ um 16.30

r!","»77 /\ \ CO Ja H1 X] A SN &, Da z FE S_ ( &x A M DL FE a A 0 8 0Q OO0 na S, X v 6X > D a\f"" tJlmeims Dresd KUNDGE EBUNG* E WIRTSCHAFTSKRISE"" Dresden‚ eumarkt‚ „ um 16.30 r!",0.23571428571428577,-0.03571428571428581,0.0,0.0
0029.jpg,noisy,"Zukunft am Ostkreuz, Laskerstraße 5, 10245 Berlin Keine Zukunft fürs Ostkreuz Gegen die Kündigung der Zukunft am Ostkreuz zum 31.03.22 Ohne Zukunft am Ostkreuz 13.11. Kiezdemo und Kundgebung 13 Uhr Rudolfplatz 3.12. Aktionstag Zukunft Für Erhalt und langfristige Sicherung von kulturellen Zwischenräumen – fürs Ostkreuz und ganz Berlin.","luuunh am

Lnl\eu"".ß. 5

10245 Berlin

Keuie

Zukunft

fürs Ostkreuz

Gı

Eunft am

K fgung der

DStkreuz zum

®© -

Zuiäh

am Ostkreuz

13.11. Kiezdemo und.Kundgebung

13 Uhr Rudolfplatz‘

SAg Zukung

D ige Sicherung

A anz Berlin.

S henräumen -

d","luuunh am Lnl\eu"".ß. 5 10245 Berlin Keuie Zukunft fürs Ostkreuz Gı Eunft am K fgung der DStkreuz zum ®© - Zuiäh am Ostkreuz 13.11. Kiezdemo und.Kundgebung 13 Uhr Rudolfplatz‘ SAg Zukung D ige Sicherung A anz Berlin. S henräumen - d",0.5327380952380952,0.4642857142857143,0.020833333333333332,0.020833333333333332
0030.jpg,noisy,"SCHLUSS MIT CORONA! ET Video & Content nichtohneuns_Dresden KUNDGEBUNG GENUG MIT DER ANGST! Dresden, Neumarkt, 13.6. um 16.30 Uhr","(

n

JD

\

>

(

vr

-

MI:

„r

D-

A

R

__/_\_U

Zr

%

ä

€

i

neunß | Dresden

KUNDGEBUNG5

GENUG MIT DER ANGST!

Dresden, Neumarkt‚ 13 6 um 16. 30 Uhr‘","( n JD \ > ( vr - MI: „r D- A R __/_\_U Zr % ä € i neunß | Dresden KUNDGEBUNG5 GENUG MIT DER ANGST! Dresden, Neumarkt‚ 13 6 um 16. 30 Uhr‘",0.5736434108527132,0.3565891472868217,0.0,0.0
0031.jpg,noisy,TECHNOPUNK GEGEN UNHALTBARE ZUSTÄNDE 14.10.2021 DEMO 18 UHR HERMANNPLATZ FAHRRAD-DEMO 20 UHR SCHILLINGBRÜCKE #køpibleibt,"TECHNOPUNK GEGENS.. 4

UNHAITRARE ZUSTÄDE”

18 UHR

aD UHR SCHLNGORÜCKE. —",TECHNOPUNK GEGENS.. 4 UNHAITRARE ZUSTÄDE” 18 UHR aD UHR SCHLNGORÜCKE. —,0.44166666666666665,0.41666666666666663,0.07142857142857142,0.07142857142857142
0032.jpg,noisy,"WORKSHOP EINFÜHRUNG DADAISMUS Von der Uhr zur Kunst 16.01. & 18.01.2025 // 15 - 18:00 Uhr Mit Daniel Carrion Teilnahme: 10,- EUR NOCHMALL.DE/EVENTS/ Powered by BSR","-----

HE

——

@!

nn

—

HRR —

M

ZM

<

ET

M_ /

La

Bkmnknkake

Z W

SJ WORKSHOP

S

Z

M7}

EINFUHRUNG

DADAISMUS

Z

V or

er Ul

Kunst

18:00 Uhr

1uU\

.& 18

EGl

rrıon

Te1lnahme 10,- EUR

— —

AL

/

/

IL

LL

C

/

(

BSr l

LL LB

IM Ia 3

ENTS/ \

M","----- HE —— @! nn — HRR — M ZM < ET M_ / La Bkmnknkake Z W SJ WORKSHOP S Z M7} EINFUHRUNG DADAISMUS Z V or er Ul Kunst 18:00 Uhr 1uU\ .& 18 EGl rrıon Te1lnahme 10,- EUR — — AL / / IL LL C / ( BSr l LL LB IM Ia 3 ENTS/ \ M",0.006134969325153339,-0.3190184049079754,0.0,0.0
0035.jpg,fancy,FÜRSTENFELDER Salvator Neue Zähne beißen gut: Krügelredner Stefan KRÖLL! Das Starkbierfest 17.02.2024 - 20.00 Uhr,"— FÜRSTENFEL

Z

©

Ele Zäh ne

Krü

.9""-’/I'ed„

€r

ARÖLL

$te/„„

E

„ _ Das Starkbierfest

17.02.2024 - 20.00 Uhr","— FÜRSTENFEL Z © Ele Zäh ne Krü .9""-’/I'ed„ €r ARÖLL $te/„„ E „ _ Das Starkbierfest 17.02.2024 - 20.00 Uhr",0.5486725663716814,0.4424778761061947,0.0,0.0
0036.jpg,fancy,Limited Booze Boys FREITAG ab 19:00 Party + Live Band 21. STOCK CAR RENNEN HARTHA RENNSTRECKE HEEGWEG Betreutes Trinken LETZTES WE IM OKTOBER VERDÄCHTIG GUTE EVENTS 03 431 - 611 367,"Zimited Booze Boys

v

F

Z

C

8

Ba Fann

ITAG

RE

U

O6

CA

\\

RTHA

EEGWEG

n A n E A S a S S a a a S a s O S

z

D N A A N Z S A D A A A D A A A A D N A A A A A A MN A N M a 03 23} 611367 am amn

ETZT ES WE IM0

KTOBER ..",Zimited Booze Boys v F Z C 8 Ba Fann ITAG RE U O6 CA \\ RTHA EEGWEG n A n E A S a S S a a a S a s O S z D N A A N Z S A D A A A D A A A A D N A A A A A A MN A N M a 03 23} 611367 am amn ETZT ES WE IM0 KTOBER ..,0.12154696132596687,-0.011049723756906049,0.06451612903225806,0.06451612903225806
0037.jpeg,fancy,FREE ALL ANTIFAS! FREIHEIT FÜR NANUK! KEINE AUSLIEFERUNG VON ANTIFAS NACH UNGARN! 18. MÄRZ 19 UHR | U-BHF TURMSTR | DEMO FREENANUK.NOBLOGS.ORG | BASG.NEWS,"E A

FREIMEIT FÜR NANUK!

%WÜM‘

&r

KL

a

(7e]",E A FREIMEIT FÜR NANUK! %WÜM‘ &r KL a (7e],0.19480519480519476,0.1558441558441559,0.0,0.0
0039.jpeg,fancy,VOM STAAT VERKNACKT UND TROTZDEM DA FREE ALL ANTIFA #FREE NANUK TAG DER POLITISCHEN GEFANGENEN DEMO BERLIN 18.03.25 | 19⁰⁰ U-BHF. TURMSTR.,"V

DHaTE

m:nnunm

p\l \IEZUE

(

Val > A X "";

2

\A /

/.

y

\\ z I‘) 4‘|l‘ /)

LEA RANEN

FREE

AAn

L

Fh

FANGENEN SERUN

DEMON","V DHaTE m:nnunm p\l \IEZUE ( Val > A X ""; 2 \A / /. y \\ z I‘) 4‘|l‘ /) LEA RANEN FREE AAn L Fh FANGENEN SERUN DEMON",0.2028985507246377,0.10144927536231885,0.0,0.0
