file_name,category,ground_truth,ocr_easyocr,cer,wer,normalized_ocr_easyocr,cer2,wer2
0013.jpg,noisy,BERLIN ORT: ORANIENPLATZ KUNDGEBUNG 19. FEB – 14 UHR ERINNERN HEISST KÄMPFEN! 3 JAHRE NACH HANAU Ferhat Unvar Gökhan Gültekin Vili-Viorel Păun Sedat Gürbüz Mercedes Kierpacz Kaloyan Velkov Said Nesar Hashemi Fatih Saraçoğlu Hamza Kenan Kurtović WIR FORDERN EINE LÜCKENLOSE AUFKLÄRUNG UND KONSEQUENZEN! RASSISMUS UND FASCHISMUS ENTSCHLOSSEN BEKÄMPFEN!,BERLIN ORT: ORANIENPLATZ KUNDGEBUNG 19.FEB 14 UHR ERINNERN HEISST KIMPFEN! JAHRE NACH HFNhÜ WIR FORDERN EINE LUCKENLOSE AUFKLARUNG UND KONSEOUENZEN! RASSISMUS UND FASCHISMUS ENTSCHLOSSEN BEKAMPFENI oe ISKS Guo Kp Komnant yekmal,0.5428571428571428,0.75,BERLIN ORT: ORANIENPLATZ KUNDGEBUNG 19.FEB 14 UHR ERINNERN HEISST KIMPFEN! JAHRE NACH HFNhÜ WIR FORDERN EINE LUCKENLOSE AUFKLARUNG UND KONSEOUENZEN! RASSISMUS UND FASCHISMUS ENTSCHLOSSEN BEKAMPFENI oe ISKS Guo Kp Komnant yekmal,0.5428571428571428,0.75
0014.jpg,noisy,SHACK SEXISM Broschüren-Release 5. Juli 2023 ://about blank 18:30 Einlass // 19 Uhr Start Strategien und Maßnahmen gegen Sexismus und sexualisierte Gewalt auf Festivals & Co MBNYP,HACK SEXISM Broschüren-Release 5.Juli 2023 llabout blank 1830 Einlass /l 19Uhr Start Strategien und Moßnahmen gegen Sexismus und sexualisierte Gewolt 9 auf Festivals & Co,0.1005586592178771,0.4444444444444444,HACK SEXISM Broschüren-Release 5.Juli 2023 llabout blank 1830 Einlass /l 19Uhr Start Strategien und Moßnahmen gegen Sexismus und sexualisierte Gewolt 9 auf Festivals & Co,0.1005586592178771,0.4444444444444444
0015.jpg,noisy,"FR., 28. JUNI RAVE DEMO BASS GEGEN HASS 19 UHR, ESSEN HBF",28 JUNI pevs 5) BAsS @GGZN HASS 19 UHR ESSEN HBF FRO?,0.42105263157894735,0.6666666666666666,28 JUNI pevs 5) BAsS @GGZN HASS 19 UHR ESSEN HBF FRO?,0.42105263157894735,0.6666666666666666
0016.jpg,noisy,WORKSHOP Do it Yourself Bau dein eigenen PC und Smartphone Wo? Mittelpunktbibliothek Treptow Wann? Samstag 16.11.2024 11 bis 13 Uhr PS: Alte/eigene Geräte können zum erforschen mitgebracht werden! Jetzt Anmelden!,WS8eSHOP Bau dein eigenen PC und Smartphone Wo? Mittelpunktbibliothek Treptow PS: Alteleigene Geräte können Wann? zum erforschen mitgebracht Samstag 16.11.2024 werden! *11 bis 13 Uhr Jetzt Anmelden!,0.46226415094339623,0.6333333333333333,WS8eSHOP Bau dein eigenen PC und Smartphone Wo? Mittelpunktbibliothek Treptow PS: Alteleigene Geräte können Wann? zum erforschen mitgebracht Samstag 16.11.2024 werden! *11 bis 13 Uhr Jetzt Anmelden!,0.46226415094339623,0.6333333333333333
0017.jpg,noisy,"76 Jahre Befreiung vom Faschismus Erinnern heißt KÄMPFEN! Sa, 08.05.2021 Gedenken 10:00–18:00 Uhr Sowjetisches Ehrenmahl Buch Kundgebung 15:00 Uhr Vortreffungspunkt 14:30 Uhr Bahnsteig S-Pankow","76 Jahre Befreiung vom Faschishus Eripnfern heißt XÄMPFEN? Sa, 08.05.2021 Gedenken 10.00-18:00 Uhr Sowjetisches Ehrenmahl Buch Kundgebung 15:00 Uhr Vortreffungpunkt 14.30 Uhr Bahnsteig S-Pankow",0.046632124352331605,0.25,"76 Jahre Befreiung vom Faschishus Eripnfern heißt XÄMPFEN? Sa, 08.05.2021 Gedenken 10.00-18:00 Uhr Sowjetisches Ehrenmahl Buch Kundgebung 15:00 Uhr Vortreffungpunkt 14.30 Uhr Bahnsteig S-Pankow",0.046632124352331605,0.25
0018.jpeg,noisy,KUNDGEBUNG & AUFZUG DURCH KASSEL Nein zur Impfpflicht! Ärzte sprechen Klartext! 29. JANUAR 2022 14.00 UHR KÖNIGSPLATZ KASSEL FREIE BÜRGER KASSEL FÜR FRIEDEN & FREIHEIT,KUNDGEBUNG & AUFZUG DURCH KASSEL heatcr Nein zur Impfpflicht! Ärzte sprechen Klartext! 29 JANUAR 2022 14.00 UHR KÖNIGSPLATZ KASSEL FREIE BÜRGER KASSEL 6r1ed f,0.17365269461077845,0.24,KUNDGEBUNG & AUFZUG DURCH KASSEL heatcr Nein zur Impfpflicht! Ärzte sprechen Klartext! 29 JANUAR 2022 14.00 UHR KÖNIGSPLATZ KASSEL FREIE BÜRGER KASSEL 6r1ed f,0.17365269461077845,0.24
0019.jpg,noisy,antifaschistische RALLY START BRENNER-BERG ZWISCHEN 12 UND 16 UHR 15.5. 16.5.,a n t i f a s c h i s t i s c h e RALLY ERENNER-BeRG )Muolu ew Thiebung Smls OSL ang und amer aggres [ver Ason nabund die na. D ai ne NA} gens änc werden undl CI und peitet an der eigene psa81pin7 'pdlkapit; Zu seiu rolllen gehen . Es werde} nassenhaft Arbeil Ida etal tO an Mimionen SC ch ger heihrer Zukun Alte START ZWIsChEN olkes Wa [2w976' ins,3.987012987012987,6.7272727272727275,a n t i f a s c h i s t i s c h e RALLY ERENNER-BeRG )Muolu ew Thiebung Smls OSL ang und amer aggres [ver Ason nabund die na. D ai ne NA} gens änc werden undl CI und peitet an der eigene psa81pin7 'pdlkapit; Zu seiu rolllen gehen . Es werde} nassenhaft Arbeil Ida etal tO an Mimionen SC ch ger heihrer Zukun Alte START ZWIsChEN olkes Wa [2w976' ins,3.987012987012987,6.7272727272727275
0020.jpg,noisy,DEMONSTRATION SONNTAG 06.09.2020 SCHÜLER/-INNEN GEGEN DIE MASKENPFLICHT! WANN: 15:30 UHR WO: MEISTERSINGERHALLE NÜRNBERG. TOLLE REDNER MODERATOR (NANA LIFESTYLER) GUNNAR KAISER U.V.M IMPRESSUM: SCHÜLER/-INNEN GEGEN DIE MASKENPFLICHT (DEUTSCHLAND) ADRIANBOOKING2019@GMAIL.COM,DEMONSTRATION SONNTAG 06F79.2020 SCHÜLERI-INNEN GEGEN DIE MASKENPFLICHT! WANN: 15:30 UHR WO: MEISTERSINGERHALLE NÜRNBERG TOLLE REDNER MODERATOR (NANA LIFESTYLER) IMPRESSUM ScHÜLERIFINNEN GEGENDIE MASKENPfVICHT (DEUTSCHLAND) @orinnbookinG20g@GMILcOM KAICER  GUNNARL Uvit,0.24817518248175183,0.4642857142857143,DEMONSTRATION SONNTAG 06F79.2020 SCHÜLERI-INNEN GEGEN DIE MASKENPFLICHT! WANN: 15:30 UHR WO: MEISTERSINGERHALLE NÜRNBERG TOLLE REDNER MODERATOR (NANA LIFESTYLER) IMPRESSUM ScHÜLERIFINNEN GEGENDIE MASKENPfVICHT (DEUTSCHLAND) @orinnbookinG20g@GMILcOM KAICER GUNNARL Uvit,0.24452554744525548,0.4642857142857143
0022.jpg,noisy,"AKTION RESISTENZ FRUSTRATION GEMEINSAMKEIT WIDERSTAND HOFFNUNG AUFSCHREI BESTÄRKUNG NETZWERK ISOLATION RESILIENZ SOLIDARITÄT TRAUER FLUCHT AUSBEUTUNG NEUANFANG 1 JAHR TALIBAN REGIME DEMO: SAMSTAG, 13.08.2022 14.00 UHR, AUSWÄRTIGES AMT PROTEST CAMP BERLIN 13.08.2022 — 15.08.2022 WORKSHOPS PERFORMANCES REDEBEITRÄGE #DONTFORGETAFGHANISTAN","AKTION RESISTENZ FRUSTRATION GEMEINSAMKEITWIDERSTAND HOFFNUNG AUFSCHREI BESTÄRKUNG NETZWERK ISOLATION RESILIENZ SOLIDARITÄT TRAUER FLUCHT AUSBEUTUNG NEUANFANG JAHR TALIBAN REGIME DEMO: SAMSTAG, 13.08.2022 14.00 UHR, AUSWÄRTIGES AMT PROTEST CAMP BERLIN 13.08.2022 15.08.2022 WORKSHOPS PERFORMANCES REDEBEITRÄGE #DONTFORGETAFGHANISTAN",0.01483679525222552,0.10810810810810811,"AKTION RESISTENZ FRUSTRATION GEMEINSAMKEITWIDERSTAND HOFFNUNG AUFSCHREI BESTÄRKUNG NETZWERK ISOLATION RESILIENZ SOLIDARITÄT TRAUER FLUCHT AUSBEUTUNG NEUANFANG JAHR TALIBAN REGIME DEMO: SAMSTAG, 13.08.2022 14.00 UHR, AUSWÄRTIGES AMT PROTEST CAMP BERLIN 13.08.2022 15.08.2022 WORKSHOPS PERFORMANCES REDEBEITRÄGE #DONTFORGETAFGHANISTAN",0.01483679525222552,0.10810810810810811
0023.jpg,noisy,09. Mai 15.30 Uhr Biberach Gigelberg angemeldete DEMO Wahrung der Grundrechte freie Impfentscheidung Art.1: Die Würde des Menschen ist unantastbar... Art.2: Die Freiheit der Person ist unverletzlich... Art.5: Eine Zensur findet nicht statt... WICHTIG bitte Mindestabstand einhalten sonst könnte die Veranstaltung aufgelöst werden PIC COLLAGE,09 Mai 15.30 Uhr Biberach Gigelberg angemeldete DEMO Wahrung der Grundrechte freie Impfentscheidung Art.1: Die Würde des Menschen ist unantastbar._ Art.2: Die Freiheit der Person ist unverletzlich. Art.5: Eine Zensur findet nicht statt. WICHTIG bitte Mindestabstand einhalten sonst könnte die Veranstaltung aufgelöst werden 2 PIC COLLAGE,0.026392961876832845,0.1111111111111111,09 Mai 15.30 Uhr Biberach Gigelberg angemeldete DEMO Wahrung der Grundrechte freie Impfentscheidung Art.1: Die Würde des Menschen ist unantastbar._ Art.2: Die Freiheit der Person ist unverletzlich. Art.5: Eine Zensur findet nicht statt. WICHTIG bitte Mindestabstand einhalten sonst könnte die Veranstaltung aufgelöst werden 2 PIC COLLAGE,0.026392961876832845,0.1111111111111111
0024.jpg,noisy,"ONE BILLION RISING HANAU Weltweit tanzen an diesem Tag Menschen gegen Gewalt an Frauen 14. Februar, 16 Uhr Marktplatz Macht mit! Tanzt mit! 2017 ONE BILLION RISING HANAU Schirmherr: Claus Kaminsky Oberbürgermeister Eine weltweite Aktion gegen Gewalt an Frauen",UME BILLIUI Hlollu HANAU Weltweit tanzen an diesem Menschen gegen Gewalt an Frauen 14.Februar; 16 Uhr Macht mit! Marktplatz Tanzt mit ! 2017 Eine weltweite Aktion ONE BILLION RISING gegen Gewalt HANAU Schirmherr: Claus Kaminsky an Frauen Oberburgermeister Tag,0.444015444015444,0.5897435897435898,UME BILLIUI Hlollu HANAU Weltweit tanzen an diesem Menschen gegen Gewalt an Frauen 14.Februar; 16 Uhr Macht mit! Marktplatz Tanzt mit ! 2017 Eine weltweite Aktion ONE BILLION RISING gegen Gewalt HANAU Schirmherr: Claus Kaminsky an Frauen Oberburgermeister Tag,0.444015444015444,0.5897435897435898
0025.jpg,noisy,Noch drei Wochen bis zu den Landtagswahlen. IN ZWICKAU SIND WIR STARK GEGEN RECHTEN QUARK! +++ SA 17.08. 13:30 Uhr Hauptbahnhof +++ SACHSEN UNTERSTÜTZEN. STOPPT DIE AfD,bis ZU N S [N ZWICKAU SIND 57e NaZIS WIR STAPK Afo Stoppen! GEGEN RECHTEN QUARK! +++ Uhi SA ~dIE AfD SACHSEN UNTERSTUTZEN. Ii7i Wochen drei Landtagswahlen. Noch den nile?' BybnK HÖcKE Kn Afo ALer Stoppen Hauptbahnhof 13:30 17.08. STOPPT ++4,1.119047619047619,1.2962962962962963,bis ZU N S [N ZWICKAU SIND 57e NaZIS WIR STAPK Afo Stoppen! GEGEN RECHTEN QUARK! +++ Uhi SA ~dIE AfD SACHSEN UNTERSTUTZEN. Ii7i Wochen drei Landtagswahlen. Noch den nile?' BybnK HÖcKE Kn Afo ALer Stoppen Hauptbahnhof 13:30 17.08. STOPPT ++4,1.119047619047619,1.2962962962962963
0026.jpg,noisy,Kultur & Strasse FESTIVAL About Blank Berlin 21. Juli 2024 13:00 – 22:00 Uhr EINTRITT FREI,Kutu &stasse FESIVAL About 13:00 Blank '8Roo Berlir u2024] Eintrks  6Re,0.5666666666666667,0.9375,Kutu &stasse FESIVAL About 13:00 Blank '8Roo Berlir u2024] Eintrks 6Re,0.5666666666666667,0.9375
0027.jpg,noisy,"A100 WEGBASSEN! FAHRRADDEMO gegen die A100 vom Verkehrsministerium zu ""A100 wegbassen"" am Ostkreuz 2.9. um 14 Uhr Invalidenpark","Aioo WEGBASSEN! am Zu die 14 E(@ FAHRRADDEMO Ostkreuz wegbassen' Invalidenpark 'A1oo Verkehrsministerium vom Uhr A1oo "" gegen  um 2.9.",0.7795275590551181,1.0,"Aioo WEGBASSEN! am Zu die 14 E(@ FAHRRADDEMO Ostkreuz wegbassen' Invalidenpark 'A1oo Verkehrsministerium vom Uhr A1oo "" gegen um 2.9.",0.7874015748031497,1.0
0028.jpg,noisy,"CORONA IST NICHT DAS PROBLEM KUNDGEBUNG EINE WIRTSCHAFTSKRISE? Dresden, Neumarkt, 20.6. um 16.30 Uhr -nichtohneuns_Dresden ET Video & Content","CORONA NIG.Z LS- [DAS PR L silen nichtohneuns_Dresden ETVideo & Content KUNDGEBUNG EINE WIRTSCHAFTSKRISE? Dresden, Neumarkt, 20.6. um 16.30 Uhr",0.6879432624113475,0.7894736842105263,"CORONA NIG.Z LS- [DAS PR L silen nichtohneuns_Dresden ETVideo & Content KUNDGEBUNG EINE WIRTSCHAFTSKRISE? Dresden, Neumarkt, 20.6. um 16.30 Uhr",0.6879432624113475,0.7894736842105263
0029.jpg,noisy,"Zukunft am Ostkreuz, Laskerstraße 5, 10245 Berlin Keine Zukunft fürs Ostkreuz Ohne Zukunft am Ostkreuz Gegen die Kündigung der Zukunft am Ostkreuz zum 31.03.22 13.11. Kiezdemo und Kundgebung 13 Uhr Rudolfplatz 3.12. Aktionstag Zukunft Für Erhalt und langfristige Sicherung von kulturellen Zwischenräumen – fürs Ostkreuz und ganz Berlin.","Zukunftam Ostkreuz 1oskes Seslfie 5, Keine Zukunft fürs Ostkreuz Gegen die Kündigung der (unft am @hne_ 8itrezz zum Zukunff am Ostkreuz 1371. Kiezdemo und Kundgebung 13 Uhr Rudolfplat; 3.12. Aktionstag Zukun Für Erhalt und langfrisfige Sicherung von kulturellen Zwischenräumen fürs Ostkreuz und ganz Berlin:",0.26785714285714285,0.4583333333333333,"Zukunftam Ostkreuz 1oskes Seslfie 5, Keine Zukunft fürs Ostkreuz Gegen die Kündigung der (unft am @hne_ 8itrezz zum Zukunff am Ostkreuz 1371. Kiezdemo und Kundgebung 13 Uhr Rudolfplat; 3.12. Aktionstag Zukun Für Erhalt und langfrisfige Sicherung von kulturellen Zwischenräumen fürs Ostkreuz und ganz Berlin:",0.26785714285714285,0.4583333333333333
0030.jpg,noisy,"SCHLUSS MIT CORONA! ET Video & Content nichtohneuns_Dresden KUNDGEBUNG GENUG MIT DER ANGST! Dresden, Neumarkt, 13.6. um 16.30 Uhr","SCH USS MI CO- RQ VAD ET Video & Content nichtohneuns_Dresden KUNDGEBUNG GENUG MIT DER ANGST! Dresden, Neumarkt, 13.6. um 16.30 Uhr",0.06201550387596899,0.3157894736842105,"SCH USS MI CO- RQ VAD ET Video & Content nichtohneuns_Dresden KUNDGEBUNG GENUG MIT DER ANGST! Dresden, Neumarkt, 13.6. um 16.30 Uhr",0.06201550387596899,0.3157894736842105
0031.jpg,noisy,TECHNOPUNK GEGEN UNHALTBARE ZUSTÄNDE 14.10.2021 DEMO 18 UHR HERMANNPLATZ FAHRRAD-DEMO 20 UHR SCHILLINGBRÜCKE #køpibleibt,TECHNOPUNK GEGEN UNHA'TPARE ZUSTANDE 14.10.2021 DeMo 18 UHR HERMANNPLAIZ FhBRAD-DeMo '20 UHR schLHGBR_CKE #kopipleibt,0.18333333333333332,0.5714285714285714,TECHNOPUNK GEGEN UNHA'TPARE ZUSTANDE 14.10.2021 DeMo 18 UHR HERMANNPLAIZ FhBRAD-DeMo '20 UHR schLHGBR_CKE #kopipleibt,0.18333333333333332,0.5714285714285714
0032.jpg,noisy,"WORKSHOP EINFÜHRUNG DADAISMUS Von der Uhr zur Kunst 16.01. & 18.01.2025 // 15 – 18:00 Uhr Mit Daniel Carrion Teilnahme: 10,- EUR NOCHMALL.DE/EVENTS/ Powered by BSR",XII Sa 87 WORKSHOP EINFÜHRUNG DADAISMUS Von der Uhr zur Kunst 16.01.& 18.01.2025 // 15 - 18.00 Uhr Mit Daniel Carrion Teilnahme: 10; EUR NOCHMALLDE/EVENTSI Powered by [BSR|,0.1165644171779141,0.38461538461538464,XII Sa 87 WORKSHOP EINFÜHRUNG DADAISMUS Von der Uhr zur Kunst 16.01.& 18.01.2025 // 15 - 18.00 Uhr Mit Daniel Carrion Teilnahme: 10; EUR NOCHMALLDE/EVENTSI Powered by [BSR|,0.1165644171779141,0.38461538461538464
0035.jpg,fancy,FÜRSTENFELDER Salvator Neue Zähne beißen gut: Krügelredner Stefan KRÖLL! Das Starkbierfest 17.02.2024 - 20.00 Uhr,FIRSTENFELDER Lator gut: Das Starkbierfest 17.02.2024  2 20.00 Uhr Neue Zähne beißen Krügelredner Stefan KRÖLL!,0.7876106194690266,1.0,FIRSTENFELDER Lator gut: Das Starkbierfest 17.02.2024 2 20.00 Uhr Neue Zähne beißen Krügelredner Stefan KRÖLL!,0.7787610619469026,1.0
0036.jpg,fancy,Limited Booze Boys FREITAG ab 19:00 Party + Live Band 21. STOCK CAR RENNEN HARTHA RENNSTRECKE HEEGWEG Betreutes Trinken LETZTES WE IM OKTOBER VERDÄCHTIG GUTE EVENTS 03 431 - 611 367,Jimited Too;e Tßops 4 ab 21 LETZTES WE IM OKTOBER vunicimo GUTEETENTS 03 831- 611367 FREITAG Band Live Party 19.00 STICKCAR HARTHA RENNEN HEEGWEG RENNSTRECKE Diene,0.7790055248618785,0.967741935483871,Jimited Too;e Tßops 4 ab 21 LETZTES WE IM OKTOBER vunicimo GUTEETENTS 03 831- 611367 FREITAG Band Live Party 19.00 STICKCAR HARTHA RENNEN HEEGWEG RENNSTRECKE Diene,0.7790055248618785,0.967741935483871
0037.jpeg,fancy,FREE ALL ANTIFAS! FREIHEIT FÜR NANUK! KEINE AUSLIEFERUNG VON ANTIFAS NACH UNGARN! 18. MÄRZ 19 UHR | U-BHF TURMSTR | DEMO FREENANUK.NOBLOGS.ORG | BASC.NEWS,"YrEEAll ANTIrAS Freiheit FÜR NANUK! Keine AusLiEFERUnG VON ANTIEAS NAchUNGARNL 16, MARZ 19 VHR | V-BHF TVRMsir| DEMO ElOGs",0.43506493506493504,0.75,"YrEEAll ANTIrAS Freiheit FÜR NANUK! Keine AusLiEFERUnG VON ANTIEAS NAchUNGARNL 16, MARZ 19 VHR | V-BHF TVRMsir| DEMO ElOGs",0.43506493506493504,0.75
0039.jpeg,fancy,VOM STAAT VERKNACKT UND TROTZDEM DA FREE ALL ANTIFA #FREE NANUK TAG DER POLITISCHEN GEFANGENEN DEMO BERLIN 18.03.25 19⁰⁰ U-BHF. TURMSTR.,MhmA 07Ey #free 44 TAG DER DEMO18032511992 POLiTiSCHEN GEFANGENEN BERUN U-BHF TURMSTR,0.625,0.9047619047619048,MhmA 07Ey #free 44 TAG DER DEMO18032511992 POLiTiSCHEN GEFANGENEN BERUN U-BHF TURMSTR,0.625,0.9047619047619048
