gt_lines,ocr_lines,matched_lines,mean_cer,mean_wer,file_name,ocr_easyocr_clahe
12,53,7,0.030830280830280832,0.21428571428571427,0106.jpg,"['kischen Szene @ur', '@nner ,Hygie', 'des', 'os@-Luxem', 'egenprolest:]', 'vor dem', 'Karl Liebknecht Haus', 'um 15Uhr', 'jeden Samstag', 'und am', '1.Mai', '9u79', '\'NICHT OHNE UNS ""?', 'OHNE UNS!', 'Seit nunmehr vier Wochen demonstrieren Neurechte;', 'Verschwörungsideolog*innen und Teile der rechtsradikalen und völ-', 'kischen Szene auf dem Rosa-Luxemburg-Platz unter dem Banner ,Hygie-', 'nedemo"" , organisiert von der', 'Kommunikationsstelle Demokratischer Wi-', 'derstand', 'deren Initiatoren sich in einem Interview vor dem Reichstag', 'mit wehenden Deutschlandfahnen erklären. Wir rufen deshalb alle antifa-', 'schistischen; anarcha-queer-feministischen Menschen zur Verteidigung', 'Rosa-Luxemburg-Platzes und der Volksbühne auf', 'Kreativer Kontaktloser Gegenprotest:]', '[#antifaarea', 'und am 1.Mai', 'seid kreativ laut und bunt!', '1312 Berlln', 'Plalz', 'Karlo Krowall', ""Nazis'"", '4', '2', 'deren Initiatoren sich in einem Interview vor dem', '4', 'nedemo', 'organisiert von der', '-Luxembuio Platz', 'kischen Szene auf dem Rosa-Luxemburg-Platz unter dem Banner', 'Hygie-', 'mit wehenden Deutschlandfahnen erklären', 'Wir rufen deshalb alle antifa-', 'VISdP', 'Karla Krawall, Rosa', 'völ-', 'schistischen', 'anarcha-queer-feministischen Menschen zur Verteidigung', 'Rosn', 'kischen Szene auf dem Rosa-Luxemburg', 'Platz unter dem Banner', 'Reichstag', 'Kin']"
8,37,2,0.2878787878787879,0.5833333333333333,0113.jpg,"['79', '9', ""'BERLIN"", 'S8', 'WIEDER', 'FASCHISMUS!', 'WIEDER', 'KRIEG!', 'OBER', 'SIEGES', 'NIE', 'DEMONSTRATION', ""'BERLIN"", 'DEMONSTRATION ,', 'FRIEDRICHSTR:', '17.30', 'S&U-BHF', '9', 'MAI', '9 MAK', '1', 'NIE', 'NIE', 'FASCHISMUS!', 'KRIEG!', 'NIE', ') BEFREIUMG ', 'S&U-BHF', 'R', 'FRIEDRICHSTR', 'UND', 'infrstand', 'Wi _', 'WIEDF 0', '9. MAJ', '0', 'E']"
12,28,9,0.13756613756613756,0.2222222222222222,0131.jpeg,"['GENOCIDE', 'STARTS', 'HERE!', 'MI, 05.03.2025', '12:00', 'UHR', 'ECKE TAUENTZIENSTR./', 'MARBURGER STR., 10789', 'BERLIN', 'GRIEYING DOVES', 'WAFFEN', 'DOWN', 'KUNDGEBUNG', 'MI,', '05.03.2025', 'STOP ARMING', 'SHUT', 'ISRAEL', '9', 'ECKE', 'TAUENTZIENSTR./', 'KEINE', 'FÜR ISRAEL', 'ElxIT', 'BENOCIDE STARTS', 'MARBURGER', 'STR', '10789']"
8,20,7,0.008658008658008658,0.028571428571428574,0127.jpeg,"['Solidarischer', 'Thema: Unser Verständnis vom', 'Diskussion und gemeinsames Essen', 'im ""Maggie', 'ab', 'Bealin', 'im ""Maggie', 'Frankfurter Allee 205', 'Stammtisch', 'und unser Umgang damit', 'am', 'Patriarchat', 'im ""Maggie"" Frankfurter Allee 205', 'am Dienstag; 4', 'Esseni', '205', 'Urs:', 'ahdr', 'und unser', 'Umgang damit']"
11,15,8,0.0777390052066024,0.34375,0098.jpg,"['eine', 'benefizveranstaltung von :llabout blank und', 'b3rlin', 'MOVING', 'BEYOND', 'HOPE', 'montag, 2.oktober 2023, 18.00 uhr', 'top', 'benefizveranstaltung', 'von :llabout blank und', 'antinationale amplitude wider die großwetterlage', 'SCHEISSE', 'benefizveranstaltung von :labout blank und top b3rlin', 'TAAT', 'i']"
9,15,9,0.025054466230936816,0.14814814814814814,0170.jpeg,"['fembi', 'Plakate malen fur', 'den feministischen', 'Kampftag!', 'Am 04. März 2025', 'Ab 19.30 Uhr', 'im Cafe Cralle', 'Hochstädter Str.1oa,', '13347 Berlin-Wedding', '13347', 'Berlin-Wedding', 'Am', 'März 2025', '04', 'Plakate Malo -']"
12,12,11,0.05940045617464973,0.5454545454545454,0063.jpg,"['DEMO', 'STOPPT DIE', 'GASLOBBY', 'soziale Klima- und Energiepolitik', 'gegen die European Gas Conference', 'TOTHE', '28. März', '17830 Ubr', 'Stephansplatz', '@systemchange not climatechange', 'POER', 'RopLe']"
6,18,5,0.024103059581320453,0.53,0117.jpg,"['Bündnis gegen Verdrängung und', '0 0', '#Mietenwahnsinn', 'www.mietenwahnsinn info', 'DIE MIETE', '00', '0', 'IST ZU', 'EHOCHI', 'Demo, Samstag 01.Juni 2024', '14.00 Uhr Potsdamer Platz', '00', 'HOCH!', 'Samstag 01.Juni 2024', 'Demos', '0', '6', '764']"
12,40,7,0.07421331105541631,0.2619047619047619,0103.jpg,"['17.05.2020', '14-18 Uhr', 'Mariannenplatz', 'ins Digitale', 'Alternative!', 'Deine Meinung ist relevant !', 'Kuns t', 'ist relevant!', 'Zeigt Eure Künste!', 'Eure', 'Das Mikrofon steht', 'Reden', 'Darbietungen offen', 'WWW', 'aktion-eigensinn.net', 'ist', 'relevant !', 'aktion-eigens', 'ne [', '14-18', 'Uhr', 'Der Rückzug  ins Digitale', 'ist keine', 'Deine Meinung ist', 'relevant !', 'Der Rückzug', 'Erhebt', '2', 'Das Mikrofon', 'Euren', 'Darbietungen', '0', 'steht', 'nn', 'is t', 'keine', 'is !', 'Zeigt Eure', 'Eure S.:=:', '() . 2() 2()']"
15,29,9,0.09385945134654514,0.23148148148148145,0116.jpg,"['AKTIONSBÜNDNIS', 'KARLSRUHE', 'DEMOKRATIE neu denken!', 'Verschiedene Rede- & Musikbeiträge', 'Meditation', 'LiveStream', 'https:llnetzwerk-demokratie.org', 'SAMSTAG', '08.08.20 | 1230-18 Uhr', 'Günther-Klotz', 'in Karlsruhe', 'Ettlinger', 'denken', 'QUERDENKEN', 'NETZWERK', 'Gruppe', 'Familien', 'mit', 'Anlage', 'Peace', 'denken', 'bereich', ""Stay '"", 'Verschiedene Rede-', 'Musikbeiträge', 'Günther-Klotz Anlage', '08.08.20', '1230-18 Uhr', 'Free!']"
8,26,6,0.11279239766081872,0.16666666666666666,0018.jpeg,"['KUNDGEBUNG &', 'AUFZUG', 'DURCH', 'KASSEL', 'Nein zur', 'Impfpflicht!', 'Arzte sprechen Klartext!', '29', 'JANUAR', '2022', '14.00 UHR', 'KÖNIGSPLATZ KASSEL', 'FREIE BÜRGER', 'KASSEL', 'AUFZUG DURCH', 'Heatca', 'Nein zur Impfpflicht!', 'JANUAR 2022', 'KÖNIGSPLATZ', 'KASSEL', '&', 'KA', 'UAR', 'YA', 'heri', '0']"
13,26,7,0.04468935830712569,0.3452380952380953,0062.jpg,"['BIM', 'Kultur-', '9', 'DABEi', 'Lesecub', '15.30 Uhr', 'für alle Kinder zwischen 9 und 12 Jahren', 'im Gymnasium Meiendorf; Raum 804, Kreuzbau; Schierenberg 60', 'Als', 'Stiftung Lesen', 'Leseclubs', 'Sei', 'UM', 'MEMENDOR', 'G YMNAEIU', 'GY', '=', 'HoRiZONTE', 'ERWEITERN', 'M E', 'ENDORF', 'LESECLUB', 'Montags von 14.00 - 15.30 Uhr', '{', 'WEITENERLESEN.', 'G Y MNAIS']"
10,13,9,0.08686647173489277,0.4444444444444444,0074.jpg,"['ZEROWASTE', 'TUTRE', 'FLST VI', 'Null Verschwendung', 'Volles Programm', '16. November 2024', 'Komm', '13.00-18.00 Uhr', 'vorbei!', 'NochMall; Berlin-Reinickendorf', '1300', '1800 Uhr', 'FI']"
7,17,1,0.0,0.0,0060.jpg,"['poetry', 'B)', 'B', '2 (', 'Aprit', '20 24 ,', '20.12 Uhr', 'Brakula', 'BM', 'Aprit   2024,', 'das Grosse FINALE', 'Eine Kooperation von', 'Kultur -', 'BB', 'auf', 'BB', '2012']"
15,17,15,0.01984126984126984,0.06666666666666667,0128.jpg,"['Transferale', 'Das Wissenschafts-', 'Festival für Klima und', 'Gesundheit', 'Zukunft im', 'Stadtumdrehen', '25.09.', '27.09.2024', 'Zukunft', 'im Kulturquartier', 'findet', 'silent green', 'Stadt', 'Das HHochschulnetzwerk', 'für ein resilientes Berlin', 'im', 'Kulturquartier']"
5,15,5,0.05,0.2,0100.jpg,"['FAMILIEN-FLOHMARKT', 'in der', 'Paul-Schneider-Grundschule', 'PAULI', '10', '14 Uhr', '128', '10 - 14 Uhr', '25,05,24', 'chneider (', '{', '4', '2', 'FAMILIEN -F', '^MI']"
8,28,2,0.326555023923445,0.7142857142857143,0114.jpg,"['Sk', '2', 'IN', 'Iyrasi?', 'SA: 15. JULI', '14.30 UHR THEODOR-HEUSS-PLATZ', 'A', 'RN', 'BE', '<', '<', '<', '<', 'CA 1600 UHR - OLYMPIASTADION', 'MUSIK', 'Cs}', '|', 'M', '2', '@', '5', 'KNN', '2', '4', 'R', '<', 'OLYMPIASTADJON', '@MP']"
5,5,4,0.03571428571428571,0.125,0115.jpg,"['save blank? blank safe!', 'soliparty gegen das klima der angst', ':labout blank', '16.11.2024 ab 20 Uhr', '1']"
13,104,4,0.03260869565217391,0.125,0101.jpg,"['Stolpersteinverlegung', 'in', 'Alt-Hohenschönhausen', 'Musikalische Begleitung: Johann-Vincent Slawinski', 'im Standesamt Windhuk mit der Nr 63', 'das', 'Pad', '2021', 'Suermondtstraße 46, 13053 Berlin', '22.12.1878 in Smolensk', 'Blume Luise Albers', 'Dle', 'Blume Luise Albers war mit dem deutschen Beamten Steu-', 'RS', 'Das Paar lebte in', 'Hohenschonhausen', 'in der Suermondtstra-', 'Benzug noch 1927 als Baustelle eingetragen;', 'Suermondtwar Mitbcgrunder der Grunderwerbs - und', 'bauen ließ und auch', 'Eigentumer', 'Ehepaar Albers Ihre Wohnung Im parterre; Die Wohnung bestand aus zwei Stuben und', 'Wohnungen', 'einer Küche. Blume Albers war Hausfrau.', 'Oskar Albers verstarb am', '1943', 'Gehirnschlag Frau Luise Albers war danach bls 1943 Im Berliner Adressbuch', 'als', 'usste', 'Zwangsarbeit leisten', '1943', 'Thereslenstadt deportiert;', 'Blumc', 'nach', 'am', 'Freitag,', 'geb', 'War', 'bezog', 'Blume Luise Albers g0b. Chassin, ', 'Blume Luise Albers war mit dern deutschen Beamten Steu -', 'Fertigstellung der Wohnungen', 'Ehepaar Albers Ihre Wohnung Im parterre; Die Wohnung bestand aus zwel Stuben und', 'einer Kuche', 'Blume Albers war Hausfrau.', 'Amo', 'Blume Luise Albe', 'Chassin,', 'LUISE', 'war Mitder Fertigstellung der', 'Theresienstadt nach Ausch-', 'WILZ', 'den 28', 'ersekretar', 'In Windhuk (Deutsch-Sudwest-Afrika)', 'Luc', 'Adressbuch', 'den Pankower Helmstatten', 'Drel Monate später am 18.', 'erfolgte am 22.12.1913 in Windhuk (Deutsch-Sudwest-Afrika)', 'Suermondt war', 'Mitbegründer der Grunderwerbs- und', 'Lulse', 'Theres', 'Hohenschonhausen', 'Albers verheiratet. Die Eheschließung', 'Ehepaar Albers Ihre Wohnung', 'Ibers mIt der 96', 'Alterstransport von dem', '1943', 'Oskar', 'Dezemher', 'Smolensk', 'Eheschließung', 'Im Berliner Adressbuch', 'Albers', 'musste Zwangsarbeit leisten', '10', '14 3', 'am 22.12.1878 in', 'Baugesellschalt in Holenschönhausen', 'bauen liel und auch Eigerrumer war Mitder Fertigstellung der Wohnungen', 'a', 'Musikalische Begh', 'Haushau.', 'Oktobcr 1940 in der', 'gemeinsamen Wohnung lJut Urkunde', 'Septerhe', '1l? deportieri', 'dort ermordet', '1""Sr', ""L' , -"", 'Mai', ""Hohenschonhausen in der Suermondesl' z -"", 'johann-Vmncent Slawinski', 'Stincs', 'hrnschl""', 'Jen', '1', 'Uhr', '53053 Berlin', ""'"", 'Oskar Albers', ',']"
10,10,9,0.09820653987320654,0.5166666666666667,0129.jpg,"['#Berlinlstkultur', 'VOLKS', '13.11', 'Brandenburger Tor', '10.00', 'Platz des 18. Ilärz', 'GEGEI DIE KÜRZUIGEI IM KULTURBEREICH!', 'BUHNE', 'DEMO', '13.11.  Brandenburger Tor']"
8,13,7,0.05411255411255411,0.2619047619047619,0147.jpeg,"['Input + Diskussion nach den Bundestagswahlen:', 'Rassismuss Abschiebung', 'und Gewalt', 'Wehren wir uns!', '0103.', '18.00 Uhr', 'Komsukeller;', 'Kottbusser Straße 4/5', 'Input', 'Diskussion nach den Bundestagswahlen:', 'ZORA', '4', '=']"
6,16,4,0.1925983436853002,0.5291666666666667,0061.jpg,"['Freedom Porade', 'anDrDrosten', '1', '8', '01.40.2020', 'Ftre', 'ab', 'Die Verleihung der roten ClOunsnase', 'AO:QOUhr', 'Vorm', 'Schloss Belkvve', 'durch Captain', 'Die Verleihung de roten', '01.40.2020 ab AO:OOUhr', 'Clounsnase', '2']"
6,18,3,0.29829545454545453,1.0,0075.jpg,"['BlanX-SBahn OStKrevz', ""'All"", 'Kinderdisco', ':lAbovt', 'KIMDERDiSco', 'Agbf', 'iS 6', 'MY', 'Heart', '286 A', '2 Agbf', 'Djs RobertOwenf, Manvel Bürper', 'My Heart', '(60', 'n', ""'lAbovt BlanX-SBqhn OstKrevz"", '7400-783 ', '7406']"
12,20,7,0.10642491311505396,0.45034013605442175,0049.jpg,"['Manu', 'Di 3112.2024', 'Beginn 20.30 Uhr (Einlass 20 Uhr)', 'Bürgerhaus Dreieich', 'DREIEICH', 'Fichtestr: 50 | 63303 Dreieich', 'BOPPINB', 'Tanzratte', 'i', 'Kalc?', 'M', 'Kosche', 'KU', 'Ickcls', '(copuslonde', 'Inlos', 'Eintritt: 25 C + VVG | Späteinlass (ab 22.30 Uhr; nur Abendkasse): 15 €', 'Fichtestr: 50', '63303 Dreieich', '91142024']"
10,22,9,0.0789423924287626,0.19576719576719576,0012.jpg,"['caro', 'in Berlin 29', 'August', 'Parade und Kundgebung für das Grundgeset ,', 'und eine Basis-Demokratische Wende', 'Saturday, the 29.8.2020', 'Berlin invites Europe', 'Nicht Ohne Uns!', '1', '9', 'NICHT', 'In Berlin 29', 'Bdemo mit bis zu 5.000.000 Tailnehmern', 'NICHT OHNE UNS!  Europe', 'in Berlin 29. August', '?0?0? Gro""cloma', 'DESOKRATISCHER', 'NICHT OHNF UNS', 'MNSERE', 'in Berlin 29. August 20202 GroBdemo mit bis zu 5.000.0OO Teilnehmern', '51', 'A']"
8,7,5,0.17803030303030304,0.6,0006.jpg,"['DIESTADIE', 'GESTOHLEN', '@EBISIE', 'WIEDERHERI', '2022/1500 UGR', 'DEMO GEGEN GENTRIFIZIERUNG', 'LL']"
8,8,8,0.1262310606060606,0.6666666666666666,0210.jpg,"['DEIIO  08.03.2024', 'AFTERPARTY', 'AGAINST', 'PATRIARCHY /', '14:00-20:00', 'START: STRALAUER PLATI', '(OSTBAHNHOF)', 'SBLOTURE']"
26,57,22,0.04078282828282828,0.1590909090909091,0204.jpg,"['1400 Uhr', 'Friedrichshain', 'Berlin', 'es', 'statt', 'power', 'Faschismus', 'tötet', 'nun', 'OPEN MIC', 'optional ANONYM', 'widersetzen!', 'Gruppe', 'NETZWERK', 'QUEERFEM', 'cluhliebe', 'ORDNER*INNEN', 'UND', 'REBELLION', 'LETZTE', 'AWARENESS', 'GESUCHT', 'GENERATION', 'Forckenbeckplatz', '(Start)', 'über', 'Rigaer', 'sowie', 'Frankfurter', 'Tor', '(Zwischenkundgebung) zum Mariannenplatz (Abschlusskundgebung)', 'Neuwahler', 'erstrecht:', 'klima', 'reicht:', 'statt', 'transfeindlichkeit', 'Hetze', 'tötet', 'sterben', 'Forckenbeckplatz', '16.11.', 'Whata', 'BUND', 'kämpfen', 'TuRe', 'Kiios', 'Logo', 'Quccrs', 'Geaade', 'Berlin', '5', '!', '16.', '11.', 'ORDNER*INN', '1']"
13,29,4,0.24188076416337287,0.7083333333333333,0238.jpg,"['CAFE', 'A8.00', '00 FLINTA', ""13088 'Berlin"", 'epex', '23.', 'BLEIBERECHTSKXMIPF', 'DEN', 'mic', '20.00', '23.', 'FARTY', '28@', '23.', 'Oniy', '00', 'oPen', '20.', '23.00 all_', 'm', '78', 'Er', '#NTENSINE SNARE UNIT*', 'BLEIRER', '0', 'SOngs*', 'TKEM', '43 088', 'ECHTSMXMPF']"
8,8,8,0.015338827838827838,0.1875,0166.jpg,"['Clubcommission Office; Brückenstraße ],', 'CLUB CULTURE HUB', 'WORKSHOP:', 'HOW TO KULTURFÖRDERUNG', 'WITH KAROLINE LUCKS', '12.03.25 16-19', '10179 Berlin', 'GLUBCOMMISSION']"
13,37,10,0.04434782608695652,0.15,0172.jpg,"['0', 'Stadtlauf', 'STÄRKE ZEIGEN', 'GEMEINSAM', 'GEGEN', 'GEWAGT', 'AN', 'FRAUEN', '6 km', '2016', '17 Uhr', 'Marktplatz', '16. September', 'wwwhanauerstadtlauf.de', 'GOODYEAR DUNLOP', 'BARMER', 'umicore', 'HSB', 'SWH', 'Main-Kinzig', 'MKK', '00000', 'lauf', '2016', 'STÄRKE', 'ZEIGEN', 'Hanau', 'Stadtwerke', 'Markts', 'GEK', 'AN FRAUEN', '@', '6', 'Ner', '1', '5', 'd']"
8,10,8,0.017769607843137254,0.10416666666666666,0199.jpg,"['RECHTEN MARSCH', 'DURCH MITTE', 'SAMSTAG 22.02.25', 'AFD', 'FÜR EINE VIELFÄLTIGE', 'UND SOLIDARISCHE GESELLSCHAFT!', 'STOPPEN!', 'SCHIFFBAUERDAMM 1', 'AB 11.30 UHR', '58']"
9,17,7,0.03621448579431773,0.19999999999999998,0198.jpg,"['ZEIT ZU HANDELN', 'AFD-WAHLPARTY STÖREN!', 'A', 'SONNTAG 28.2', 'WAHLTAGPROTEST', '15.30 UHR SAMMELPUNKT', 'Eingang Gesundbrunnen Center', 'antifaschistisch - queerfeministisch . klimagerecht', 'antirassistisch', 'klassenkämpferisch', 'FC', '1l', '15.30', 'UHR SAMMELPUNKT', '9', 'ZEIT ZU', 'HANDELN']"
10,12,10,0.014285714285714285,0.1,0173.jpg,"['DEMONSTRATION', 'FÜR DIE', 'AUFNAHME DER', 'MENSCHEN', 'AN DER POLNISCH', 'BELARUSSISCHEN', 'GRENZEI', '14. NOVEMBER', '14 UHR', 'BRANDENBURGER TOR', '0', '0 >']"
11,21,10,0.06719137304875844,0.23666666666666664,0167.jpg,"['BIM', 'zentrum', 'Flutopfer-Stiftung', 'von 1962', 'Samstag . Saturday . Cy66ora .4', '08.07.2023', '14.00', '17.00', 'Seniorenzentrum Nordlandweg', 'Nordlandweg 110 . 22145 Hamburg', 'Kinderfest', 'Childrens festival', 'Kullour', 'Samstag . Saturday', 'Samstag . Saturday . Cyb6ora', '466', '14.00 - 17.00', 'Nordlandweg 110', '22145 Hamburg', 'Cygsota', '2']"
11,20,4,0.2027777777777778,0.75,0239.jpg,"['in', 'Sk', 'PUN', 'Abend', 'Roter', 'Salon', 'Warenz', 'Werg', '8€', 'Zintritt: 8€', 'CoLole', 'arbeitskaempfe@volksbuehne-berlinde', 'ZLux2', '2/', 'der', '4', 'elil', '2l41', '2', 'VOLKSBUANE']"
10,36,8,0.04960209597496573,0.18720238095238095,0205.jpg,"['ZEIT ZU HANDELN', 'Die AfD-Party zur Landtagswahl versauen!', 'FOR', 'GLOBAL', 'STRIKE LOCAL!', 'THINK', 'Solidarisch gegen den Rechtsruck', 'antifaschistisch - queerfeministisch - klassenkämpferischklimagerecht', 'Kundgebung 1420 Uhr', 'Potsdam Hbf', 'Demo gegen die AfD-Wahlparty', '16 Uhr', 'Bhf. Potsdam-Marquardt', 'Anreise aus Potsdam: 15.36 Uhr', 'Hbf. (Gleis 1', 'RB 21)', 'Anreise aus Berlin: 13.21 Uhr | Ostkreuz (Gleis 5 S7)', '22092024', 'Potsdam', 'Poisds', '4', 'Anreise aus Potsdam: 15.36 Uhr | Hbf. (Gleis 1 | RB 21)', 'Fondam', 'am', 'Anreise aus Berling 1321 Uhr', '@stlareuz (Gleis 5 S7)', 'Anreise aus Potsdam: 15.36 Uhr | Hbf. (Gleis 1', 'FUT', 'kmagerecht', 'Demo gegen die', 'AfD-Wahlparty', 'THINK GLOBAL', 'Bhf: Potsdam', 'Marquardt', 'nu:', '(wow']"
6,24,5,0.055438596491228065,0.2,0211.jpg,"['BLaU', 'S T', 'Sonntag,16 Uhr', 'BUNDESTAG', '21.01.24', '16.00', 'BUNDESTAG', 'ZUSAMMEN', 'GEGEN RECHTS', 'wir bleiben', 'MAZIS', 'präsent', 'IS', 'INE', 'wir', 'NAZ', 'RAUSI', 'bleiben', 'bleiben präsent', 'BUNDEST', '8', 'sonh', '24', '16']"
6,12,5,0.12121212121212119,0.26666666666666666,0007.jpg,"['Mai 2024', 'Demo', '13h Ostkreuz', '(Seite Sonntagstraße)', '9', 'Mai 2024', '0', 'H', '(Seite', 'Hmentag', 'Befrdiung!', 'iung!']"
