file_name,gt_lines,ocr_lines,matched_lines,mean_cer,mean_wer,mean_char_acc,mean_word_acc,ocr_easyocr,recognition_rate,category,ground_truth
0013.jpg,9,15,6,0.3994708994708994,0.5142857142857143,0.6084848484848485,0.3375661375661375,"['BERLIN', 'ORT: ORANIENPLATZ', 'KUNDGEBUNG', '19.FEB', '14 UHR', 'ERINNERN HEISST KIMPFEN!', 'JAHRE NACH', 'TlO', 'WIR FORDERN EINE LUCKENLOSE AUFKLARUNG UND KONSEOUENZEN!', 'RASSISMUS UND FASCHISMUS ENTSCHLOSSEN BEKAMPFENI', 'ISKS', 'Guo', 'Komnant', 'yekmal', 'Tee']",0.6666666666666666,noisy,BERLIN ORT: ORANIENPLATZ KUNDGEBUNG 19. FEB – 14 UHR ERINNERN HEISST KÄMPFEN! 3 JAHRE NACH HANAU Ferhat Unvar Gökhan Gültekin Vili-Viorel Păun Sedat Gürbüz Mercedes Kierpacz Kaloyan Velkov Said Nesar Hashemi Fatih Saraçoğlu Hamza Kenan Kurtović WIR FORDERN EINE LÜCKENLOSE AUFKLÄRUNG UND KONSEQUENZEN! RASSISMUS UND FASCHISMUS ENTSCHLOSSEN BEKÄMPFEN!
0014.jpg,8,9,7,0.2212222802740044,0.4083333333333333,0.7894826892109501,0.4583333333333333,"['HACK', 'SEXISM', 'Broschüren-Release', '5.Juli 2023 llabout blank', '18,30 Einlass /l 19Uhr Start', 'Strategien und Moßnahmen gegen', 'Sexismus und sexualisierte Gewolt', 'g', 'auf Festivals & Co']",0.875,noisy,SHACK SEXISM Broschüren-Release 5. Juli 2023 ://about blank 18:30 Einlass // 19 Uhr Start Strategien und Maßnahmen gegen Sexismus und sexualisierte Gewalt auf Festivals & Co MBNYP
0015.jpg,5,10,2,0.7688888888888888,0.8333333333333333,0.248076923076923,0.1666666666666666,"['28', 'JUNI', 'pEM ', 'BASS GEGZN', '[HIASS', '19', 'UHR', 'ESSEN', 'HBF', 'FROq']",0.4,noisy,"FR., 28. JUNI RAVE DEMO BASS GEGEN HASS 19 UHR, ESSEN HBF"
0016.jpg,10,12,8,0.2375,0.3,0.7625,0.7,"['WS8eSHOP', 'Bau dein eigenen PC und Smartphone', 'Wo?', 'Mittelpunktbibliothek Treptow', 'PS:', 'Alteleigene Geräte können', 'Wann?', 'zum erforschen mitgebracht', 'Samstag 16.11.2024', 'werden!', '*11 bis 13 Uhr', 'Jetzt Anmelden!']",0.8,noisy,WORKSHOP Do it Yourself Bau dein eigenen PC und Smartphone Wo? Mittelpunktbibliothek Treptow Wann? Samstag 16.11.2024 11 bis 13 Uhr PS: Alte/eigene Geräte können zum erforschen mitgebracht werden! Jetzt Anmelden!
0017.jpg,10,10,10,0.0605820105820105,0.3,0.9366421225832992,0.7,"['76 Jahre', 'Befreiung vom Faschismus', 'Eripnfern heißt', 'XÄMPFEN?', 'Sa, 08.05.2021', 'Gedenken 10.00-18:00 Uhr', 'Sowjetisches Ehrenmahl Buch', 'Kundgebung 15:00 Uhr', 'Vortreffungpunkt 14.30 Uhr', 'Bahnsteig 8-Pankow']",1.0,noisy,"76 Jahre Befreiung vom Faschismus Erinnern heißt KÄMPFEN! Sa, 08.05.2021 Gedenken 10:00–18:00 Uhr Sowjetisches Ehrenmahl Buch Kundgebung 15:00 Uhr Vortreffungspunkt 14:30 Uhr Bahnsteig S-Pankow"
0018.jpeg,8,17,5,0.5252192982456141,0.5416666666666667,0.4898897058823529,0.4583333333333333,"['KUNDGEBUNG', '&', 'AUFZUG DURCH', 'KASSEL', 'heatcr', 'Nein zur Impfpflicht!', 'Ärzte sprechen Klartext!', '29', 'JANUAR', '2022', '14.00', 'UHR', 'KÖNIGSPLATZ', 'KASSEL', 'FREIE BÜRGER', 'KASSEL', '6r1ed f']",0.625,noisy,KUNDGEBUNG & AUFZUG DURCH KASSEL Nein zur Impfpflicht! Ärzte sprechen Klartext! 29. JANUAR 2022 14.00 UHR KÖNIGSPLATZ KASSEL FREIE BÜRGER KASSEL FÜR FRIEDEN & FREIHEIT
0019.jpg,8,45,5,0.5447303921568627,2.625,0.5655637254901962,0.25,"['a', 'n t i f a s c h i s t i s c h e', 'RALLY', 'ERENNER-BeRG', 'uolu', 'eW', 'Thiebuns', 'OSL)', 'ang und', 'amer aggres', '[ver', 'eison', 'Und die', 'Ikcr', 'na. D', 'ci', 'ne', 'NA}', 'gens änc', '72w96""', 'verden und', 'und', 'peitet an der eigene', '252', '3uomn', 'IS', 'IkapitaIs zu', 'seln', 'rollen', 'gehen . Es werde}', 'nassenhaft Arbeil', 'de', 'etal', 'tO', 'an', 'Mimionen', 'SC', 'ch', 'ger', 'heihrer', 'Zuku', 'Alte', 'START', 'ZWIsChEN', 'Wa']",0.625,noisy,antifaschistische RALLY START BRENNER-BERG ZWISCHEN 12 UND 16 UHR 15.5. 16.5.
0020.jpg,12,15,8,0.3858300264550265,0.4861111111111111,0.6174949290060852,0.5138888888888888,"['DEMONSTRATION', 'SONNTAG 06F79.2020', 'SCHÜLERI-INNEN GEGEN', 'DIE MASKENPFLICHT!', 'WANN: 15:30 UHR', 'WO: MEISTERSINGERHALLE', 'NÜRNBERG', 'TOLLE REDNER', 'MODERATOR', '(NANA LIFESTYLER)', 'IMPRESSUMSchuleri-INNEN GEGENDIEMASKENPfLICHT (DEUTsCHLAND)', '@orinnbookinG20g@GMILcOM', 'KAISER', 'GUNNARE', 'Uviji']",0.6666666666666666,noisy,DEMONSTRATION SONNTAG 06.09.2020 SCHÜLER/-INNEN GEGEN DIE MASKENPFLICHT! WANN: 15:30 UHR WO: MEISTERSINGERHALLE NÜRNBERG. TOLLE REDNER MODERATOR (NANA LIFESTYLER) GUNNAR KAISER U.V.M IMPRESSUM: SCHÜLER/-INNEN GEGEN DIE MASKENPFLICHT (DEUTSCHLAND) ADRIANBOOKING2019@GMAIL.COM
0022.jpg,13,15,11,0.1818181818181818,0.2435897435897435,0.8307692307692308,0.6923076923076923,"['AKTION RESISTENZ FRUSTRATION', 'GEMEINSAMKEITWIDERSTAND HOFFNUNG', 'AUFSCHREI BESTÄRKUNG NETZWERK', 'ISOLATION RESILIENZ SOLIDARITÄT', 'TRAUER FLUCHT AUSBEUTUNG NEUANFANG', 'JAHR', 'TALIBAN', 'REGIME', 'DEMO: SAMSTAG, 13.08.2022', '14.00 UHR, AUSWÄRTIGES AMT', 'PROTEST CAMP BERLIN', '13.08.2022', '15.08.2022', 'WORKSHOPS PERFORMANCES REDEBEITRÄGE', '#DONTFORGETAFGHANISTAN']",0.8461538461538461,noisy,"AKTION RESISTENZ FRUSTRATION GEMEINSAMKEIT WIDERSTAND HOFFNUNG AUFSCHREI BESTÄRKUNG NETZWERK ISOLATION RESILIENZ SOLIDARITÄT TRAUER FLUCHT AUSBEUTUNG NEUANFANG 1 JAHR TALIBAN REGIME DEMO: SAMSTAG, 13.08.2022 14.00 UHR, AUSWÄRTIGES AMT PROTEST CAMP BERLIN 13.08.2022 — 15.08.2022 WORKSHOPS PERFORMANCES REDEBEITRÄGE #DONTFORGETAFGHANISTAN"
0023.jpg,11,15,10,0.1181251223893812,0.1471861471861472,0.8805261921540992,0.8528138528138528,"['09', 'Mai', '15.30 Uhr Biberach Gigelberg', 'angemeldete DEMO', 'Wahrung der Grundrechte', 'freie Impfentscheidung', 'Art.1: Die Würde des Menschen ist unantastbar._', 'Art.2: Die Freiheit der Person ist unverletzlich.', 'Art.5: Eine Zensur findet nicht statt.', 'WICHTIG', 'bitte Mindestabstand einhalten', 'sonst könnte die Veranstaltung aufgelöst', 'werden', '2', 'PIC COLLAGE']",0.9090909090909092,noisy,09. Mai 15.30 Uhr Biberach Gigelberg angemeldete DEMO Wahrung der Grundrechte freie Impfentscheidung Art.1: Die Würde des Menschen ist unantastbar... Art.2: Die Freiheit der Person ist unverletzlich... Art.5: Eine Zensur findet nicht statt... WICHTIG bitte Mindestabstand einhalten sonst könnte die Veranstaltung aufgelöst werden PIC COLLAGE
0024.jpg,11,22,5,0.5729665071770335,0.6590909090909091,0.4261363636363636,0.3409090909090909,"['UME', 'BILLIUI', 'Hlollu', 'HANAU', 'Weltweit tanzen an diesem', 'Menschen', 'gegen Gewalt an Frauen', '14. Februar; 16 Uhr', 'Macht mit!', 'Marktplatz', 'Tanzt mit !', '2617', 'Eine', 'weltweite', 'Aktion', 'ONE BILLION RISING', 'gegen Gewalt', 'HANAU', 'Schirmherr: Claus Kaminsky', 'an Frauen', 'Oberburgermeister', 'Tag']",0.4545454545454545,noisy,"ONE BILLION RISING HANAU Weltweit tanzen an diesem Tag Menschen gegen Gewalt an Frauen 14. Februar, 16 Uhr Marktplatz Macht mit! Tanzt mit! 2017 ONE BILLION RISING HANAU Schirmherr: Claus Kaminsky Oberbürgermeister Eine weltweite Aktion gegen Gewalt an Frauen"
0025.jpg,9,33,6,0.3979785646452313,0.5277777777777778,0.6085748792270532,0.4444444444444444,"['bis ZU', 'N', 'S', 'IN ZWICKAU SIND', '870', 'Afd-NazIs', 'SIR STARK', 'afo', 'Stoppen!', 'GEGEN RECHTEN', 'QUARK!', 'Uhi', 'SA', '~dIE', 'SACHSEN UNTERSTUTZEN.', 'Nn', 'Wochen', 'drei', 'Landtagswahlen.', 'Noch', 'den', 'uilo??', 'BybnK', 'HÖcKe', 'ALer', 'Stopper', '44+', 'Hauptbahnhof', '13:30', '17.08 .', 'STOPPT', '44+', 'AfD']",0.6666666666666666,noisy,Noch drei Wochen bis zu den Landtagswahlen. IN ZWICKAU SIND WIR STARK GEGEN RECHTEN QUARK! +++ SA 17.08. 13:30 Uhr Hauptbahnhof +++ SACHSEN UNTERSTÜTZEN. STOPPT DIE AfD
0026.jpg,6,11,2,0.7395833333333334,1.0,0.2648809523809524,0.0,"['KUtu &Sthasse', 'FESIVAL', 'About', '13:00', 'Blank', '22-00', 'Berlin', 'Uhi', '21Jul?820', 'EIntrl', '<Re']",0.3333333333333333,noisy,Kultur & Strasse FESTIVAL About Blank Berlin 21. Juli 2024 13:00 – 22:00 Uhr EINTRITT FREI
0027.jpg,5,18,2,0.6,0.6,0.4,0.4,"['Aiqo', 'WEGBASSEN!', 'am', 'Zu', 'die', 'um 14""', '5T', 'FAHRRADDEMO', 'Ostkreuz', ""wegbassen'"", 'Invalidenpark', ""'A1oo"", 'Verkehrsministerium', 'vom', 'Uhr', 'A1oo ""', 'gegen ', '2.9.']",0.4,noisy,"A100 WEGBASSEN! FAHRRADDEMO gegen die A100 vom Verkehrsministerium zu ""A100 wegbassen"" am Ostkreuz 2.9. um 14 Uhr Invalidenpark"
0028.jpg,6,13,5,0.1759259259259259,0.25,0.8333333333333334,0.6666666666666666,"['CORONA', 'NICZ', 'SI', 'DAS', 'PR', ':m', 'Frlezen', 'Astilten', 'nichtohneuns_Dresden', 'ETVideo & Content', 'KUNDGEBUNG', 'EINE WIRTSCHAFTSKRISE?', 'Dresden, Neumarkt, 20.6. um 16.30 Uhr']",0.8333333333333334,noisy,"CORONA IST NICHT DAS PROBLEM KUNDGEBUNG EINE WIRTSCHAFTSKRISE? Dresden, Neumarkt, 20.6. um 16.30 Uhr -nichtohneuns_Dresden ET Video & Content"
0029.jpg,8,24,3,0.654861111111111,0.7708333333333333,0.3465646043771044,0.1666666666666666,"['Zukunftam', 'Ostkreuz', 'Loskes sealie', 'Keine', 'Zukunft', 'fürs Ostkreuz', 'die', 'Kun', 'gung der', 'unft am', '@hne', 'itrezz zum', 'Zukunft', 'am', 'Ostkreuz', '13,71.Kiezdemo und Kundgebung', '13 Uhr Rudolfplat', '3.12. Aktionstag Zukun', 'Für Erhalt und langfrisfige Sicherung', 'von kulturellen', 'chenräumen', 'fürs Ostkreuz und ganz Berlin:', 'Gegen', 'Zwis']",0.375,noisy,"Zukunft am Ostkreuz, Laskerstraße 5, 10245 Berlin Keine Zukunft fürs Ostkreuz Ohne Zukunft am Ostkreuz Gegen die Kündigung der Zukunft am Ostkreuz zum 31.03.22 13.11. Kiezdemo und Kundgebung 13 Uhr Rudolfplatz 3.12. Aktionstag Zukunft Für Erhalt und langfristige Sicherung von kulturellen Zwischenräumen – fürs Ostkreuz und ganz Berlin."
0030.jpg,6,11,5,0.1759259259259259,0.2083333333333333,0.8222222222222223,0.7916666666666666,"['SCHI', 'USS', 'MI', 'CO-', 'RQ', 'VAD', 'ET Video & Coatent', 'nichtohneuns_Dresden', 'KUNDGEBUNG', 'GENUG MIT DER ANGST!', 'Dresden, Neumarkt, 13.6. um 16.30 Uhr']",0.8333333333333334,noisy,"SCHLUSS MIT CORONA! ET Video & Content nichtohneuns_Dresden KUNDGEBUNG GENUG MIT DER ANGST! Dresden, Neumarkt, 13.6. um 16.30 Uhr"
0031.jpg,6,6,5,0.23717437533227,0.5833333333333334,0.7593795093795094,0.4166666666666667,"['TECHNOPUNK GEGEN', 'UNHAITRARE ZUSTANDE', '14.10.2021', 'DEMo 18 UHR HERMANNPLAIZ', ""FhBRAD-DeMo '20 UHR schLHGBR_CKE"", '#kopipleibt']",0.8333333333333334,noisy,TECHNOPUNK GEGEN UNHALTBARE ZUSTÄNDE 14.10.2021 DEMO 18 UHR HERMANNPLATZ FAHRRAD-DEMO 20 UHR SCHILLINGBRÜCKE #køpibleibt
0032.jpg,8,12,7,0.1872078845763056,0.3802083333333333,0.8182985036119712,0.5416666666666666,"['JII', 'Sa', 'WORKSHOP', 'EINFÜHRUNG', 'DADAISMUS', 'Von der Uhr zur Kunst', '16.01.& 18.01.2025 // 15 - 18.00 Uhr', 'Mit Daniel Carrion', 'Teilnahme: 10; EUR', 'NOCHMALLDE/EVENTS/', 'Powered by', '[BSR|']",0.875,noisy,"WORKSHOP EINFÜHRUNG DADAISMUS Von der Uhr zur Kunst 16.01. & 18.01.2025 // 15 – 18:00 Uhr Mit Daniel Carrion Teilnahme: 10,- EUR NOCHMALL.DE/EVENTS/ Powered by BSR"
0035.jpg,8,13,5,0.4778708133971291,0.5,0.5333333333333333,0.5,"['FÜRSTENFELDER', 'pator', 'gut:', 'Das Starkbierfest', '17.02.2024 ', '2', '20.00 Uhr', 'Neue', 'Zähne', 'beißen', 'Krügelredner ', 'Stefan', 'KRÖLL!']",0.625,fancy,FÜRSTENFELDER Salvator Neue Zähne beißen gut: Krügelredner Stefan KRÖLL! Das Starkbierfest 17.02.2024 - 20.00 Uhr
0036.jpg,11,19,6,0.5805754917597024,0.7545454545454546,0.4381313131313131,0.2454545454545454,"['Jimtted 7ßoo;e Tops', 'Party +', 'ab', '21', 'LETZTES WE IM OKTOBER', 'Veoicio', 'GUTEEVENTS', '03 831- 611367', 'FREITAG', 'Band', 'Live', '19.00', 'GAR', 'STOCK_', 'HARTHA', 'REMNEN', 'HEEGWEG', 'RENNSTRECKE', 'Diee']",0.5454545454545454,fancy,Limited Booze Boys FREITAG ab 19:00 Party + Live Band 21. STOCK CAR RENNEN HARTHA RENNSTRECKE HEEGWEG Betreutes Trinken LETZTES WE IM OKTOBER VERDÄCHTIG GUTE EVENTS 03 431 - 611 367
0037.jpeg,8,9,4,0.6225019592476488,0.7797619047619047,0.3705163043478261,0.2023809523809523,"['Iree AlJ', 'ANTIaS', 'Freiheit FÜR NANUK!', 'Keine AusLiEFERUnG VON', 'ANTIFAS NACH UNGARN!', ""16 M'kz"", '19 VHR | V-BHF TVRMsir| DEMO', '1', ""E4s'€ ,""]",0.5,fancy,FREE ALL ANTIFAS! FREIHEIT FÜR NANUK! KEINE AUSLIEFERUNG VON ANTIFAS NACH UNGARN! 18. MÄRZ 19 UHR | U-BHF TURMSTR | DEMO FREENANUK.NOBLOGS.ORG | BASC.NEWS
0039.jpeg,10,10,4,0.6315151515151516,0.8,0.3675324675324675,0.2,"['MhmA', '07Ey', '#free', '44', 'TAG DER', 'DEMO18032511992', 'POLiTiSCHEN', 'GEFANGENEN', 'BERUN', 'U-BHF TURMSTR']",0.4,fancy,VOM STAAT VERKNACKT UND TROTZDEM DA FREE ALL ANTIFA #FREE NANUK TAG DER POLITISCHEN GEFANGENEN DEMO BERLIN 18.03.25 19⁰⁰ U-BHF. TURMSTR.
0040.jpeg,9,13,9,0.1770746310219994,0.3042328042328042,0.8416485112563544,0.5925925925925926,"['SOLI-FESTIVAL', '1.', 'März 2025, 12', 'UNSERE', 'STIMMEN', 'SOLL MAN', 'HURENI', 'Mühlstrasse', 'e.V.', 'AMNESTY', 'Soziokulturelles Stadtteilzentrum Leipzig', 'INTERNATIONAL', '""0 Uhr']",1.0,fancy,"SOLI-FESTIVAL 1. März 2025, 12 - 0 Uhr UNSERE STIMMEN SOLL MAN HÖREN! Mühlstrasse 14 e.V. Soziokulturelles Stadtteilzentrum Leipzig AMNESTY INTERNATIONAL"
0041.jpg,12,12,10,0.2139249639249639,0.4833333333333333,0.781540000210077,0.5,"['SOWULRUMUIN TE JNCIF', 'Podium:', 'Martin Krauß', '(Sportournalist, {az)', 'Dr. Michela Wrong', '(briuische lournalistin)', 'Fabian Kunov', '(Moocralica)', 'Film: When we were Kings (1997)', 'Mo , 25. Nov , 19 Uhr', 'flabout blank', 'Markgrafendamm 24c, 10245 Berlin']",0.8333333333333334,fancy,"50 JAHRE RUMBLE IN THE JUNGLE Podium: Martin Krauß (Sportjournalist, taz) Dr. Michela Wrong (britische Journalistin) Fabian Kunow (Moderation) Film: When we were Kings (1997) Mo., 25. Nov., 19 Uhr ://about blank Markgrafendamm 24c, 10245 Berlin"
0043.jpg,8,13,4,0.5568181818181819,0.5625,0.45,0.375,"['STABIL', 'BLEIBEN', 'WIDERSETZEN!', 'ACTS!', 'UND', '11. JANUAR 2025', 'ALLE NACH RIESA', 'KUNDGEBUNG GEGEN AFD-PARTEITAG!', 'MASSENHAFT', 'UNd', 'DABEI:', 'LIVE', 'WEITERE']",0.5,fancy,STABIL BLEIBEN UND MASSENHAFT WIDERSETZEN! LIVE DABEI: ★ ZSK ★ UND WEITERE ACTS! 11. JANUAR 2025 • ALLE NACH RIESA • ▸ KUNDGEBUNG GEGEN AFD-PARTEITAG!
0044.jpg,6,10,2,0.7486111111111112,0.9583333333333334,0.2444444444444444,0.0416666666666666,"['Nicht OHNE UNs! DORTMUnd', 'jeden Samstag 14.30 Uhr', 'Willy-Brandt-Platz', '1', 'antikcrpur', 'Jerzf""', 'MJ00 Dorle', 'MnsEre', ')', '4']",0.3333333333333333,fancy,NICHT OHNE UNS! DORTMUND jeden Samstag 14:30 Uhr - Willy-Brandt-Platz UNSERE DEMOKRATIE IST INFIZIERT! antikörper JETZT!
0045.jpeg,15,30,8,0.5229588394062078,0.5888888888888888,0.4835185185185185,0.3777777777777778,"['ACHTUNG NEUE VERSAMMLUNGSFLÄCHE!', 'GROSSDEMO', 'nWir', 'KASSEL', 'do', 'Frühlingserwachen', 'Die', 'Welt steht auf', 'KARLSWIESE / ORANGERIE KASSEL', 'WELTWEIT', 'ALLE ZUSAMMEN', '1 TAG', '1 ZIEL', 'WELTWEIT', 'ALLE ZUSAMMEN', 'IN DER MITTE DEUTSCHLANDS', '20.03.2021', '12:00', '16:00 UHR', 'MIT ANSCHLIESSENDEM AuFZUG', 'werden', 'sein!""', 'ALLE _', 'statt', 'LIVESTREAMS', '#Zusammenhalt', 'ALLER', 'Spaltung', 'AUS', 'WELT']",0.5333333333333333,fancy,ACHTUNG NEUE VERSAMMLUNGSFLÄCHE! GROSSDEMO KASSEL Wir werden ALLE da sein!Frühlingserwachen – Die Welt steht auf! KARLSWIESE / ORANGERIE KASSEL WELTWEIT – ALLE ZUSAMMEN 1 TAG – 1 ZIEL WELTWEIT – ALLE ZUSAMMEN IN DER MITTE DEUTSCHLANDS 20.03.2021 12:00 – 16:00 UHR MIT ANSCHLIESSENDEM AUFZUG LIVESTREAMS AUS ALLER WELT #Zusammenhalt statt Spaltung
0046.jpeg,15,20,2,0.8894586894586894,0.9111111111111112,0.1056277056277056,0.0888888888888888,"['618', 'Pluzllel', 'TMoopfopungmonsel', 'Die beste (nicht)Karnevals', 'Kostüm Party Berlins', '01. MÄRZ 2025', 'AB 20 UhR', 'Lineuf', 'Dj', 'Projektraum', 'dj Tnifz', '(HafPy Haraone)', 'HermannnTRAkE 48', 'KostÜmoontent', '+PART/fEle', '""Vzikleidungzionjuwt ZgaLWaji', 'Ketohur', 'BreaKbeat)', 'Bann/', '(sFioy']",0.1333333333333333,fancy,h48 Plötzlich Meerjungmensch Die beste (nicht)Karnevals - Kostüm Party Berlins 01. MÄRZ 2025 AB 20 UHR PROJEKTRAUM HERMANNSTRABE 48 LINE UP DJ KETCHUP (SPICY BASS / BREAKBEAT) DJ TDIPPZ (HAPPY HARDCORE) +KOSTÜMWETTBEWERB +PARTYSPIELE *VERKLEIDUNG ERWÜNSCHT. EGAL WAS!
