file_name,Anzahl_EVENT_gt,Anzahl_EVENT_erkannt,Anzahl_TOPIC_gt,Anzahl_TOPIC_erkannt,Anzahl_DATE_gt,Anzahl_DATE_erkannt,Anzahl_TIME_gt,Anzahl_TIME_erkannt,Anzahl_LOC_gt,Anzahl_LOC_erkannt,erkannte_entities,nicht_erkannte_entities,Erkennungsrate_EVENT,Erkennungsrate_TOPIC,Erkennungsrate_DATE,Erkennungsrate_TIME,Erkennungsrate_LOC
0029.jpg,3,3,2,0,1,0,1,1,4,0,[EVENT] Kiezdemo; [EVENT] Kundgebung; [TIME] 13 Uhr; [EVENT] Aktionstag,[LOC] Zukunft am Ostkreuz; [LOC] Laskerstraße 5; [LOC] 10245 Berlin; [TOPIC] Gegen die Kündigung der Zukunft am Ostkreuz zum 31.03.22; [DATE] 13.11.; [LOC] Rudolfplatz; [TOPIC] Für Erhalt und langfristige Sicherung von kulturellen Zwischenräumen – fürs Ostkreuz und ganz Berlin,1.0,0.0,0.0,1.0,0.0
0030.jpg,1,1,2,1,1,1,1,1,2,2,[EVENT] KUNDGEBUNG; [TOPIC] GENUG MIT DER ANGST!; [LOC] Dresden; [LOC] Neumarkt; [DATE] 13.6.; [TIME] 16.30 Uhr,[TOPIC] SCHLUSS MIT CORONA!,1.0,0.5,1.0,1.0,1.0
0031.jpg,2,0,1,0,1,1,2,2,2,0,[DATE] 14.10.2021; [TIME] 18 UHR; [TIME] 20 UHR,[TOPIC] TECHNOPUNK GEGEN UNHALTBARE ZUSTÄNDE; [EVENT] DEMO; [LOC] HERMANNPLATZ; [EVENT] FAHRRAD-DEMO; [LOC] SCHILLINGBRÜCKE,0.0,0.0,1.0,1.0,0.0
0032.jpg,1,1,2,1,2,2,1,0,0,0,[EVENT] WORKSHOP; [TOPIC] Von der Uhr zur Kunst; [DATE] 16.01.; [DATE] 18.01.2025,[TOPIC] EINFÜHRUNG DADAISMUS; [TIME] 15 - 18:00 Uhr,1.0,0.5,1.0,0.0,0.0
0035.jpg,1,1,0,0,1,1,1,1,0,0,[EVENT] Starkbierfest; [DATE] 17.02.2024; [TIME] 20.00 Uhr,,1.0,0.0,1.0,1.0,0.0
0036.jpg,2,1,0,0,3,3,1,0,2,1,[DATE] FREITAG; [EVENT] Party; [LOC] HEEGWEG; [DATE] LETZTES WE; [DATE] OKTOBER,[TIME] 19:00; [EVENT] 21. STOCK CAR RENNEN; [LOC] HARTHA RENNSTRECKE,0.5,0.0,1.0,0.0,0.5
0037.jpeg,1,1,3,0,1,0,1,0,1,0,[EVENT] DEMO,[TOPIC] FREE ALL ANTIFAS!; [TOPIC] FREIHEIT FÜR NANUK!; [TOPIC] KEINE AUSLIEFERUNG VON ANTIFAS NACH UNGARN!; [DATE] 18. MÄRZ; [TIME] 19 UHR ; [LOC] U-BHF TURMSTR,1.0,0.0,0.0,0.0,0.0
0039.jpeg,1,1,2,0,1,0,1,0,2,0,[EVENT] DEMO,[TOPIC] FREE NANUK; [TOPIC] TAG DER POLITISCHEN GEFANGENEN; [LOC] BERLIN; [DATE] 18.03.25; [TIME] 19⁰⁰; [LOC] U-BHF. TURMSTR.,1.0,0.0,0.0,0.0,0.0
0040.jpeg,1,1,1,0,1,0,1,0,2,1,[EVENT] SOLI-FESTIVAL; [LOC] Soziokulturelles Stadtteilzentrum Leipzig,[DATE] 1. März 2025; [TIME] 12 - 0 Uhr; [TOPIC] UNSERE STIMMEN SOLL MAN HÖREN!; [LOC] Mühlstrasse 14,1.0,0.0,0.0,0.0,0.5
0041.jpg,1,1,1,0,2,0,1,1,2,2,[EVENT] Film; [TIME] 19 Uhr; [LOC] Markgrafendamm 24c; [LOC] 10245 Berlin,[TOPIC] 50 JAHRE RUMBLE IN THE JUNGLE; [DATE] Mo.; [DATE] 25. Nov.,1.0,0.0,0.0,1.0,1.0
0043.jpg,1,1,2,1,1,1,0,0,1,1,[DATE] 11. JANUAR 2025; [LOC] RIESA; [EVENT] KUNDGEBUNG; [TOPIC] GEGEN AFD-PARTEITAG!,[TOPIC] STABIL BLEIBEN UND MASSENHAFT WIDERSETZEN!,1.0,0.5,1.0,0.0,1.0
0044.jpg,0,0,3,0,1,1,1,0,2,1,[DATE] Samstag; [LOC] Willy-Brandt-Platz,[TOPIC] NICHT OHNE UNS!; [LOC] DORTMUND; [TIME] 14:30 Uhr; [TOPIC] UNSERE DEMOKRATIE IST INFIZIERT!; [TOPIC] antikörper JETZT!,0.0,0.0,1.0,0.0,0.5
0045.jpeg,1,1,5,0,1,1,1,0,4,4,[EVENT] GROSSDEMO; [LOC] KASSEL; [LOC] KARLSWIESE; [LOC] ORANGERIE; [LOC] KASSEL; [DATE] 20.03.2021,[TOPIC] Frühlingserwachen – Die Welt steht auf!; [TOPIC] WELTWEIT – ALLE ZUSAMMEN; [TOPIC] 1 TAG – 1 ZIEL; [TOPIC] WELTWEIT – ALLE ZUSAMMEN IN DER MITTE DEUTSCHLANDS; [TIME] 12:00 – 16:00 UHR; [TOPIC] Zusammenhalt statt Spaltung,1.0,0.0,1.0,0.0,1.0
0046.jpeg,3,1,0,0,1,0,1,0,2,0,[EVENT] Party,[DATE] 01. März 2025; [TIME] 20 UHR; [LOC] PROJEKTRAUM; [LOC] HERMANNSTRABE 48; [EVENT] KOSTÜMWETTBEWERB; [EVENT] PARTYSPIELE,0.3333333333333333,0.0,0.0,0.0,0.0
0047.jpg,1,1,3,0,1,1,1,0,2,2,[EVENT] JUBILÄUMSSHOW; [LOC] UBER EATS MUSIC HALL; [LOC] BERLIN; [DATE] 28.09.2024,[TOPIC] GOITZSCHE FRONT; [TOPIC] WILLKUER; [TOPIC] Berserker Berlin; [TIME] 18.30 UHR,1.0,0.0,1.0,0.0,1.0
0049.jpg,1,0,1,0,2,2,3,1,3,2,[DATE] Di.; [DATE] 31.12.2024; [TIME] 20 Uhr; [LOC] Bürgerhaus Dreieich; [LOC] 63303 Dreieich,[EVENT] Silvester; [TOPIC] Rock'n'Roll; [TIME] 20:30 Uhr; [TIME] 22:30 Uhr; [LOC] Fichtestr. 50,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666
0050.jpg,1,1,1,0,2,2,1,0,3,2,[EVENT] Versammlung; [DATE] Samstag; [DATE] 15. August; [LOC] Friedensengel; [LOC] Münchner Freiheit,[TOPIC] Miteinander zur Freude; [TIME] 17:30; [LOC] München,1.0,0.0,1.0,0.0,0.6666666666666666
0051.jpg,1,1,1,0,1,1,0,0,0,0,[DATE] 29.12.2023; [EVENT] SOLIPARTY,[TOPIC] FÜR MENSCHEN MIT FLUCHTGESCHICHTE,1.0,0.0,1.0,0.0,0.0
0052.jpeg,0,0,2,1,1,1,2,2,1,0,[DATE] 01.03.2025; [TOPIC] Gemeinsam gegen das Clubsterben; [TIME] 19 Uhr; [TIME] 20 Uhr,[TOPIC] Punk Against Gentrification; [LOC] SOLTMANN,0.0,0.5,1.0,1.0,0.0
0054.jpg,1,0,0,0,1,1,0,0,1,1,[LOC] FÜRSTENFELD; [DATE] 5. + 6. Januar 2025,[EVENT] Zaubervarieté,0.0,0.0,1.0,0.0,1.0
0055.jpg,1,1,2,1,1,0,1,0,2,2,[EVENT] Soliparty; [TOPIC] für Frauen auf der Flucht; [LOC] Markgrafendamm 24c; [LOC] 10245 Berlin,[DATE] 7.3.2025; [TIME] 23–7 Uhr; [TOPIC] Fascists not welcome!,1.0,0.5,0.0,0.0,1.0
0057.jpg,1,1,0,0,2,2,0,0,4,2,[EVENT] ZAUBERGALA; [DATE] 13. & 15.5.2022; [DATE] DI; [LOC] VERANSTALTUNGSFORUM FÜRSTENFELD; [LOC] STADTSAAL,[LOC] FÜRSTENFELD 12; [LOC] 82256 FÜRSTENFELDBRUCK,1.0,0.0,1.0,0.0,0.5
0059.jpg,1,1,0,0,1,0,1,0,3,1,[EVENT] COMEDY; [LOC] KUFA,[DATE] 8. März; [TIME] 19 Uhr; [LOC] Moabit; [LOC] BERLIN,1.0,0.0,0.0,0.0,0.3333333333333333
0060.jpg,1,0,1,0,1,0,1,0,2,0,,[EVENT] POETRY SLAM; [DATE] 26. April 2024; [TIME] 20.12 Uhr; [TOPIC] DAS GROSSE FINALE; [LOC] Bramfeld; [LOC] BIM Kulturzentrum,0.0,0.0,0.0,0.0,0.0
0061.jpg,1,0,2,1,1,0,1,0,1,0,[TOPIC] Freedom,[EVENT] Parade; [TOPIC] Die Verleihung der roten Clownsnase; [DATE] 01.10.2020; [TIME] 10:00 Uhr; [LOC] Schloss Bellevue,0.0,0.5,0.0,0.0,0.0
0062.jpg,2,2,1,0,1,1,1,0,6,4,[EVENT] LESECLUB; [EVENT] LESECLUB; [DATE] Montags; [LOC] Gymnasium Meiendorf; [LOC] Raum 804; [LOC] Kreuzbau; [LOC] Schierenberg 60,[LOC] B!M Kulturzentrum; [TOPIC] HORIZONTE ERWEITERN WELTEN ERLESEN; [TIME] 14.00 – 15.30 Uhr; [LOC] GYMNASIUM MEIENDORF,1.0,0.0,1.0,0.0,0.6666666666666666
0063.jpg,1,1,4,2,1,1,1,0,1,1,[EVENT] DEMO; [TOPIC] soziale Klima- und Energiepolitik; [TOPIC] gegen die European Gas Conference; [DATE] 28. März; [LOC] Stephansplatz,[TOPIC] STOPPT DIE GASLOBBY; [TOPIC] POWER TO THE PEOPLE; [TIME] 17:30 Uhr,1.0,0.5,1.0,0.0,1.0
0064.jpg,1,1,0,0,2,1,1,0,1,1,[EVENT] KIEZFEST; [LOC] KIEZKLUB; [DATE] Samstag,[DATE] 1. Juli 2023; [TIME] 14 – 18 Uhr,1.0,0.0,0.5,0.0,1.0
0066.jpg,1,1,1,1,1,0,0,0,2,1,[LOC] Fürstenfeld; [EVENT] Festival; [TOPIC] Zauberkunst,[LOC] Veranstaltungsforum Fürstenfeld; [DATE] 11. – 15. Mai 2022,1.0,1.0,0.0,0.0,0.5
0067.jpeg,2,2,1,0,1,1,1,1,3,2,[EVENT] Ausstellung; [EVENT] Fundraising Veranstaltung; [DATE] 15.03.2025; [TIME] 16Uhr; [LOC] Weitlingstr. 97; [LOC] 10317,[TOPIC] HEART OF GAZA; [LOC] Café Wostok,1.0,0.0,1.0,1.0,0.6666666666666666
0071.jpg,2,0,1,1,1,0,1,0,2,0,[TOPIC] Freedom,[EVENT] Parade; [EVENT] Großdemo; [DATE] 29. August 2020; [TIME] 11:00 Uhr; [LOC] Brandenburger Tor; [LOC] Siegessäule,0.0,1.0,0.0,0.0,0.0
0072.jpg,3,1,2,0,2,0,3,1,4,3,[EVENT] Kundgebung; [TIME] 17:00; [LOC] RIED IM INNKREIS; [LOC] Bahnhof Ried; [LOC] Bahnhofstraße 69,[EVENT] DEMO; [EVENT] LICHTERMEER; [TOPIC] ZUSAMMENHALTEN GEGEN RECHTS; [TOPIC] ZUM SCHUTZ UNSERER DEMOKRATIE; [DATE] MI.; [DATE] 14.2.2024; [TIME] 16:30; [TIME] 16:00; [LOC] Marktplatz Ried,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75
0073.jpeg,1,0,0,0,1,1,1,0,1,1,[DATE] 02.03.; [LOC] Rigaer Straße 94,[EVENT] Umsonst- flohmarkt; [TIME] 12⁰⁰ - 17⁰⁰,0.0,0.0,1.0,0.0,1.0
0074.jpg,1,0,1,0,1,1,1,0,2,2,[DATE] 16. November 2024; [LOC] NochMall; [LOC] Berlin-Reinickendorf,[EVENT] FESTIVAL; [TOPIC] ZERO WASTE FUTURE; [TIME] 13:00–18:00 Uhr,0.0,0.0,1.0,0.0,1.0
0075.jpg,2,1,0,0,2,1,1,0,1,0,[EVENT] Kinderdisco; [DATE] Friday,[EVENT] KINDERDISCO; [DATE] 26 APRIL; [TIME] 14:00 - 19:30; [LOC] S-Bahn Ostkreuz,0.5,0.0,0.5,0.0,0.0
0078.png,0,0,0,0,2,2,1,0,1,0,[DATE] sat; [DATE] 6.5.2023,[TIME] 2 pm; [LOC] ://about blank,0.0,0.0,1.0,0.0,0.0
0080.jpg,1,0,4,0,1,0,1,0,2,2,[LOC] Dornbirn; [LOC] Marktplatz,"[EVENT] DEMO; [TOPIC] Für Demokratie und Menschenrechte; [TOPIC] gegen Gedankengut, das die Demokratie zersetzt; [TOPIC] für das Gemeinsame in der Zivilgesellschaft; [TOPIC] Solidarität und Mitmenschlichkeit; [DATE] 18. Februar 2024; [TIME] 17:30 Uhr",0.0,0.0,0.0,0.0,1.0
0081.jpg,1,0,0,0,2,1,1,0,3,2,[DATE] Fr; [LOC] 10245 berlin; [LOC] s-bhf ostkreuz,[EVENT] KINDERDISCO; [DATE] 21·04·23; [TIME] 14–19 Uhr; [LOC] markgrafendamm 24c,0.0,0.0,0.5,0.0,0.6666666666666666
0082.jpg,1,1,1,0,2,2,1,1,3,0,[EVENT] Demo; [DATE] Sa; [DATE] 24.2.; [TIME] 14h,[TOPIC] Der Görli bleibt auf!; [LOC] Wrangelkiez; [LOC] Platz ohne Namen; [LOC] Falckensteinst. 1A,1.0,0.0,1.0,1.0,0.0
0086.jpg,1,1,1,0,2,1,1,0,2,1,[EVENT] Kundgebung; [DATE] SAMSTAG; [LOC] STIFTSPLATZ,[TOPIC] EINEN STATT SPALTEN; [DATE] 08.08.; [TIME] 16-18 Uhr; [LOC] Kaiserslautern,1.0,0.0,0.5,0.0,0.5
0089.jpeg,2,2,1,0,1,0,1,0,3,3,[EVENT] KUNDGEBUNG; [EVENT] AUFZUG; [LOC] FRIEDRICHSPLATZ; [LOC] KASSEL; [LOC] FRIDERICIANUM,[TOPIC] Grundrechte gelten!; [DATE] 15. JANUAR 2022; [TIME] 15:30 UHR,1.0,0.0,0.0,0.0,1.0
0090.jpeg,1,0,1,0,1,1,1,0,2,2,[DATE] 20.11.2021; [LOC] Fulda; [LOC] MAGDEBURG,[EVENT] WORLD FREEDOM DAY; [TOPIC] Die Welt steht auf; [TIME] 12:00 - 16:00 UHR,0.0,0.0,1.0,0.0,1.0
0091.jpg,2,0,0,0,2,0,0,0,3,0,,[EVENT] Festival; [EVENT] 27. Bike & Rock Festival ; [DATE] 08. - 11. August 2024; [DATE] 2. August Wochenende; [LOC] Limberg; [LOC] Cottbus; [LOC] Vetschau,0.0,0.0,0.0,0.0,0.0
0093.jpg,1,0,0,0,2,1,1,0,6,1,[DATE] Sa; [LOC] Johannisthal,[EVENT] SOMMERFEST; [DATE] 3. Sept.; [TIME] 14–19 Uhr; [LOC] KIEZKLUB; [LOC] Rathaus; [LOC] Sterndamm 102; [LOC] 12487 BERLIN; [LOC] Innenhof,0.0,0.0,0.5,0.0,0.16666666666666666
0094.jpg,1,0,1,0,1,1,1,0,1,0,[DATE] 26.04.2020,[EVENT] Trauerfeier; [TOPIC] für unsere geliebte Demokratie; [TIME] 12:00 - 19:00; [LOC] Mariannenplatz,0.0,0.0,1.0,0.0,0.0
0095.jpg,2,1,1,0,1,0,0,0,1,0,[EVENT] LESEPERFORMANCES,"[EVENT] Releaseparty; [TOPIC] POPkultur, Feminismus, Change und so; [DATE] 12.8.; [LOC] ://aboutblank",0.5,0.0,0.0,0.0,0.0
0096.jpg,0,0,2,0,1,1,0,0,2,1,[DATE] 25. April; [LOC] Volksbühne,[TOPIC] FEIER WAS DU LIEBST; [TOPIC] Für René; [LOC] Rosa-Luxemburg-Platz,0.0,0.0,1.0,0.0,0.5
0097.jpg,1,1,2,0,1,1,1,1,1,0,[EVENT] Veranstaltung; [DATE] 13.12.2024; [TIME] 20 Uhr,[TOPIC] UNTERM TECHNO LIEGT DER PUNK; [TOPIC] Welche Rolle spielen emanzipatorische Subkultur & Bewegung in Ostdeutschland?; [LOC] :// about blank,1.0,0.0,1.0,1.0,0.0
0098.jpg,1,1,1,0,2,1,1,0,0,0,[EVENT] benefizveranstaltung; [DATE] montag,[TOPIC] STAAT. NATION. KAPITAL. SCHEISSE.; [DATE] 2. oktober 2023; [TIME] 18:00 uhr,1.0,0.0,0.5,0.0,0.0
0099.jpg,1,0,1,0,1,0,1,0,2,1,[LOC] Roter Salon,[EVENT] PUNK Abend; [TOPIC] Vergessene Arbeitskämpfe; [DATE] 29.09.; [TIME] 21 Uhr; [LOC] VOLKSBÜHNE,0.0,0.0,0.0,0.0,0.5
0100.jpg,1,1,0,0,1,0,1,1,1,1,[EVENT] FAMILIEN-FLOHMARKT; [TIME] 10 - 14 Uhr; [LOC] Paul-Schneider-Grundschule,[DATE] 25.05.24,1.0,0.0,0.0,1.0,1.0
0101.jpg,1,1,0,0,2,2,1,1,3,3,[EVENT] Stolpersteinverlegung; [DATE] Freitag; [DATE] 28. Mai 2021; [TIME] 17 Uhr; [LOC] Alt-Hohenschönhausen; [LOC] Suermondtstraße 46; [LOC] 13053 Berlin,,1.0,0.0,1.0,1.0,1.0
0103.jpg,0,0,6,1,1,0,1,0,1,0,[TOPIC] Zeigt Eure Künste!,[TOPIC] RAUS AUS DER DOSE!; [TOPIC] Der Rückzug ins Digitale ist keine Alternative!; [TOPIC] Deine Meinung ist relevant!; [TOPIC] Kunst ist relevant!; [TOPIC] Erhebt Eure Stimme!; [DATE] 17.05.2020; [TIME] 14–18 Uhr; [LOC] Mariannenplatz,0.0,0.16666666666666666,0.0,0.0,0.0
0104.jpg,1,1,0,0,1,0,1,0,4,4,[EVENT] WEIHNACHTSBAZAR; [LOC] Kiezklub; [LOC] Rathaus; [LOC] Johannisthal; [LOC] Sterndamm 102,[DATE] 3. Dez.; [TIME] 14–19 Uhr,1.0,0.0,0.0,0.0,1.0
0106.jpg,1,1,2,0,2,1,1,0,3,1,[EVENT] Gegenprotest; [DATE] jeden Samstag; [LOC] Karl Liebknecht Haus,[TOPIC] KEINE QUERFRONT AUF DEM ROSA-LUXEMBURG-PLATZ!; [TOPIC] Kein Platz für Nazis!; [DATE] 1. Mai; [TIME] 15 Uhr; [LOC] Rosa-Luxemburg Platz 1; [LOC] 1312 Berlin,1.0,0.0,0.5,0.0,0.3333333333333333
0108.jpg,2,1,0,0,1,1,0,0,2,1,[EVENT] Konzert; [DATE] 30.06.18; [LOC] VOLKSBÜHNE,[EVENT] Record Release Konzert; [LOC] Rosa- Luxemburg- Platz,0.5,0.0,1.0,0.0,0.5
0110.jpg,0,0,1,0,1,0,1,0,1,1,[LOC] MARKGRAFENDAMM,[TOPIC] A100 WEGBASSEN!; [DATE] 2.9.; [TIME] 14°°–22°°,0.0,0.0,0.0,0.0,1.0
0111.jpg,1,1,1,0,2,1,1,1,3,2,[EVENT] Kinodokumentation; [DATE] Mo.; [TIME] 19 Uhr; [LOC] Markgrafendamm 24c; [LOC] 10245 Berlin,[TOPIC] 50 JAHRE RUMBLE IN THE JUNGLE; [DATE] 25. Nov.; [LOC] //:about blank,1.0,0.0,0.5,1.0,0.6666666666666666
0112.jpg,3,0,1,0,2,2,2,1,1,1,[DATE] FREITAG; [DATE] 20.09.19; [TIME] 15:00 UHR; [LOC] BERLIN MITTE,[EVENT] RAVE; [EVENT] AUFSTAND; [EVENT] GLOBAL STRIKE; [TOPIC] NO FUTURE NO DANCEFLOOR; [TIME] 12:00 UHR,0.0,0.0,1.0,0.5,1.0
