gt_lines,ocr_lines,matched_lines,mean_cer,mean_wer,file_name,ocr_easyocr_clahe
10,27,6,0.43000000000000005,0.6,0099.jpg,"['Hergesseze', 'Arbeitskämpfe', 'Roter Salon', '29', '04', '21', 'EAT', 'Lipsrick +', 'Wer:', 'arbeitskaempfe@volksbuehne-berlin.de', 'PUNX', 'Abend', '8€', 'Yhtritt', 'VOLKSBUHNE', 'Wann:', 'Ttenal>', '29. 04', 'in der', 'arbeitskaempfe@', 'volksbuehne-berlin.de ', 'Ux', 'de', ""'berli"", 'volksbuehne-', '4', 'L"" > \'']"
8,18,5,0.4548491379310345,0.6375,0112.jpg,"['Cl', 'HAUPTSACHE', 'ES KMALLT?', 'ICKERN', '<H<', 'the un', '{HSmius', 'NOFUTURE_NO DANCEFLOOR;', 'FREITAG, 20.09.19', 'ÜBERALL', 'BERLIN MITTE & ÜBERALL', 'Rqu', 'GEN', 'SISMUS ', 'wakinglife', 'BERLIN MITTE &', 'UxR', 'RAVE']"
12,55,7,0.4323361823361824,0.5138888888888888,0106.jpg,"['\'NICHT OHNE UNS ""?', 'OHNE UNS!', 'Seit nunmehr vier Wochen demonstrieren Neurechte;', 'Verschwörungsideolog*innen und Teile der rechtsradikalen und völ-', 'kischen Szene auf dem Rosa-Luxemburg-Platz unter dem Banner ,Hygie-', 'nedemo"" , organisiert von der', 'deren Initatoren sich in einem Interview vor dem', 'schistischen; anarcha-queer-feministischen Menschen zur Verteidigung', 'und', 'Kreativer Kontaktloser Gegenprotest:', 'vor dem', 'Karl Liebknecht Haus', 'um 15Uhr', 'jeden Samstag', '[#antifaarea', 'und am 1.Mai', 'seid kreativ laut und bunt!', '4', 'Kommunikationsstelle Demokratischer Wi-', 'nedemo', 'deren Initiatoren sich in einem Interview vor dem Reichstag', 'mit wehenden Deutschlandfahnen erklären. Wir rufen deshalb alle antifa-', '1312 Berlln', 'Plalz', ""Nazis'"", 'kischen Szene auf dem Rosa-Luxemburg-Platz unter dem Banner', 'Hygie-', 'nedemo', 'organisiert von der', '2', 'Luxemburo Plalz', 'Kn', 'schistischen', 'anarcha-queer-feministischen Menschen zur Verteidigung', 'des', 'Karlo Krowall', 'Ros', 'völ-', 'mit wehenden Deutschlandfahnen erklären', 'Wir rufen deshalb alle antifa', '<', 'VISdP', 'und am', '1.Mai', 'kischen Szene auf dem Rosa-Luxemburg', 'Platz unler dem Banner', 'Reichstag', 'des Rosa-Luxemburg-Platzes', 'der Volk sbühne auf', 'des Rosa-Luxemburg-Platzes und der Volksbühne auf.', 'anarcha', 'queer-feministischen Menschen zur Verteidigung', '#', 'mit', 'ehenden Deutschlondtahnen eiklaren']"
8,39,2,0.7613636363636364,0.7916666666666667,0113.jpg,"['9', 'MAI', 'NIE', '79', 'DEMONSTRATION / BERUN', 'WIEDER', 'FASCHISMUS!', 'NIE', 'WIEDER', 'KRIEG!', 'FASCHISMUS!', 'KRIEG!', 'NIE', 'NIE', ""'BERUN"", 'DEMONSTRATION ,', 'FRIEDRICHSTR:', 'S&U-BHF', '17.30', ') Befreiung', 'infrstand', '9. MAK', '1', 'SIEGES', 'OBER', 'DEMONSTRATION', ') BEFREIUMG ', '(', 'FRIEDRICHSTR', 'WIEDFa', 'W', ""'BERUN"", 'UND', 'R', '2', '9. MAI', '9', '22', '9. Ma}']"
12,30,9,0.35714285714285715,0.4444444444444445,0131.jpeg,"['GENOCIDE', 'STARTS HERE!', 'KUNDGEBUNG', 'MI, 05.03.2025', '12:00', 'UHR', 'ECKE TAUENTZIENSTR./', 'MARBURGER STR., 10789', 'BERLIN', 'GRIEYING DOVES', 'STOP ARMING', 'SHUT', 'ISRAEL', 'FÜR ISRAEL', 'R ISRAEL', 'DOWN', 'STARTS', 'HERE!', 'MI,', '05.03.2025', 'WAFFEN', 'ECKE', 'TAUENTZIENSTR./', 'ElxIT', 'BENOCIDE 8TARTS', 'MARBURGER', 'STR', '10789', '9', '2025']"
8,20,7,0.13257575757575757,0.15,0127.jpeg,"['Thema: Unser Verständnis vom', 'Diskussion und gemeinsames Essen', 'im ""Maggie', 'ab', 'im ""Maggie"" Frankfurter Allee 205', 'Solidarischer', 'Stammtisch', 'und unser Umgang damit', 'am', 'bealin', 'Frankfurter Allee 205', 'Patriarchat', 'Dienstag;', 'Urs:', 'ahdr', 'und unser', 'Umgang damit', '205', '2e', 'Esseni']"
11,13,8,0.3292647310593472,0.5227272727272727,0098.jpg,"['eine', 'benefizveranstaltung', 'von :llabout blank und', 'b3rlin', 'MOVING', 'BEYOND', 'HOPE', 'antinationale amplitude wider die großwetterlage', 'montag, 2.oktober 2023, 18,00 uhr', 'SCHEISSE', 'top', 'benefizveranstaltung von :labout blank und top b3rlin', 'STAAI']"
9,14,9,0.02670790538437597,0.1759259259259259,0170.jpeg,"['fembi', 'Plakate malen fur', 'den feministischen', 'Kampftag!', 'Am 04 März 2025', 'Ab 19.30 Uhr', 'im Cafe Cralle', 'Hochstädter Str.10a,', '13347 Berlin-Wedding', '13347', 'Berlin-Wedding', 'Cafe Cralc', 'Plakate M2""', 'Marz 227']"
12,13,11,0.14820041816009558,0.625,0063.jpg,"['DEMO', 'STOPPT DIE', 'GASLOBBY', 'soziale Klima- und Energiepolitik', 'gegen die European Gas Conference', 'TOTHE', '28 März', '17830 Ubr', 'Stephansplatz', '@systemchange not climatechange', 'POER', 'RopLe', 'Enorglopolhlk']"
6,22,5,0.18675254965110036,0.6083333333333333,0117.jpg,"['Bündnis gegen Verdrängung und', '00', '#Mietenwahnsinn', '0 0', 'www.mietenwahnsinn info', 'DIE MIETE', '00', 'ISTZU', 'HOCH!', 'Samstag 01.Juni 2024', '14.00 Uhr Potsdamer Platz', 'Demos', '0 0', 'Demo, Samstag 01.Juni 2024', 'WWW', 'mietenwahnsinn.info', '5', '2', '164', '82', '8', '6']"
12,38,8,0.38813236795692946,0.7083333333333334,0103.jpg,"['17.05.2020', '14-18 Uhr', 'Mar iannenplatz', 'ins Digitale', 'Alternative!', 'Deine Meinung ist relevant !', 'Kuns t', 'ist relevant!', 'Zeigt Eure Künste!', 'Eure', 'Das Mikrofon steht', 'Euren Redenund', 'Darbietungen offen', 'WWW', 'aktion-eigensinn.net', 'ist', 'relevant !', 'Der Rückzug', 'ist keine', 'WWW . akt ion-eigens', 'Deine Meinung ist', 'relevart !', '14 -18', 'Uhr', 'is t', 'keine', 'Erhebt', '2', 'Das Mikrofon', 'Euren', 'Darbietungen', 'is t', 'S:', 'Zeigt Fure', '2', '[:s', 'anenpla tz', 'Zcigt']"
15,31,9,0.4584662084423357,0.6055555555555555,0116.jpg,"['AKTIONSBÜNDNIS', 'KARLSRUHE', 'DEMOKRATIE neu denken!', 'Verschiedene Rede- & Musikbeiträge', 'Meditation', 'LiveStream', 'https:llnetzwerk-demokratie org', 'SAMSTAG', '08.08.20 | 1230-18 Uhr', 'Günther-Klotz', 'in Karlsruhe', 'Peace', 'Ettlinger', 'Selber', 'QUERDENKEN', 'NETZWERK', 'Beasve', 'Gruppe', 'freundlich;', 'mit', 'bereich', 'Anlage', 'denken', ""Stay '"", 'Günther-Klotz Anlage', 'Verschiedene Rede -', 'Musikbeiträge', '08.08.20', '1230-18 Uhr', 'Free!', '20']"
8,24,6,0.32938596491228067,0.3333333333333333,0018.jpeg,"['KUNDGEBUNG &', 'AUFZUG DURCH', 'KASSEL', '4', 'Nein zur Impfpflicht!', 'Ärzte sprechen Klartext!', 'JANUAR', '2022', '14.00 UHR', 'KÖNIGSPLATZ', 'KASSEL', 'FREIE BÜRGER', 'KASSEL', '29', 'JANUAR 2022', 'KÖNIGSPLATZ KASSEL', 'UHR', 'AUFZUG DURCHKN', 'VA', 'KA', '0', 'Impfpflicht', 'her K', '2']"
13,31,7,0.4843850999315639,0.6185897435897437,0062.jpg,"['Kultur-', 'Sei', 'DABEi', 'LesecLuB', '15.30 Uhr', 'für alle Kinder zwischen 9 und 12 Jahren', 'im Gymnasium Meiendorf; Raum 804, Kreuzbau; Schierenberg', 'G Y M', 'NIAIS', 'M', 'Stiftung Lesen', 'MEMENDOR', 'Leseclubs', 'BIM', '40ja', 'LESECLUB', 'Montags von 14.00', '=', 'HoRiZONTE', 'ERWEITERN', 'M E', 'ENDORF', '60', 'Montags von 14.00 - 15.30 Uhr', '8', ':', 'G Y MNAIS', 'M', 'M E | @ND', ""WELTEN 'ERLESEN."", 'R']"
10,13,9,0.1448464912280702,0.4,0074.jpg,"['ZEROWASTE', 'FUTURE', '7', 'Null Verschwendung', 'Volles Programm', '16. November 2024', 'Komm', '13.00-18.00 Uhr', 'vorbei!', 'NochMall; Berlin-Reinickendorf', 'FI', '1800', '1 ~']"
7,18,1,0.8571428571428571,0.8571428571428571,0060.jpg,"['poetry', 'B""B', '2 (', 'Arit', '20 24 ,', '20.12 Unhr', 'das Grosse FINALE', 'Eine Kooperation von', 'Brakula', ""B'M"", 'Kultur -', 'Aprik 2024,', 'BB', '2012', 'KulTour', 'B', '87', 'auf']"
15,15,15,0.016666666666666666,0.03333333333333333,0128.jpg,"['Transferale', 'Das Wissenschafts-', 'Festival für Klima und', 'Gesundheit', 'Zukunft im', 'Stadtumdrehen', '25.09.', '27.09.2024', 'Zukunft', 'im Kulturquartier', 'findet', 'silent green', 'Stadt', 'für ein resilientes Berlin', 'Das Hochschulnetzwerk']"
5,16,5,0.05,0.2,0100.jpg,"['12,8', 'FAMILIEN-FLOHMARKT', 'in der', 'Paul-Schneider-Grundschule', 'PAULI', '10', '2', '14 Uhr', '10 - 14 Uhr', '25,05,24', 'Schneider (', '1', 'FAMILIEN -F', '0-MA <', 'AMI', ""'""]"
8,32,2,0.8283492822966507,0.9107142857142857,0114.jpg,"['RN', 'BE', '<', '2', 'Iyrasie', 'SA. 15.JULI', '14.30 UHR THEODOR-HEUSS-PLATZ', 'CA. 16.00 UHR - OLYMPIASTADION', 'MUSIK', 'Cs}', '2', '|', 'CA', 'S* `', '<', '<', '<', 'IN', 'M', '9', '2', '2', '&', '<', '4', 'Ria', 'BRAN', '@MP', 'R', 'OLYMPIASTADJON', '2', '9']"
5,5,4,0.24285714285714283,0.3,0115.jpg,"['save blank? blank safe!', '16.11.2024 ab 20 Uhr', 'soliparty gegen das klima der angst', 'slabout blank', 'I']"
13,104,5,0.6517338496743531,0.6945701357466063,0101.jpg,"['Stolpersteinverlegung', 'in', 'Alt-Hohenschönhausen', 'Blume Luise Albers g0b. Chassin, ', '22,12.1878 in Smolensk', 'Musikalische Begleitung: Johann-Vincent Slawinski', 'Blume Luise Albers war mit dern deutschen Beamten Steu -', 'erfolgte am 2212', 'In Windhuk (Deutsch-Sudwest-Afrika)', 'im Standesamt Windhuk mit der Nr 63', 'Hohenschonhausen', 'Benzug noch 1927 als Baustelle eingetragen;', 'Suermondt war Mitbegründer der Grunderwerbs- und', 'bauen ließ und auch', 'wclchedieHausci', 'warMit der', 'einer Küche. Blume Albers war Hausfrau.', 'Alhers', 'als', 'usste', 'Zwangsarbeit leisten', 'Freitag,', 'geb', 'Blumc', 'am', '2021', 'Suermondtstraße 46, 13053 Berlin', 'Blume Luise Albers', 'mit dern deutschen Beamten Steu -', 'erfolgte am 22.12.1913 in Windhuk (Deutsch-Sudwest-Afrika)', 'RS', 'Das Paar lebte in', 'in der Suermondtstra-', 'Eigentumer', 'Fertigstellung der Wohnungen bezog das', 'das', 'Oskar Albers verstarb am', '1943', 'September 1943 wurde', 'Thereslenstadt deportiert;', 'Drel Monate spater am 1. Dezember 1943 wurde sle von Theresienstadt nach Ausch-', 'wltz deportlert und dort ermordet', 'War', 'bezog', 'Pad', 'Fertigstellung der Wohnungen', 'Ehepaar Albers Ihre Wohnung im parterre Die Wohnung bestand aus zwei Stuben und', 'Kuh', 'Blume Albers war Hausfrau .', 'Am', 'WILZ', ""'Hohenschönhausen"", 'Blume Luise Albers', 'Chassin,', 'Gehirnschlag Frau Luisc Alhers war danzch bis', 'Im Berliner Adressbuch', 'Luise', 'Alterstransport von dem', 'deportiert,', 'Oskar', 'LUISE', 'Suermondt war', 'Mitbegründer der Grunderwerbs- und', 'Theres', 'von dem', 'Drei Monate spater', 'Dezember 1943 wurde sle von Theresienstadt nach Ausch -', 'ia Alt', 'Ehepaar Albers Ihre Wohnung', 'an einem Gehirnschlag Frau Luisc Albers war danach bis 1943 im Berliner', 'Adressbuch', 'Dezcmber', 'am 22.12.1878 in', 'Smolensk', 'Eheschließung', ""Hohenschonhauscnin del Suermondisl' ="", 'Bugesellschal in Hohenschonhausen', 'Eigerrumer war Mitder Fertigstellung der Wohnungen', 'Haushrau.', 'den Pankower Helmstatten', 'den 28 . Mai', ';', ""'11:"", ""L' , -"", 'Ld', '5201', 'Albers', 'Musikalische Bevh', 'gemeinsamen Wohnung lJut Urkunde', ',', 'den', 'Mai', '2', 'Jiwitz', 'Oskar Albers', '{ -', '143', '2nei', 'nach Ausch', '17 Uhr', '46, 13053 Berlin', '4l', '2', '\'""  `']"
10,10,9,0.1829804804804805,0.545,0129.jpg,"['#Berlinlstkultur', 'DEMO', 'GEGEI DIE KÜRZUNGEN IM KULTURBEREICH!', 'VOLKS', '13.11', 'Brandenburger Tor', '10.00', 'Platz des 18. Ilärz', 'BUHNE', '13.11.  Brandenburger Tor']"
8,13,7,0.1806818181818182,0.3958333333333333,0147.jpeg,"['Input + Diskussion nach den Bundestagswahlen:', 'Rassismuss Abschiebung', 'und Gewalt', 'Wehren wir uns:', '01.03.', '18.00 Uhr', 'Komsukeller', 'Kottbusser Straße 4/5', 'Input', 'Diskussion nach den Bundestagswahlen:', 'ZORA', '4', '2']"
6,19,4,0.4617322291235335,0.7194444444444444,0061.jpg,"['Freedom Porade', 'Die Verleihung der roten', 'hase', 'anDrDrosten', 'P', '1', '01.40.2020 ab AO:ODUhr', 'Vorm', 'Schloss Belkve', 'Clounsi', 'Ftre', 'Die Verleihung de roten Clounsnase', '8', '01.40.2020', 'AO:OOUhr', 'ab', 'Jurch Captain', 'Clounsnase', 'Droste']"
6,16,2,0.7845643939393939,1.0,0075.jpg,"['1', 'WDERDiSCo', 'KIMDERDiSco', 'Aes:', 'Kinderdisco', 'S 6', 'MY', 'Heart', '7', 'MY Heart', 'Fri', '7400-', ""'lAbovt BlanX-SBqhn OstKrevz"", '7400-782-', '78', 'Qwens']"
12,24,7,0.4918263368087312,0.6853174603174602,0049.jpg,"['Manu', 'copuslonde', 'DI 31122024', 'Beginn 20.30 Uhr (Einlass 20 Uhr)', 'Eintritt; 25 € + VVG | Suäteinlass (ab 22.30 Uhr nur Abendkasse): 15 €', 'M', 'Bürgerhaus Dreieich', 'DREIEICH', 'Fichtestr: 50 | 63303 Dreieich', 'BOPPINB', 'Tanzratte', 'i', 'Kaler', '@@r', 'KU', 'Inlos', '3112.2024', 'L-', 'E', 'Fichtestr: 50', '63303 Dreieich', '~cg', '142024', '244']"
10,17,9,0.17653834926431772,0.30952380952380953,0012.jpg,"['NICHT OHNE UNS!  Europe', 'in Berlin 29. August', 'Parade und Kundgebung fur das Grundgeset,', 'und eine Basis-Demokratische Wende', 'Saturday, the 29.8.2020', 'Berlin invites Europe', 'Nicht Ohne Uns', 'NICHT', 'In Berlin 29', 'Bdemo mit bis zu 5.000.000 Tailnehmern', 'Auqusi ?020? GroPdema mi', 'DESOKRATISCHER', 'NICHT OHNF UNS', 'in Berlin 29. August 20202 GroBdemo mit bis zu 5.000.00O Teilnehmern', 'a', 'Tcilnghmern', '2']"
8,6,5,0.44286616161616166,0.6875,0006.jpg,"['DIE STADI', 'GESTOHLEN', '@EBTSIE', 'WIEDERHERI', 'DEMO GEGEN GENTRIFIZIERUNG', 'I']"
8,10,8,0.1658685064935065,0.9166666666666666,0210.jpg,"['PATRIARCHY /', '14:00-20;00', 'START: STRALAUER PLATI', 'AFTERPARTY', '4GAINST', '(OSTBAHIHOF)', 'DEHO 08.03.2024', 'SPUURE', 'SBLOTURE', '802']"
26,52,22,0.18835470085470085,0.28846153846153844,0204.jpg,"['Friedrichshain', 'Forckenbeckplatz', 'Berlin', 'es', 'reicht:', 'statt', 'sterben', 'power', 'Faschismus', 'tötet', 'nun', 'OPEN MIC', 'optional ANONYM', 'widersetzen!', 'Gruppe', 'NETZWERK', 'ORDNER*INNEN', 'UND', 'REBELLION', 'AWARENESS', 'GESUCHT', 'GENERATION', 'Forckenbeckplatz', '(Start)', 'über', 'Rigaer', 'sowie', 'Frankfurter', 'Tor', '(Zwischenkundgebung) zum Mariannenplatz (Abschlusskundgebung)', 'Neuwahler', 'erstrecht:', 'klima', 'kämpfen', 'statt', 'transfeindlichkeit', 'Hetze', 'tötet', '1400 Uhr', '16.11.', 'whata', 'BUND', 'TuRe', 'cluhliebe', 'Logo', '!', '1', 'Berlin', 'Qucrs', '5', '16.', 'nnnn']"
13,29,4,0.7684194524011457,0.9487179487179487,0238.jpg,"['A8.00', '00 FLINTA', 'CAFE', 'welcoh', 'Bernkastelerst.78', '23.', '00', 'FARTY', '28@', '23.', 'BLEIBERECHTSKXMIPF', 'TEN', '00', 'Oh', 'open', '#NTENSINE SNARE UNIT*', '20.', '13', '0', 'Er', 'BLEIRER', ""'ECHTSMXMIPF"", '78', 'Berlin7', 'TKEM', '23.00 all_', '20', 'SNARE UNIT*', 'BLEIDERECHTSKXMIE']"
8,8,8,0.012092074592074592,0.10416666666666666,0166.jpg,"['WORKSHOP:', 'HOW TO KULTURFÖRDERUNC', 'WITH KAROLINE LUCKS', '10179 Berlin', 'CLUBCOMMISSION', 'CLUB CULTURE HUB', '12.03.25 16-19', 'Clubcommission Office; Brückenstraße ],']"
13,41,10,0.26488294314381267,0.34615384615384615,0172.jpg,"['Stadtlauf', 'STÄRKE', 'ZEIGEN', 'GEMEINSAM', 'GEGEN', 'GEWAGT', 'AN', 'FRAUEN', '6 km', '2016', 'Hanau', '17 Uhr', 'Marktplatz', '16. September', 'wwwhanauerstadtlauf.de', 'GOODYEAR DUNLOP', 'BARMER', 'umicore', 'HSB', 'Main-Kinug', 'SWH', 'Stadtwerke Hanau', 'MKK', '00000', 'Stauf in', '2016', 'Markts', '(EV', 'GEK', '6', '1', ""'T"", ')', '5:', 'Ner', 'STÄRKE ZEIGEN', ':s:', '197', '(', 'Suu', ';']"
8,9,8,0.010416666666666666,0.041666666666666664,0199.jpg,"['RECHTEN MARSCH', 'SCHIFFBAUERDAMM 1', 'AB 11.30 UHR', 'AfD', 'FÜR EINE VIELFÄLTIGE', 'UND SOLIDARISCHE GESELLSCHAFT!', 'STOPPEN!', 'DURCH MITTE', 'SAMSTAG, 22.02.25']"
9,18,7,0.2676626206037971,0.34444444444444444,0198.jpg,"['ZEIT ZU HANDELN', 'AFD-WAHLPARTY STORENI', ""Fc'"", 'A', 'SONNTAG, 23.2.', 'WAHLTAGPROTEST', '15.30 UHR SAMMELPUNKT', 'Eingang Gesundbrunnen Center', 'queerfeministisch', 'antirassistisch', 'klassenkämpferisch', '15.30', 'UHR SAMMELPUNKT', 'ZEIT ZU', 'HANDELN', ""antifaschistisch ' queerfeministisch"", 'klimagerecht', 'antifaschistisch']"
10,12,10,0.014285714285714285,0.1,0173.jpg,"['0', 'DEMONSTRATION', 'FÜR DIE', 'AUFNAHME DER', 'MENSCHEN', 'AN DER POLNISCH', 'BELARUSSISCHEN', 'GRENZEI', '14. NOVEMBER', '14 UHR', 'BRANDENBURGER TOR', '0 >']"
11,19,10,0.12719876888730106,0.3060606060606061,0167.jpg,"['BIM', 'Kultur-', 'Flutopfer-Stiftung', 'von 1962', '{uf Kullour', 'Samstag . Saturday', '08.07.2023', '14.00', '17.00', 'Seniorenzentrum Nordlandweg', 'Nordlandweg 110 . 22145 Hamburg', 'Kinderfest', 'Childrens festival', '418', '14.00 - 17.00', 'Samstag . Saturday . Cys6ora', 'Nordlandweg 110', '22145 Hamburg', ""' ,""]"
11,20,4,0.7343434343434345,0.9090909090909091,0239.jpg,"['8€', 'Abend', 'Roter', 'Salon', 'Eintritt:', 'Wannz', 'CoLole', 'arbeitskaempfe@volksbuehne-berlin-de', 'PUN', '94', '4', 'Wer:', 'ZLu#2', '4', 'der', 'in', 'MOLKSBUANE', '492', '44', 'Derlin de']"
10,33,8,0.21109744738929156,0.28119047619047616,0205.jpg,"['ZEIT ZU HANDELN', 'Die AfD-Party zur Landtagswahl versauen!', 'GLOBAL', 'STRIKE LOCAL!', 'THINK', 'Solidarisch gegen den Rechtsruck', 'antifaschistisch - queerfeministisch - klassenkämpferisch  klimagerecht', 'Kundgebung 1420 Uhr', '16 Uhr', 'RB 21)', '22.09.2024', 'Potsdam', 'GOR', ""Po'sa"", 'Potsdam Hbf:', 'Demo gegen die AfD-Wahlparty', 'Bhf. Potsdam-Marquardt', 'Anreise aus Potsdam: 15.36 Uhr', 'Hbf. (Gleis 1', 'Anreise aus Berlin: 13.21 Uhr | Ostkreuz (Gleis 5 S7)', 'Anreise aus Potsdam: 15.36 Uhr | Hbf. (Gleis 1 | RB 21)', 'Fondam', 'am', 'kmagerecht', '16 Uhr | Bhf Potsdam-Marquardt', '2', 'antifasdis#', 'THINK GLOBAL', 'f', 'Anreise aus Potsdam: 15.36 Uhr | Hbf. (Gleis 1', '5u', 'Ostlereuz (Gleis 5 $7)', '4222092']"
6,22,5,0.22163742690058477,0.4444444444444444,0211.jpg,"['IS', 'S T', 'INE', 'Sonntag,16 Uhr', 'BUNDESTAG', '21.01.24', '16.00', 'BUNDESTAG', 'ZUSAMMEN', 'GEGEN RECHTS', 'wir', 'bleiben', 'NAZ', 'präsent', 'RAUS', 'BLau', '9', '8', 'bleiben_präsent', '~on', '24', '16']"
6,13,4,0.3412698412698412,0.4166666666666667,0007.jpg,"['9', 'Mai 2024', 'Demo', 'Befrdiung!', '13h Ostkreuz', '(eite Sonntagstraße)', '9. Mai 2024', 'Hagudon', 'Hncag', '88', 'Ustkreuz', 'Sonntagstraße', 'B ']"
