file_name,gt_lines,ocr_lines,matched_lines,mean_cer,mean_wer,mean_char_acc,mean_word_acc,ocr_easyocr,recognition_rate
0025.jpg,9,15,3,0.7279202279202279,0.8611111111111112,0.27616747181964574,0.1111111111111111,"['Wochen', 'drei', 'Noch Landtagswahlen.', 'den', 'bis iloe', 'N', 'HÖCKE', 'ALer', 'GEGEN RECHTEN', 'HTEN', 'QUARK', 'Hauptbahnhof', '17.08. STOPPT', 'SA', 'HSEN']",0.3333333333333333
0026.jpg,6,6,0,1.0,1.0,0.0,0.0,"['FES 24', '24', '2024', 'About 0', 'Blank 2200', 'Berlin Uhr']",0.0
0027.jpg,5,12,1,0.8,0.8,0.2,0.2,"['WEGBASSEN!', 'FAHRRADDEMO Ostkreuz', 'am', 'wegbassen""', 'Verkehrsministerium', 'Invalidenpark', 'vom', 'die Uhr', 'gegen 14 Uhr', '14', 'um', '2.9.']",0.2
0028.jpg,6,8,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,"['CORONA', 'DAS', 'PR', ""'"", 'nichtohneuns_Dresden ideo & ontent', 'Dresden', 'KUNDGEBUNG', 'EINE WIRTSCHAFTSKRISE?']",0.3333333333333333
0029.jpg,8,24,3,0.6520833333333333,0.7395833333333334,0.3507996632996633,0.21875,"['Zukunft am', 'Ostkreuz', 'Laskerstraße 5 Keine', 'Kei', 'Zukunft', 'fürs Ostkreuz', 'Gegen die', 'gung der', 'Zukunft am', 'unft am', 'Ostkreuz zum', '1.03.22', 'f', 'am Ostkreuz', '13 Kiezdemo und Kundgebung', '13 Uhr Rudolfplatz', '3.12Aktionstag Zukunft', 'Zukun', 'ge Sicherung', 'von kulturellen Zwischenräumen', 'henräumen', 'ganz Berlin', 'fürs Ostkreuz und ganz Berlin', 'ganz Berlin.']",0.375
0030.jpg,6,9,3,0.5083333333333333,0.8333333333333334,0.4916666666666667,0.3333333333333333,"['SCHLUSS', 'SCH', 'MIT', 'VA', 'ET Video & Content', 'deo', 'nichtohneuns Dresden', 'Dresden', 'KUNDGEBUNG']",0.5
0031.jpg,6,2,1,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666,"['TECHNOPUNK GEGEN', '# bt']",0.16666666666666666
0032.jpg,8,8,4,0.5669642857142857,0.6666666666666666,0.453125,0.3333333333333333,"['8 WORKSHOP', 'EINFÜHRUNG', 'DADAISMUS', 'Von der Uhr zur Kunst', '18.00 Uhr', 'Mit Daniel Carrion', 're BSR', 'Powered by']",0.5
0035.jpg,8,11,6,0.3642344497607655,0.40625,0.6517543859649123,0.53125,"['FÜRSTENFELDER', 'Neue', 'Zähne', 'beißen', 'gut:', 'Krügelredner', 'Stefan', 'KRÖLL!', 'Das Starkbierfest', '17.02.2024 20.00 Uhr', '2']",0.75
0036.jpg,11,11,3,0.79585326953748,0.8636363636363636,0.20707070707070707,0.13636363636363635,"['FREITAG', 'Band', 'Party Live', 'Party + Live', '19.00', 'ab', '21', 'HARTHA', 'HEEGWEG', 'RENNSTRECKE', '0']",0.2727272727272727
0037.jpeg,8,0,0,1.0,1.0,0.0,0.0,[],0.0
0039.jpeg,10,4,3,0.7181818181818181,0.8,0.28181818181818186,0.2,"['4', 'TAG DER', 'POLiTiSCHEN', 'GEFANGENEN']",0.3
0040.jpeg,9,11,4,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,"['SOLI-FESTIVAL', '0 Uhr', '12 - 0 Uhr', '1. März 12 -', '1', 'STIMMEN', 'SOLL MAN', 'e.V AMNESTY', 'Mühlstrasse INTERNATIONAL', 'Soziokulturelles Stadtteilzentrum Leipzig', 'eipzig']",0.4444444444444444
0041.jpg,12,10,6,0.5069444444444445,0.5416666666666666,0.49242424242424243,0.4583333333333333,"['Podium:', 'Martin Krauß', 'Krauß', 'Dr. Michela Wrong', 'Dr. Michela Wrong', 'Fabian Kunov', 'Film: Kings', 'Film: When we were Kings (1997)', 'When {1997}', 'Markgrafendamm 24c, 10245 Berlin']",0.5
0043.jpg,8,8,5,0.5000187353128529,0.5625,0.5220689655172415,0.125,"['MASSENHAFT WIDERSETZEN!', 'UND', 'DABEI:', 'LIVE', 'WEITERE ACTS!', 'UND', '11. JANUAR 2025 ALLE NACH RIESA', 'KUNDGEBUNG GEGEN AFD-PARTEITAG!']",0.625
0044.jpg,6,2,1,0.8446969696969697,0.8888888888888888,0.1581196581196581,0.08333333333333333,"['jeden Samstag 1430 Uhr Willy-Brandt-Platz', ')']",0.16666666666666666
0045.jpeg,15,18,8,0.5436223460951228,0.6066666666666667,0.4735866910866911,0.26666666666666666,"['GROSSDEMO', 'werden KASSEL', '""Wir sein!""', 'do', 'ALLE', 'Die Welt steht auf', 'KARLSWIESE ORANGERIE KASSEL', 'WELTWEIT ALLE ZUSAMMEN', 'TAG ZIEL', 'WELTWEIT ALLE ZUSAMMEN', 'IN DER MITTE DEUTSCHLANDS', '20.03.2021', '2', '12:00', 'statt', 'LIVESTREAMS', 'ALLER #Zusammenhalt', 'WELT Spaltung']",0.5333333333333333
0046.jpeg,15,5,1,0.9432624113475178,0.9600000000000001,0.05736434108527132,0.04,"['8', 'Die beste (nicht)Karnevals Kostüm Berlins', 'Party', '01', '9']",0.06666666666666667
0047.jpg,9,4,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,"['15 JAHRE', 'JUBILÄUMSSHOW', 'Berlin', 'BERLIN']",0.3333333333333333
0049.jpg,12,6,2,0.8630952380952381,0.875,0.14102564102564102,0.08333333333333333,"['Manu', 'Tanzratte', '@', 'Bürgerhaus Dreieich', 'Fichtestr: 50 63303 Dreieich BURGERHAUSER', 'DREIEICH']",0.16666666666666666
0050.jpg,7,8,3,0.5950380152060823,0.6547619047619049,0.4072277467863207,0.2738095238095238,"['Einladung bewegten Versammlung', 'Einladung zur bewegten', 'bewegten', 'vom Friedensengel', 'zur Münchner Frelheit', 'Die abverlangt', 'Laune', 'quter']",0.42857142857142855
0051.jpg,6,5,3,0.5333333333333333,0.5833333333333334,0.47368421052631576,0.3333333333333333,"['FREIHEIT #23', '29.12.2023', 'BLANK', 'FÜR MENSCHEN', 'FLUCHTGESCHICHTE']",0.5
0052.jpeg,11,13,6,0.5472002635046114,0.6893939393939393,0.4708624708624709,0.196969696969697,"['Tickets 01.03.2025', 'Punk Against', 'Gentrification', 'Gemeinsam gegen das Clubsterben', 'egen', 'Avf', 'KRA', 'Einlass 19 Uhr 8', 'Beginn 20 Uhr', 'VVK 13,12€ AK 15€', 'AK', 'Wo S', 'S@LTMANN']",0.5454545454545454
0054.jpg,8,11,5,0.39056776556776557,0.53125,0.608440170940171,0.46875,"['MAGISCHES', 'FÜRSTENFELD', '5. + 6. Januar 2025', '5', 'Zaubervariete', 'für die ganze Famile', 'JANIS VON MARION DETLEE', 'JANIS VON', 'JANIS', 'DEM METTERNICH WINTERBERG', 'DEM BORNE']",0.625
0055.jpg,20,12,12,0.45493567251461986,0.575,0.5520124680306905,0.3833333333333333,"['DYNAMIC EUPHOR', '2025,23-7 Uhr', 'SKYY', 'YUVA', 'TIKITULA', 'MAARTEN', 'KETRAEDA', 'FUCHSITEK', 'JULE BAMBULE', 'GRETCHEN BAZOOKA', 'Tekno Gabber Frenchcore', 'Karaoke']",0.6
0057.jpg,14,16,8,0.45510204081632655,0.47023809523809523,0.5500610500610501,0.4523809523809524,"['DIE', 'INTERNATIONALE', 'ZAUBERGALA', 'M', 'SORIA IENG', 'ALBERTO GIORGI & LAURA', 'LAURA', 'SABRINA', 'SABRINA', 'HEUBES & SABRINA', 'MAGIC DORIAN', 'MARC OBERON', 'BERT CALLENBACH', '13. 15.5.2022', 'STADTSAAL', 'VERANSTALTUNGSFORUM FÜRSTENFELD - STADTSAAL']",0.5714285714285714
0059.jpg,7,3,0,1.0,1.0,0.0,0.0,"['comedy', '8 MÄRZ,', '19']",0.0
0060.jpg,7,4,1,0.8928571428571429,0.9047619047619048,0.11111111111111112,0.0,"['BB', '20 24 ,', 'Eine BM Kultur-', 'Kooperation von']",0.14285714285714285
0061.jpg,6,2,0,1.0,1.0,0.0,0.0,"['Clounsnase', '8']",0.0
0062.jpg,13,6,3,0.8172708517536104,1.012820512820513,0.20192307692307693,0.11538461538461539,"['Kultur-', 'zentrum', 'LESECLUB', 'Montags von 14.00 15.30 Uhr', 'Leseclubs G Y', 'Stiftung Lesen M END R F']",0.23076923076923078
0063.jpg,12,9,6,0.5,0.5,0.5,0.5,"['DEMO', 'STOPPT DIE', 'GASLOBBY', 'soziale Klima- und Energiepolitik', 'Energiepolitik', 'gegen die European Gas Conference', 'TOTHE 28. März', 'Uhr', 'Stephansplatz']",0.5
0064.jpg,29,20,13,0.5855838470624828,0.6114942528735633,0.41690167062217875,0.37356321839080464,"['KIEZFEST', 'Eröffnung durch Frau Weingart Dirk Jüttner', 'Stellvertretende Bezirksbürgermeisterin Presley', 'erfreut uns als Elvis Presley', 'und Leiterin der Abteilung Soziales, Arbeit', 'und Teilhabe Kinder- und Erwachsenen-Tanzteam', 'des PSV Olympia Berlin', 'Es spielt die Combo des', 'Es', 'Landespolizeiorchesters Belly Dance mit ,SOURAIA HAGIR""', 'Brandenburg Eine kostenlose', 'Fahrradkennzeichnung durch den', 'Die fröhlichen Herbstlerchen Polzeiabschnitt 65, außerdem gibt es noch Mit-', 'Vortrag', 'erfreuen uns mit ihrem Vortrag', 'Kreistanzgruppe unter Leitung von', 'Monika Kemmnitz und Basteln mit Michaela und vieles mehr', 'Unsere Ehrenamtlichen des KIEZKLUBs und das', 'Seniorenpflegeheim DOMIZIL verwöhnen sie mit', 'ist gesorgt.']",0.4482758620689655
0066.jpg,6,7,6,0.06481481481481481,0.13333333333333333,0.9523809523809524,0.8333333333333334,"['HocusPocus', 'Fürstenfeld', 'Festival der Zauberkunst', '5', 'Veranstaltungsforum', 'Fürstenfeld', '15.Mai 2022']",1.0
0067.jpeg,9,11,7,0.2765176358004067,0.3277777777777777,0.7319880364235203,0.5537037037037037,"['HEART', '0 GAZA', 'Eine Ausstellung mit Bildern', 'von Kindern aus Gaza', '@stadtteilkomitee_lichtenberg', '@stk_lichtenberg', '@stk', '15.03.2025 16Uhr', 'Fundraising Veranstaltung Eintritt frei', 'Alle Spenden werden für das Projekt We eingesetzt', 'gezielt \'Wearenot alone"" eingesetzt']",0.7777777777777778
0071.jpg,7,2,0,1.0,1.0,0.0,0.0,"['Parad', 'Siogessävle']",0.0
0072.jpg,27,11,7,0.7534029756251978,0.8148148148148148,0.24782135076252723,0.2037037037037037,"['OMAS', 'GEGEN', 'GEGEN RECHTS', 'MI 44.2.2024', '(Bahnhofstraße 69) 0', 'Markplatz Ried Kulturpolitischer', 'mit Monika Salzer Hans- Aschermittwoch""', 'und Susanne Scholl der Giesserei Ried', 'der', 'Bitte Kerze mitnehmen!', 'omasgegenrechts.at']",0.25925925925925924
0073.jpeg,10,8,6,0.4125,0.5,0.5875,0.5,"['Umsonst', 'flohmarkt', 'Lang', 'vergessene', 'Schätze des', 'Hauses könnten 02.03. 12', 'cuch', 'Rigaer Straße 94']",0.6
0074.jpg,10,8,6,0.41624999999999995,0.55,0.5933333333333334,0.45,"['ZEROWASTE', 'URI', 'FL', 'Volles Programm', '16. November 2024', 'Komm', 'vorbei!', 'NochMall, Berlin-Reinickendorf']",0.6
0075.jpg,6,4,0,1.0,1.0,0.0,0.0,"['L', 'Heart', 'Kinderdisco', 'DE']",0.0
0078.png,21,8,4,0.8373015873015872,0.8809523809523809,0.16558441558441558,0.14285714285714285,"['LLEWELLYN LIVE at robertjohnson running back riotvan', 'SARA MILLER B2B KEV SHERIDAN', 'KARETE BU institut furzukunft drive', 'JESSAMINE', '4', 'BOR', 'NE', 'sat 6.5.2023 2pm']",0.19047619047619047
0080.jpg,23,31,1,0.972670807453416,0.9710144927536232,0.02766798418972332,0.0,"['N', 'Ta', 'Werner er', 'Dreier', 'Werner Dreler von', 'REDEBEITRAGE eiter von', 'Uhr ehema Leiter und', 'ehemaliger', 'Historiker; Hagleitner', 'Februar 2 Sophla', 'Februar at,', '18 erinnern at,', 'Marktplatz Sophia Simon Museum', 'Man es', 'Dornbirn Hanno Loewy Steinbuch', 'Hanno Loewy', 'Gedankengut, Gerhild itlative', 'gegen Hohenems, inneninitiative', 'geg und für HYDRA Inn Rechte)', 'aufzustehen: und für europäische', 'Zeit Demokratie Zivilgesellschaft, die', 'das die in der gegen', 'das Gemeinsame in', 'das Mitmenschlichkeit. Pa oudakis', 'und Mitm Andreas', 'Solidarität', 'Vorarlberger Plattform', 'VERANSTALTER das uns UNTERSTOTZT VON', 'Bündnis', 'Menschen für Organisationen:', 'Plattform']",0.043478260869565216
0081.jpg,18,10,4,0.7929414922168545,0.8148148148148149,0.21000622471210706,0.12962962962962962,"['X', 'T0', 'Kreativ-Mobil', 'Musik Tanz Kaffe Kuchen', 'DJ-Workshop Mal- und Workshop', 'und Spray-Workshop', 'Pizza Würstchen Kinderschminken', 'Bausteinstelle markgrafendamm 24c, 10245 berlin', 'am s-bhf ostkreuz', 'Kinderwagenparkplatz Wickelstation']",0.2222222222222222
0082.jpg,9,2,1,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.1111111111111111,"['2', 'Görli']",0.1111111111111111
0086.jpg,6,4,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,"['ste', 'nächste Kundgebung:', 'Uhr', 'SAMSTAG']",0.3333333333333333
0089.jpeg,11,15,4,0.6623376623376623,0.6818181818181818,0.34265734265734266,0.36363636363636365,"['ORT:', 'KASSEL', 'NEUER', 'FRIEDRICHSPLATZ KASSEL', 'FRIDERICIANUM KUNDGEBUNG &', 'DEM AUFZUG', 'VOR', 'Maskenpflicht', 'hr', 'weil', 'FREIHEIT klaut.', '15 JANUAR 2022', '15. JANUAR 2022', 'MIT GASTREDNER UHR', 'HERMANN PLOPPA']",0.36363636363636365
0090.jpeg,14,22,9,0.43430993609565044,0.4880952380952381,0.5775331185105622,0.45238095238095244,"['werden', 'sein!""', '""Wir da', 'ALLE', 'WORLD FREEDOM', 'DAY', 'Die Welt steht', 'dichtl', 'macht', 'Fulda', 'Auch', 'ORGANISATIONEN', 'WELTWEIT GEMEINSAM!', 'UM 12.00 UHR LANDESZEIT!', 'MAGDEBURG', '20.11.2021', '1200', '00', 'ONSTRATION', 'LIVESTREAMS', 'ALLER', 'WELT']",0.6428571428571429
0091.jpg,15,8,2,0.888888888888889,0.9333333333333333,0.11111111111111112,0.06666666666666667,"['Be', '27', '0 Cottbu Votscha', 'August 2024', '08. Immer Wochenende', '8 BANKERS', 'BLIND', 'NOBODY']",0.13333333333333333
0093.jpg,17,2,1,0.9411764705882353,0.9411764705882353,0.058823529411764705,0.058823529411764705,"['~', 'JEDE MENGE KINDERLIEDER']",0.058823529411764705
0094.jpg,15,5,3,0.8158730158730159,0.8888888888888888,0.18857142857142856,0.08888888888888888,"['*1949 2020', '26.04.2020', '12.00', 'Maiannenplatz', 'innnet']",0.2
0095.jpg,18,14,3,0.8572281959378735,0.8842592592592593,0.14200191570881227,0.11574074074074073,"['POPKULTUR CHANGE UND', 'LESEPERFORMANCES I-SONG-SETS:', 'FAULENZA, FELINE HANNSJANA STRANGE,', 'FAULENZA FELINE', 'MALONDA SAFI', 'KATRIN ACHINGER', 'AUCHE', 'ICH BRAUCHE', 'ICH BR', 'GENIE', 'EINE', 'MATCHING', 'BABSI', '128']",0.16666666666666666
0096.jpg,6,5,1,0.8888888888888888,0.9,0.11666666666666665,0.0,"['Ego Schmeiß dein', 'weg und Schmeiß dein Ego weg und', 'weg und', '25. April Für Rene 25. April', 'Platz']",0.16666666666666666
0097.jpg,12,16,7,0.4222222222222222,0.5,0.5777777777777778,0.5,"['The', 'kids are', '5 clearly', 'not', 'AB', 'alright', '1', 'Welche Rolle spielen', 'emanzipatorische', 'Subkultur & Bewegung in', 'Subkultur', 'Ostdeutschland', 'POLY', 'Veranstaltung', '13.12.2024', '20 Uhr']",0.5833333333333334
0098.jpg,11,7,5,0.5555555555555555,0.6363636363636364,0.4444444444444445,0.36363636363636365,"['eine top', 'benefizveranstaltung', 'MOVING', 'BEYOND', 'HOPE', 'antinationale amplitude wider die großwetterlage', 'SCHEISSE']",0.45454545454545453
0099.jpg,10,11,5,0.6118181818181818,0.75,0.4,0.2,"['Arbeitskämpfe', '4', 'PUNX Roter Salon', 'Abend in der', '8€', 'intritt:', 'KSBÜHNE', 'Wer:', 'de', 'arbeitskaempfe@volksbuehne-berlin.de', 'arbeitskaempfe@']",0.5
0100.jpg,5,5,4,0.2711538461538462,0.6,0.7365384615384615,0.6,"['12,8 AMI 0', 'FAMILIEN-FLOHMARKT', 'in der', 'Paul-Schneider-Grundschule PAULI', '25,05.24']",0.8
0101.jpg,13,28,4,0.6923076923076923,0.6923076923076923,0.3076923076923077,0.3076923076923077,"['Mai', '2021', 'Stolpersteinverlegung', 'in Alt-Hohenschönhausen', 'chönhausen', 'Suermondtstr', 'Suermondtstraße 46, 13053 Berlin', 'Blume Luise Albe geb Smolensk', 'Musikalische Begleitung: Johann-Vincent Slawinski', 'Blume Albers', 'Blume Luise', 'ersekretar Oskar', 'LUISE', 'LUISE', 'RS SSIN', 'Suermondt war Mitbegründer der Grunderwerbs-und', 'Wohnungen das', 'Fertigstellung der Wohnungen', 'bezog', 'Oskar Albers verstarbam 1943 Urkunde', 'Oskar Albers im Berliner Adressbuch', 'eingetragen ist Adressbuch', 'als Mieterin Blume', 'September Hamburger Straße 26 Alterstransport', 'Sammellager wurde', 'Dre Grolse 1943', 'wltz deportlert und', '( Pad']",0.3076923076923077
0103.jpg,12,15,7,0.5065012067205049,0.7222222222222222,0.5062516459575283,0.2986111111111111,"['4', '17.05.2020 14-18 Uhr', 'annenplatz', 'ins Digitale ist keine', 'keine', 'Alternative!', 'Deine Meinung ist relevant !', 'Kuns t ist relevant', 'Zeigt Eure Künste!', 'Erhebt', 'steht', 'Euren und', 'Euren Reden', 'Darbietungen', 'aktion-eigens']",0.5833333333333334
0104.jpg,12,12,7,0.4479166666666667,0.5,0.5520833333333334,0.5,"['3Dez', 'Glühwein und Gegrilltes', 'Gegrilltes', 'Stockbrot', 'weihnachtliche Livemusik', 'Stände mit interessanten Dingen', 'Dingen', 'Bastelstraße', 'Kindertheater aus dem Koffer', 'Koffer', 'Filzen', 'G']",0.5833333333333334
0106.jpg,12,9,4,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,"['völ-', 'Hygie', 'nedemo"" organisiert von der Kommunikationsstelle Demokratischer Wi -', 'derstand Reichstag', 'des', 'Kreativer Kontaktloser Gegenprotest:', 'vor dem', 'Karl Liebknecht Haus', 'jeden Samstag']",0.3333333333333333
0108.jpg,9,12,7,0.2777777777777778,0.3333333333333333,0.7333333333333333,0.7777777777777778,"['VOLKSBÜHNE bouz', 'Jazzanova', 'The', 'Pool', 'Record', 'Release', 'Konzert', '30.06.18', '18', 'Rosa-', 'Luxemburg-', 'Platz']",0.7777777777777778
0110.jpg,5,4,3,0.503030303030303,1.0,0.49696969696969695,0.0,"['R', 'CLUBS', 'STADT', 'KLIMAKRISE']",0.6
0111.jpg,13,11,8,0.4097027004003749,0.4256410256410256,0.5910931174089069,0.5743589743589743,"['50 JAHRE', 'RUMBLE IN THE JUNGLE', 'Podium:', 'Martin Krauß (Sportjournalist taz)', 'Dr Michela Wrong (britische Journalistin)', 'Wrong', 'Fabian Kunow (Moderation)', 'Kinodokumentation When we were', '25', 'Helle Panke', 'WWW']",0.6153846153846154
0112.jpg,8,10,3,0.6704545454545454,0.65625,0.32894736842105265,0.34375,"['HAUPTSACHE', 'ES KNALLT?', 'ICKERN', 'GEN', 'the un', 'the', 'BERLIN MITTE &', 'MITTE', 'FOR', 'FUTURE']",0.375
0113.jpg,8,15,2,0.8412433155080214,0.8333333333333334,0.16249999999999998,0.08333333333333333,"['NIE', '9 WIEDER', 'NIE FASCHISMUS!', 'JAHRESTAG WIEDER', '79 KRIEG!', 'SIEGES', 'DES', '9.', 'FASCHISMUS!', 'NIE KRIEG!', 'W R DEMONSTRATION', 'NIE', 'BERLIN FRIEDRICHSTR', 'FRIEDRICHSTR', 'BEFREI']",0.25
0114.jpg,8,9,0,1.0,1.0,0.0,0.0,"['R', 'R', 'RAM B', '4', '2', ')', '2', 'SA 15.JULI', 'OLYMPIASTADION MUSIK']",0.0
0115.jpg,5,2,2,0.6799999999999999,0.6666666666666666,0.32,0.4,"['save blank? blank safe!', 'soliparty gegen das klima der angst Ilabout blank']",0.4
0116.jpg,15,20,7,0.5795508274231679,0.5888888888888888,0.4231193926846101,0.4111111111111111,"['AKTIONSBÜNDNIS', 'KARLSRUHE', 'DEMOKRATIE neu denken!', 'Musikbeiträge Meditation', 'Verschiedene Rede- & Musikbeiträge', 'LiveStream', 'Familien-', 'freundlich', 'mit', 'Kinder', 'bereich', 'SAMSTAG', 'Günther-Klotz', 'Günther-Klotz Anlage', 'in Karlsruhe', 'Stay Free! Ettlinger Selber QUERDENKEN', 'Karisruhe denken NETZWERK 721 Karlsruhe', 'Peace stat DEMOKRATIE ev', 'Love Gruppe denken', 'lassen']",0.4666666666666667
