file_name,gt_lines,ocr_lines,matched_lines,mean_cer,mean_wer,mean_char_acc,mean_word_acc,ocr_easyocr,recognition_rate
0022.jpg,13,15,12,0.11466099118273032,0.21794871794871795,0.9006848224239529,0.6923076923076923,"['AKTION RESISTENZ FRUSTRATION', 'GEMEINSAMKEITWIDERSTAND HOFFNUNG', 'AUFSCHREI BESTÄRKUNG NETZWERK', 'ISOLATION RESILIENZ SOLIDARITÄT', 'TRAUER FLUCHT AUSBEUTUNG NEUANFANG', 'JAHR', 'TALIBAN', 'REGIME', 'DEMO: SAMSTAG 13.08.2022', 'DEMO', '14.00 UHR, AUSWÄRTIGES AMT', 'PROTEST CAMP BERLIN', '13.08.2022 15.08.2022', 'WORKSHOPS PERFORMANCES REDEBEITRÄGE', '#DONTFORGETAFGHANISTAN']",0.9230769230769231
0023.jpg,11,11,9,0.2096180832100732,0.20995670995670992,0.789033189033189,0.79004329004329,"['09 Mai', '09. Mai', '15.30 Uhr Biberach Gigelberg', 'angemeldete DEMO', 'Wahrung der Grundrechte', 'freie Impfentscheidung', 'Art.2: Die Freiheit der Person ist unverlet', 'WICHTIG', 'bitte Mindestabstand einhalten', 'sonst könnte die Veranstaltung aufgelöst', 'werden']",0.8181818181818182
0024.jpg,11,13,3,0.791852955787382,0.8318181818181819,0.20415695415695415,0.14545454545454548,"['HANAU', 'Menschen', 'Tag', 'Weltweit tanzen an diesem Tag Menschen', 'gegen Gewalt an Frauen', 'Macht mit!', 'Marktplatz Tanzt mit', 'Eine', 'weltweite', 'Aktion', 'HANAU gegen Gewalt', 'Kaminsky an Frauen', 'Schirmherr: Claus Kaminsky']",0.2727272727272727
0025.jpg,9,12,1,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.1111111111111111,"['Wochen', 'drei', 'Noch', 'den', 'bis iloe', 'N', 'HÖCKE', 'GEGEN RECHTEN', 'Hauptbahnhof', '13:30', '17.08.', 'SA']",0.1111111111111111
0026.jpg,6,4,0,1.0,1.0,0.0,0.0,"['24', 'About', 'Blank', 'Berlin Uhr']",0.0
0027.jpg,5,16,2,0.6727272727272727,1.0,0.32727272727272727,0.2,"['WEGBASSEN!', 'Ostkreuz', 'AHRRADD am', 'wegbassen""', 'weg', 'isterium', 'Verkehrsministerium', 'Verkehrsmini Invalidenpark', 'vom', 'die Uhr', 'gegen Uhr', '14 Uhr', '14', 'um', '29', '2']",0.4
0028.jpg,6,8,3,0.5583333333333333,0.6666666666666666,0.45,0.5,"['CORONA', 'L', ""' #"", 'nichtohneuns_Dresden ontent', 'Dresden', 'KUNDGEBUNG', 'EINE WIRTSCHAFTSKRISE?', 'um 16.30 Uhr']",0.5
0029.jpg,8,20,3,0.65625,0.6666666666666666,0.34659090909090906,0.25,"['Zukunft am', 'Zukunt am', 'Ostkreuz', 'Keine', 'Kei', 'Zukunft', 'fürs Ostkreuz', 'Gegen die', 'Kündigung der', '@hne unft am', 'zum', 'Zukunf', 'am Ostkreuz', '13 Kundgebung', '13.11. Kiezdemo und Kundgebung', '13 Uhr Rudolfplatz', '3.12. Zukun', 'Aktionstag Zukunft', 'von henräumen Berlin-', 'für ganz']",0.375
0030.jpg,6,6,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,"['SCHLUSS', 'SCH', 'MIT ~', 'nichtohneuns_Dresden', 'Dresden', 'KUNDGEBUNG']",0.3333333333333333
0031.jpg,6,4,2,0.6833333333333332,0.8333333333333334,0.31666666666666665,0.16666666666666666,"['TECHNOPUNK GEGEN', '""', '1410.2021', 'bt']",0.3333333333333333
0032.jpg,8,6,3,0.6919642857142857,0.7916666666666666,0.328125,0.20833333333333331,"['8 WORKSHOP', 'EINFÜHRUNG', 'DADAISMUS', '18.00 Uhr', 'Mit Daniel Carrion', 'Powered by']",0.375
0035.jpg,8,9,5,0.4892344497607655,0.53125,0.5267543859649123,0.40625,"['Neue', 'Zähne', 'beißen', 'gut:', 'Krügelredner', 'Stefan', 'KRÖLL!', 'Das Starkbierfest', '17.02.2024 20.00 Uhr']",0.625
0036.jpg,11,11,3,0.79585326953748,0.8636363636363636,0.20707070707070707,0.13636363636363635,"['FREITAG', 'Band', 'Party Live', 'Party + Live', 'ab', '21', '4', 'HARTHA', 'HEEGWEG', 'RENNSTRECKE', '0']",0.2727272727272727
0037.jpeg,8,1,1,0.875,0.875,0.125,0.125,['ANTIFAS NACH UNGARN!'],0.125
0039.jpeg,10,5,3,0.7181818181818181,0.8,0.28181818181818186,0.2,"['4', 'TAG DER', 'POLiTiSCHEN', 'POLiTiSCHEN', 'GEFANGENEN']",0.3
0040.jpeg,9,11,4,0.5934959349593496,0.5925925925925926,0.40740740740740744,0.4444444444444444,"['SOLI-FESTIVAL', '12 - Uhr', '12 - 0 Uhr', '0', '1', 'STIMMEN', 'MAN', 'SOLL MAN', 'Mühlstrasse AMNESTY', 'Soziokulturelles Stadtteilzentrum Leipzig INTERNATIONAL', 'eipzig']",0.4444444444444444
0041.jpg,12,8,5,0.6159620098039216,0.6319444444444445,0.38850574712643676,0.2708333333333333,"['Podium:', 'Martin Krauß', 'Michela Wrong', 'Fabian Kunow', 'When (1997)', 'Kings', 'Markgrafendamm 10245 Berlin', 'Markgrafendamm 10245']",0.4166666666666667
0043.jpg,8,7,5,0.5000187353128529,0.5625,0.5220689655172415,0.125,"['MASSENHAFT WIDERSETZEN!', 'DABEI:', 'LIVE', 'WEITERE ACTS!', 'UND', '11. JANUAR 2025 ALLE NACH RIESA', 'KUNDGEBUNG GEGEN AFD-PARTEITAG!']",0.625
0044.jpg,6,1,1,0.8446969696969697,0.8888888888888888,0.1581196581196581,0.08333333333333333,['jeden Samstag 14.30 Uhr Willy-Brandt-Platz'],0.16666666666666666
0045.jpeg,15,19,9,0.46743186990464664,0.5266666666666667,0.5469200244200245,0.3333333333333333,"['ACHTUNG NEUE VERSAMMLUNGSFLÄCHE!', 'GROSSDEMO', 'werden KASSEL', '""Wir sein!""', 'da', 'ALLE', 'Die Welt steht auf', 'KARLSWIESE ORANGERIE KASSEL', 'WELTWEIT ALLE ZUSAMMEN', 'TAG 1 ZIEL', 'WELTWEIT ALLE ZUSAMMEN', 'IN DER MITTE DEUTSCHLANDS', '20.03.2021', '2', '12:00', 'statt', 'LIVESTREAMS', 'ALLER #Zusammenhalt', 'WEL Spaltung']",0.6
0046.jpeg,15,4,1,0.9446808510638297,0.9600000000000001,0.055813953488372085,0.04,"['8', 'Die beste (nicht)Karnevals Kostum Berlins', 'Party', 'Kostüm Party Berlins']",0.06666666666666667
0047.jpg,9,2,1,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.1111111111111111,"['Berlin', 'BERLIN']",0.1111111111111111
0049.jpg,12,5,2,0.8571428571428571,0.875,0.14102564102564102,0.125,"['4 Tanzratte', '2', 'Bürgerhaus Dreieich', '63303 Dreieich BÜRGERHÄUSER', 'DREIEICH']",0.16666666666666666
0050.jpg,7,6,2,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.2857142857142857,"['Einladung bewegten', 'vom Friedensengel', 'zur Münchner Freiheit', 'Die abverlangt', 'guter', '{']",0.2857142857142857
0051.jpg,6,6,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,"['F', 'FREIHEIT #23', '#23', '29.12.2023', 'BLANK', 'FÜR MENSCHEN']",0.3333333333333333
0052.jpeg,11,10,3,0.7964426877470355,0.8030303030303029,0.23106060606060608,0.15151515151515152,"['Tickets 01.03.2025', 'Punk Against', 'Gentrification', 'Gemeinsam gegen das Clubsterben', 'Avf', 'KRA', 'Einlass', 'Beginn', 'VVK 13,12€ AK 15€', 'Wo']",0.2727272727272727
0054.jpg,8,12,5,0.39056776556776557,0.53125,0.608440170940171,0.46875,"['MAGISCHES', 'M', 'FÜRSTENFELD', 'LD', '5.', '5. + 6. Januar 2025', 'Zaubervariete', 'für die ganze Famile', '4', 'VON MARION', 'JANIS VON', 'DEM BORNE METTERNICH WINTERBERG']",0.625
0055.jpg,20,7,5,0.7611111111111111,0.775,0.24375,0.2,"['DYNAMIC', 'MAARTEN', 'KETRAEDA', 'FUCHSITEK', 'JULE BAMBULE', 'Karaoke', '0']",0.25
0057.jpg,14,13,7,0.5285714285714286,0.5476190476190477,0.47802197802197804,0.42857142857142855,"['DIE', 'INTERN TIONALE', 'INTERNATIONALE', 'ZAUBERGALA', 'ALBERTO GIORGI & LAURA', 'SABRINA', 'MAGIC DORIAN', 'ANDY JORDAN', 'MARC OBERON', 'BERT CALLENBACH', '15.5.2022', 'VERANSTALTUNGSFORUM FÜRSTENFELD - STADTSAAL', 'STADTSAAL']",0.5
0059.jpg,7,2,0,1.0,1.0,0.0,0.0,"['comedy', '8 MÄRZ,']",0.0
0060.jpg,7,5,1,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,"['B', 'BB', '20 24 ,', 'Eine BM Kultur', 'Eine Kooperation von']",0.14285714285714285
0061.jpg,6,4,0,1.0,1.0,0.0,0.0,"['Clouns', 'Drosten', 'D', '8']",0.0
0062.jpg,13,5,3,0.8184918529746116,0.8974358974358976,0.19797830374753453,0.19230769230769232,"['BM Kultur-', 'LESECLUB', 'Montags von 14.00 15.30 Uhr', 'Leseclubs G Y Als', 'Stiftung Lesen M END R']",0.23076923076923078
0063.jpg,12,7,5,0.6,0.6666666666666666,0.39999999999999997,0.3333333333333333,"['DEMO', 'STOPPT DIE', 'GASLOBBY', 'Energiepolitik', 'POER', 'TOTHE 28. März', 'Stephansplatz']",0.4166666666666667
0064.jpg,29,23,13,0.578520353093248,0.6080459770114942,0.42230046454184383,0.35287356321839086,"['KIEZFEST', 'Juli 2023', 'Eröffnung durch Frau Weingart Dirk Jüttner', 'Stellvertretende Bezirksbürgermeisterin erfreut uns als Elvis Presley', 'Presley', 'und Leiterin der Abteilung Soziales, Arbeit', 'und Teilhabe Kinder- und Erwachsenen-Tanzteam', 'des PSV Olympia Berlin', 'Es spielt die Combo des', 'Es 2', 'Landespolizeiorchesters Belly Dance mit SOURAIA HAGIR""', 'Belly Dance mit ,SOURAIA HAGIR""', 'Brandenburg Eine kostenlose Fahrradkennzeichnung durch den', 'ichnung', 'durch den', 'Die fröhlichen Herbstlerchen', 'Vortrag', 'erfreuen uns mit ihrem Vortrag', 'Kreistanzgruppe unter Leitung von', 'Monika Kemmnitz und Basteln mit Michaela und vieles mehr', 'Unsere Ehrenamtlichen des KIEZKLUBs und das', 'Seniorenpflegeheim DOMIZIL verwohnen sie mit', 'ist gesorgt.']",0.4482758620689655
0066.jpg,6,5,5,0.24663299663299662,0.4666666666666666,0.7705627705627706,0.5,"['HocusPocus', 'Frstenfeld', 'Veranstaltungsforum', 'Fürstenfeld', '15.Mai 2022']",0.8333333333333334
0067.jpeg,9,12,6,0.35109906654622103,0.3925925925925926,0.6567192192192192,0.5259259259259259,"['HEART', '0 GAZA', 'Eine', 'Eine Ausstellung mit Bildern', 'von Kindern aus Gaza', '@stadtteilkomitee_lichtenberg', '@stk_lichtenberg', '@stk', '15.03.2025 16Uhr', 'Fundraising Veranstaltung Eintritt frei', 'gezielt Wearenot alone eingesetzt', 'Alle Spenden werden']",0.6666666666666666
0071.jpg,7,3,0,1.0,1.0,0.0,0.0,"['Parad', '2020', 'Siogessävle']",0.0
0072.jpg,27,11,7,0.7534029756251978,0.8148148148148148,0.24782135076252723,0.2037037037037037,"['OMAS', 'GEGEN', 'GEGEN RECHTS', 'MI 44.2.2024', '(Bahnhofstraße 69) 0', 'Markplatz Ried Kulturpolitischer', 'Hans-Henning Scharsach Aschermittwoch', 'Hans-', 'und Susanne Scholl der Giesserei Ried', 'Bitte Kerze mitnehmen!', 'omasgegenrechts.at']",0.25925925925925924
0073.jpeg,10,8,6,0.4125,0.5,0.5875,0.5,"['Umsonst', 'flohmarkt', 'Lang', 'vergessene', 'Schätze des', 'Hauses könnten 02.03. 12', 'cuch', 'Rigaer Straße 94']",0.6
0074.jpg,10,7,7,0.31625000000000003,0.45,0.6933333333333334,0.55,"['ZEROWASTE', 'Null Verschwendung.', 'Volles Programm', '16. November 2024', 'Komm', 'vorbei!', 'NochMall, Berlin-Reinickendorf']",0.7
0075.jpg,6,5,0,1.0,1.0,0.0,0.0,"['Heart', 'Kinderdisco', 'DE', 'DER', 'Fri']",0.0
0078.png,21,6,3,0.8809523809523809,0.9523809523809523,0.13095238095238096,0.047619047619047616,"['LLEWELLYN LIVE running back riotvan', 'B2B KEV SHERIDAN', 'KARETE BU institut furzukunft drive', 'JESSAMINE', 'BOR', '2pm']",0.14285714285714285
0080.jpg,23,29,1,0.9677018633540372,0.9855072463768116,0.03162055335968379,0.02898550724637681,"['Ta', '@M', 'D M', 'Werner er', 'Dreier', 'REDEBEITRAGE von', 'ehema Leiter und', 'Uhr ehemaliger eltner', 'Historiker; Hagleitner', 'Februar 26 Sophla Future,', 'Februar 2 erinnern at, for', '18 Marktplatz Simon Museum', 'Sophla es', 'Dornbirn Hanno Loewy Steinbuch', 'Hanno Gerhild', ""Gedankengut, 'inneninitiative"", 'gegen und für HYDRA Rechte)', 'aufzustehen: zersetzt europäische', 'Zeit Demokratie die', 'das die in der gegen', 'Gemeinsame in oudakis', 'das Mitmenschlichkeit. Paragioudakis', 'und Mitm Andreas', 'Solidarität', 'Plattform', 'VERANSTALTER Vorarlberger uns VON', 'das Bündnis UNTERSTOTZT', 'Menschen für Organisationen:', 'Plattform']",0.043478260869565216
0081.jpg,18,10,5,0.7576634399551065,0.8657407407407408,0.24949802282459485,0.17129629629629628,"['T0', 'Kreativ-Mobil', 'Musik Tanz Kaffe Kuchen', 'DJ-Workshop Mal- und Spray-Workshop', 'und Workshop', 'Pizza Würstchen Kinderschminken', 'Bausteinstelle markgrafendamm 24c, 10245 berlin', 'markgrafendamm 24c, 10245', 'am s-bhf ostkreuz', 'Kinderwagenparkplatz Wickelstation']",0.2777777777777778
0082.jpg,9,3,2,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.2222222222222222,"['Demo', 'Der', 'Görli']",0.2222222222222222
0086.jpg,6,3,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,"['nächste Kundgebung:', 'Uhr', 'SAMSTAG']",0.3333333333333333
0089.jpeg,11,13,4,0.6865800865800865,0.712121212121212,0.32167832167832167,0.2727272727272727,"['ORT:', 'KASSEL', 'NEUER', 'FRIEDRICHSPLATZ KASSEL', 'FRIDERICIANUM KUNDGEBUNG', 'DEM AUFZUG', 'VOR', 'Maskenpflicht', 'hr !', 'FREIHEIT klaut.', 'JANUAR 2022', 'MIT GASTREDNER UHR', 'HERMANN PLOPPA']",0.36363636363636365
0090.jpeg,14,23,11,0.2998561545830453,0.36309523809523814,0.7152882205513785,0.5416666666666666,"['werden', 'sein!""', '""Wir da', 'ALLE', 'WORLD FREEDOM', 'DAY', 'Die Welt steht', 'Die', 'dichtl', 'macht', 'Fulda', 'Auch', 'ALLE INITIATIVEN ORGANISATIONEN', 'ALLE INITIATIVEN & ORGANISATIONEN', 'WELTWEIT GEMEINSAM!', 'UM 12.00 UHR LANDESZEIT!', 'MAGDEBURG', '20.11.2021', '12:00 16:00 UHR', 'ONSTRATION', 'LIVESTREAMS', 'ALLER', 'WEL']",0.7857142857142857
0091.jpg,15,9,2,0.888888888888889,0.9333333333333333,0.11111111111111112,0.06666666666666667,"['Bke', '27', '0 Cottbus', 'August 2024', 'August 2024', '08.', 'BANKERS', 'BLIND', 'NOBODY']",0.13333333333333333
0093.jpg,17,2,1,0.9411764705882353,0.9411764705882353,0.058823529411764705,0.058823529411764705,"['JEDE MENGE KINDERLIEDER', 'EDER']",0.058823529411764705
0094.jpg,15,4,3,0.8206349206349207,0.8888888888888888,0.1838095238095238,0.08888888888888888,"['*1949 2020', '26.04.2020', '~', 'Maannenplatz']",0.2
0095.jpg,18,8,2,0.911111111111111,0.9444444444444444,0.08888888888888889,0.05555555555555555,"['CHANGE', 'IVE', 'MALONDA HANNSJANA', 'KATRIN ACHINGER', 'ICH BRAUCHE', 'MATCHING', 'BABSI', '128']",0.1111111111111111
0096.jpg,6,4,1,0.8611111111111112,0.8666666666666667,0.14166666666666666,0.0,"['Ego Schmeiß dein Ego weg und', 'weg und', '25. April Für Rene 25. April', '25']",0.16666666666666666
0097.jpg,12,14,7,0.43263888888888885,0.75,0.5729166666666666,0.4166666666666667,"['The', '4', 'kids are', '5 clearly', 'not', 'alright', '0 1', 'Welche Rolle spielen', 'emanzipatorische', 'Ostdeutschland ?', 'POLY LUX', 'Veranstaltung', '13.12.2024', '20 Uhr']",0.5833333333333334
0098.jpg,11,6,5,0.5555555555555555,0.6363636363636364,0.4444444444444445,0.36363636363636365,"['eine top', 'MOVING', 'BEYOND', 'HOPE', 'antinationale amplitude wider die großwetterlage', 'SCHEISSE']",0.45454545454545453
0099.jpg,10,12,6,0.5645959595959595,0.8,0.4572222222222222,0.1,"['Arbeitskämpfe', 'PUNX Roter Salon', 'Abend in der', '8€ in der', 'intritt:', 'KSBÜHNE', '1 4', 'Wer:', 'de', 'arbeitskaempfe@volksbuehne-berlinde', 'arbeitskaempfe@', 'volk']",0.6
0100.jpg,5,6,5,0.10751748251748253,0.45,0.9115384615384615,0.65,"['12,8 MI 0', 'FAMILIEN-FLOHMARKT', 'in der', 'Paul-Schneider-Grundschule PAULI', '10 14 Uhr', '25,05.24']",1.0
0101.jpg,13,17,3,0.7692307692307693,0.7692307692307693,0.23076923076923078,0.23076923076923078,"['Mai Uhr', 'Stolpersteinverlegung', 'in Alt-Hohenschönhausen', 'Suermondtstraße 46, 13053 Berlin', '2 Berlin', 'Smolensk', 'Blume Luise', 'ersekretar Albers', 'Oskar', 'LUISE', 'Wohnungen das', 'bezog', 'Oskar Albers verstarbam 1943 Adressbuch', 'eingetragen ist', 'Sammellager ach', 'Drel 1943', 'Pad']",0.23076923076923078
0103.jpg,12,11,7,0.452532952752251,0.8472222222222222,0.5648148148148148,0.2847222222222222,"['17.05.2020 14-18 Uhr', 'Mar iannenplatz', 'ist keine', 'Alternative!', 'Deine Meinung ist relevant !', 'Kuns t ist relevant !', 't', 'Zeigt Eure Künste!', 'steht', 'Darbietungen offen', 'aktion-eigensinn.net']",0.5833333333333334
0104.jpg,12,9,6,0.53125,0.5833333333333334,0.46875,0.4166666666666667,"['3Dez', 'Glühwein und Gegrilltes', 'Gegrilltes', 'weihnachtliche Livemusik', 'Dingen', 'Bastelstraße', 'Kindertheater aus dem Koffer', 'Filzen', 'G']",0.5
0106.jpg,12,11,4,0.6858974358974358,0.7083333333333334,0.3194444444444445,0.25,"['Verschwörungsideolog innen und und völ -', 'Luxemburg Hygie', 'nedemo"" organisiert von der Kommunikationsstelle Demokratischer Wi-', 'derstand Reichstag', 'schistischen anarcha-queer-feministischen Menschen zur Verteidigung', 'des Rosa-Luxemburg-Platzes und der Volksbühne auf', 'Kreativer Kontaktloser Gegenprotest:', 'vor dem', 'Karl Liebknecht Haus', 'Kn jeden Samstag', '# und am']",0.3333333333333333
0108.jpg,9,12,7,0.23333333333333334,0.3333333333333333,0.7666666666666667,0.6666666666666666,"['VOLKSBÜHNE', 'Jazzanova', 'The', 'Pool', 'Record', 'Release', 'Konzert', '30.06.18', '18', 'Rosa-', 'Luxemburg', 'Platz']",0.7777777777777778
0110.jpg,5,3,3,0.503030303030303,1.0,0.49696969696969695,0.0,"['CLUBS', 'STADT', 'KLIMAKRISE']",0.6
0111.jpg,13,7,5,0.6324786324786325,0.7692307692307693,0.3675213675213675,0.3076923076923077,"['Podium:', 'Martin Krauß', 'Dr. Michela Wrong (britische Journalistin)', 'Fabian Kunow (Moderation)', '25', 'Helle Panke', 'WWW helle-panke.de']",0.38461538461538464
0112.jpg,8,7,1,0.875,0.875,0.125,0.125,"['HAUPTSACHE', 'ICKERN', 'GEN', 'SIRIKE', 'MITTE', 'FOR', 'FUTURE']",0.125
0113.jpg,8,11,3,0.7787433155080214,0.875,0.23125,0.08333333333333333,"['NIE', 'WIEDER', '9 NIE FASCHISMUS!', 'JAHRESTAG WIEDER', '79', 'SIEGES', 'DES', 'NIE KRIEG!', 'R DEMONSTRATION', 'NIE', 'BERLIN']",0.375
0114.jpg,8,4,0,1.0,1.0,0.0,0.0,"['4', 'N', 'SA 15.JULI', 'OLYMPIASTADION MUSIK']",0.0
0115.jpg,5,1,1,0.8,0.8,0.2,0.2,['soliparty gegen das klima der angst'],0.2
0116.jpg,15,21,7,0.5639479905437352,0.5777777777777777,0.43899240855762595,0.4111111111111111,"['AKTIONSBÜNDNIS', 'KARLSRUHE', 'DEMOKRATIE neu denken!', 'Verschiedene Rede- & Musikbeiträge Meditation', 'LiveStream', 'Familien', 'freundlich', 'mit', 'bereich', 'SAMSTAG', '1230-18 Uhr', 'Günther-Klotz', 'Anlage', 'Günther-Klotz Anlage', 'in Karlsruhe', 'Stay Free! Ettlinger Selber QUERDENKEN', 'Karisruhe denken NETZWERK 721 Karlsruhe', 'Peace tat', 'Love Gruppe denken DEMOKRATIE ev', 'enken', 'lassen']",0.4666666666666667
0117.jpg,6,5,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,"['und', 'Bündnis gegen Verdrängung und', '#Mietenwahnsinn', 'DIE MIETE', 'HOCH!']",0.3333333333333333
0118.jpeg,6,7,3,0.5851851851851851,0.8333333333333334,0.42638888888888893,0.16666666666666666,"['Willkommenscafe', 'Wir alle Rassismus betroffenen 8', 'migrantischen Menschen gegenseitigen', '6 Rote Neukölln', 'Lilly 114,', 'Jeden letzten Mittwoch im Monat', 'RL 19-21 Uhr']",0.5
0119.jpeg,5,10,2,0.6697674418604651,0.6666666666666667,0.3315789473684211,0.3333333333333333,"['HÄNDE AN', 'PALÄSTINA', 'NA', 'STEHT', 'NICHT ZUM', 'VERKAUF', 'LAUFDEMONSTRATION FÜR PALÄSTINA', 'U-BAHN & S-BAHN ZOOLOGISCHER', 'U-BAHN', 'GARTEN, BERLIN']",0.4
0120.jpg,13,13,4,0.7279821627647715,0.8461538461538461,0.2753623188405797,0.23076923076923078,"['Wahlkampf-Veranstaltung 99', '2201', 'EONBERG BEGINN', 'STADTHALLE LEONBERG', 'TINO', 'LARS MARKUS CHRUPALLA EMIL DIANA', 'HAISE FROHNMAIER SÄNZE ZIMMER', 'HA FRO ZIM', 'DEUTSCHLAND ZUERST!', 'DEUT', 'AfD AfD', 'Baden Landesverband', 'Württemberg']",0.3076923076923077
0121.jpg,5,2,1,0.8,0.8,0.2,0.2,"['05.12.2024', '#']",0.2
0122.jpg,26,11,7,0.7811315496098105,0.8500000000000001,0.22626091856861089,0.15384615384615385,"['25.APRIL, 2023 OMAS', '20.00 UHR ON', 'STAGE', 'PERFORMANCES,', 'Omas-on Theatergruppe innerhalb', 'IM der RECHTS', 'CAFE', 'KORB 12', 'Durch', '1010 Wien', 'FREIE SPENDE']",0.2692307692307692
0123.jpg,5,5,4,0.26666666666666666,0.3,0.7407407407407407,0.6,"['SOLIDARITÄTSDEMO', 'FÜR DIE UKRAINE', 'März 2022', 'Menschenrechte, Wien', '15 bis 17 Uhr']",0.8
