gt_lines,ocr_lines,matched_lines,mean_cer,mean_wer,file_name,ocr_easyocr_clahe
10,23,4,0.7291025641025641,0.95,0099.jpg,"['OL', '21', '4', 'Scasfe', '29. 04', 'E', 'Ttenald', 'arbeitskaempfe@vckksbuehne-berlin.ee', 'Abrend', 'Lirsricr+', 'der', 'Wann:', 'Wer:', 'Hersesseac', '1', 'arbeitskaempfe@', 'tritt:', 'volksbuehne-berlin.de', '?U', 'de', '3', '0)', '8']"
8,8,0,1.0,1.0,0112.jpg,"['the uni', 'REC', 'ICKERM ', 'u', 'c', 'SSMUS ', '15,80', '38219']"
12,35,7,0.4924620132953466,0.7541666666666668,0106.jpg,"['nedemo', 'organisien von der', 'Kommunikationsstelle Demokratischer Wi-', 'deren Initiatoren sich in einem Interview vor dem Reichstag', 'des Rosa-Luxemburg-Platzes und der Volksbühne aut.', 'Unid @m', 'Seit nunmehr vier Wochen demonstrieren Neurechte', ""Verschwörungsideolog'innen und Teile der rechtsradikalen und völ-"", 'kischen Szene auf dem Rosa-Luxemburg-Platz unter dem Banner', 'Hygie', 'derstand', 'deren Initiatoren sich in einem Interview vor dem', 'Reichstag', 'wehenden Deutschlandfahnen erklären . Wir rufen deshalb alle antifa -', 'schistischen anarcha-queer-feministischen Menschen zur', 'Verteidigung', 'vor dem', 'Karl Liebknecht Haus', '[#antfaarea', 'und @m 1.Miai', 'schistischen anarcha-queer-feministischen Menschen zur Verteidigung', 'OHNE UNS!', 'Nazs', 'kischen Szene auf dem Rosa-Luxemburg-Platz unter dem Banner ,Hygie-', 'jeden Samslag', '\'NICHT OHNE UNS""?', 'ur 15Uhr', '15Uhr', 'des Rosa-D', 'Luxemburg-Platzes und der Volksbühne aut:.', 'Krecliver Konlektloser Gegenprckest:]', '[en', 'seld krectiv Igut und bunt]', 'des', 'organisien von det .Kommunikationsstelle Demokratischer Wi-']"
8,18,0,1.0,1.0,0113.jpg,"['17.30 /', 'Miderstano', '8', '1', '73', '{ERYN', 'KRIEG!', 'Friedrichsr', 'SC', '9', '02/8', 'Wed', 'Me', '8. Ma', 'E', '18', '0', 'e']"
12,15,4,0.7083333333333334,0.8333333333333334,0131.jpeg,"['MI, 05.03.2025', '12:80 Uhr', 'GRIEVING DOVES', 'ISRAEL', 'ISRAEL', 'KundGebunG', 'ELRI', '12:80', 'AcY', 'BERLIM', '8*0', '~I', 'GENOCIDE', 'STARTS HERE!', 'V']"
8,12,6,0.3477106227106227,0.7375,0127.jpeg,"['Dienstag', 'bealin', 'Thema Unser Verstandnis vom', 'Diskussion und gemeinsames Essen', 'am', 'Marz ab 19 00 Uhr', 'Im ""Maggie', 'Frankfurter Allee 205', 'Solidariscer', 'Maggie"" Frankfurter Allee 205', 'Statiscl', 'Patiarchhat']"
11,18,6,0.48777908698147976,0.6098484848484849,0098.jpg,"['OPE', 'einebene', 'fizveranstaltung', 'von', 'BEYOND', 'HOPE', 'antinationale amplitude wider die großwetterlage', 'montag, 2.oktober 2023, 18:00 uhr', 'Mabout blank und top b}rlun', 'MOVNG', 'Mlabout blank und', 'top', 'antinationale amplitude wider die', 'großwetterlage', 'benefizveranstaltung von :Habout blank und top b}rlu', 'ntinationale', 'emplitude wider dic (roßwetterlege', '502334']"
9,13,8,0.18824566863782552,0.5,0170.jpeg,"['Jbi', 'cher', 'Ab 19.30 Uhr', 'im Cafe Cralle', '@ez feministischen', 'Am 04. März 2025', 'Hochstädter Str.10a,', '13347', 'Berlin-Wedding', 'Pakate malez', 'Kampftags', '13347 Berlin-Wedding', 'Amn']"
12,9,3,0.7878787878787877,0.8833333333333333,0063.jpg,"['@systemchange.not.climatechange', 'Segen &e European Cas Conference', 'IOTHE', '22880 Ubo', 'CwER', '98 Miäcz :', '@PLE', '2@PLE', '24x@']"
6,7,2,0.7066666666666667,0.8333333333333334,0117.jpg,"['www.mietenwahnsinn.info', '0', 'Deno ', 'E', '8=', '508', '1200 Ur Porsdamner Phatz']"
12,25,10,0.23040831985400856,0.30357142857142855,0103.jpg,"['14-18 Uhr', 'Mariannenplatz', 'Kunst', 'ist', '17.05 .2020', 'Der Rückzug ins Digitale ist keine', 'Alternative!', 'Deine Meinung ist relevant!', 'ist rclcvant', 'Zeigt Eure Künste', 'Erhebt Eurc Stime', 'Das Mikrofon steht', 'Euren Reden und', 'Darbietungen offen', 'Deine Meinung ist', 'relevant!', 'relevant !', 'Rückzug ins Digitale', 'ist keine', 'Der', '14-18', 'Uhr', 'RNS A DER DOSE!', 'Rückzug ins Digitale ist keine', 'Kunst  ist relevant!']"
15,22,7,0.5659144035020612,0.7944444444444444,0116.jpg,"['Verschiedene Rede -', 'Musikoeitrage | Meditation', 'LiveStream', 'SAMSTAG', '08.08.20 | 1230-18 Uhr', 'in Karlsruhe', 'QUERDENKEN', 'NETZWERK', 'Peace', 'm', 'Verschiedene Rede - & Musikbeiträge', 'Meditation', 'https IInetzwerk-demokratie org', 'Ettlinger', 'denken', 'Selber', 'Verschiedene Rede- & Musikbeiträge | Meditation', 'cun (', 'Anlage', 'ercich', 'Günither-Ioiz', 'DIEMOIRATIE neu Cerikenl']"
8,21,5,0.5029970760233917,0.6041666666666667,0018.jpeg,"['2022', 'Uhr', 'KÖNIGSPLATZ KASSEL', 'FREIE BÜRGER', 'KUNDGEBUNG', '&', 'KASSEL', '29', 'JANUAR 2022', '14.00', 'KASSEL', 'AUFZUG DURCH', 'Meia zur', 'Arzte sprechen }artext:', '14.00 Uhr', 'KÖNIGSPLATZ', 'KASSEL', 'YuC', 'AUFZUG DURCH KBSSEL', 'Zte', 'Ipipiflich!']"
13,18,6,0.567024474973043,0.7211538461538461,0062.jpg,"['zentrum', '0', '78.38', 'Stiftung Lesen|', 'Leseclubs', 'Sei', 'LESECLUB', 'für alle Kinder zwischen 9 und 12 Jahren', 'im Cymnasium Meiendorf; Raum 804, Kreuzbau; Schierenberg 60', '15.30 Uihr', 'MECEINIDIOIRIE', '""', 'St +', 'Lesen]', 'Miontags von 14,00', 'Mionitags von 14.00 - 15.30 Uihr', '{0}', '08']"
10,12,9,0.1638345864661654,0.4,0074.jpg,"['Volles Programm.', '13.00', 'NochMall, Berlin-Reinickendorf', 'ZEROWASTE', 'Null Verschwendung', '16. November 2024', 'Komm', '13.00-18.00 Uhr', '8', '18.00 Uhr', 'FUTURE', 'vonbei:']"
7,13,1,0.8571428571428571,0.8571428571428571,0060.jpg,"['2 6 .', 'Kultur-', 'Eine Kooperation von', '8', '20 24 ,', '20.12', 'auf Kullour', 'poetry', '20.12 Whr', 'BIA', 'KuatuR', '3 "" 3', '3']"
15,18,15,0.09313007254183724,0.36666666666666664,0128.jpg,"['Das Wissenschafts-', 'Festival für Klima und', 'Gesundheit', '25.09.', '27.09.2024', 'im Kullurquarlier', 'silent green', 'Das Hochschulnetzwerk', 'Zukun?', 'Stac', 'finder', 'im', 'Transferale', 'Zukunf im', 'für ein resilientes Berlin', 'Stadiumdrehen', '23.09 ~', 'im']"
5,14,4,0.225,0.4,0100.jpg,"['Paul-Schneider-Grundschule', 'FAULI', '25,05.24', '10 - 14 Uhr', '1', '12,8', 'in der', 'erder', '10', '2', '14Uhr', '2', '79', 'rrr']"
8,15,0,1.0,1.0,0114.jpg,"['Lsx', '3', '2', '<', '9', 'A', 'SA 15.JLI', '5', 'iA', '9', '8', '""4', '4', 'MUSI', 'Ca. 16.00 Ur']"
5,4,4,0.22857142857142856,0.3,0115.jpg,"['save blank? blank safe!', '16.11.2024 ab 20 Uhr', 'soliparty gegen das klima der angst', ':labout blank']"
13,77,3,0.7898600393570212,0.9209401709401709,0101.jpg,"['ersekretar Oskar Albers', 'Aibers', 'am 22.12 1878 in Smolensk', 'Musikalische Begleitung Johann Vincent Slawinski', 'Blume Luise Albers war mit dern deutschen Beamten Steu -', 'QUISE', '1913', 'Mitbegrunder der Grunderwerbs', 'Benzug noch 1927 als Baustelle eingetragen ,', 'Mitbegrunder der Grunderwerbs', 'bauen ließ und auch Eigenrurer', 'Mit der Fertigstellung der Wohnungen', 'das', 'Fhepaar Albers', 'Blume Albers war Hausfrau', 'Oskar Albors veistarb am', 'Oktaber 1940 in der gemeinsamen Wohnung laut', 'Gehirnschlag Frau Luise Alhers war danach bi5 1943 Im Berliner', 'Blume Albers musste Zwangsarbeit leisten n den Pankower Heimstatten', 'Soptemnber 1943 wurde', 'stransport', 'am 18', 'al', 'geb', 'am 22.12 1878 in', 'Smolensk', 'Winahuk (Deutsh Sudwest-Ahikal', 'Suermondt war', 'bauen hels und auch', 'Hohenschonhauge', 'Mieterin', 'Amn', 'Sammellage', 'wise Albers mit der 9 Alterstransport', 'Standesam', 'welche die Hausel', 'parterre', 'Mit der Fertigstellung der Wohnungen bezog das', 'gemeinsamen Wohnung laut', 'eingetregen', '1943', 'Srra', 'Eheschleßung', 'shuchist der', '[e 46 vorn parterre', 'Wohnungen', 'Stuben und', 'Oliobei 1940', 'Blume Albers', 'Musi', 'in', 'Blume Luise Albers wal', 'Ise 46 vorn parterre Laut Berliner Adresshuch Ist der Stra', 'Benzug noch 1927 als Baustelle', 'aut Berliner Adresshuch IST der Stra', 'bauen Ilels und auch Eigerrume', 'parterre Die Wohnung bestand aus', 'der', 'Albers musste Zwangsarbeit leisten', 'Septernher', 'Hoherischonhausen, welche die Hauser', 'Berliner', 'mir dern deutschen Beamten', 'alet Die', 'eportien', 'd', 'Suermondt war Mitbegrunder der Grunderwerbs - und', 'an einem Gehirnschlag Frau Luise Alhers war danach bis', 'den Panko', 'Sreu', 'verstarb am', 'Blume', 'Windhuk mit der Mr 63', 'Blume Albers', 'Das', 'Uise', 'Stolporsteinmeriegung']"
10,1,0,1.0,1.0,0129.jpg,['YOOC']
8,9,4,0.5472222222222223,0.75,0147.jpeg,"['0103', '18.00 Uhr', 'Komsukeller', 'Kottbusser Straße 4/5', 'Iniput + Diskussien nach den Bundestagswahlen:', 'Input', 'Diskussien nach den Bundestagswahlen:', 'ud Gewalc -', '2']"
6,7,0,1.0,1.0,0061.jpg,"['9', 'VoftM', '1', 'Schloss Balave', 'Die Verlei', 'Ulx', 'ang) ~']"
6,8,0,1.0,1.0,0075.jpg,"['""\'', '{disc', '3', 'Ihderdisco', ""'Aclf"", 'Mecr', 'PiSc@', 'Al']"
12,8,1,0.9375,1.0,0049.jpg,"['V', '@@e', 'Is', 'BOPPIB', 'Eintritt 256~', '&', 'Jopso', 'Mea']"
10,13,4,0.6447619047619048,0.7333333333333333,0012.jpg,"['in Berlin 29', 'Saturday, the 29.8.2020', 'Berlin invites Europe', '1', 'DEMOKRATISCMER', 'Sommez', 'NICHT OHNF UNS', 'In Berlin 29', 'Augusi 20202 GroBdemo mit bis zu', 'Nicht Oihne Uns!', '8', 'Dommezz', '68']"
8,8,1,0.9318181818181818,1.0,0006.jpg,"['G', 'RIFVIERUNG', 'MIGDERGER', '6Ul', '10', '2022', '5400 UHR', '3']"
8,8,3,0.676948051948052,1.0,0210.jpg,"['14:00-20:00', 'PATRIARCXY;', 'AGAINS]', ':00-20:00', '(0', 'SBR', 'SBC', 'PATRIRCHY{']"
26,47,13,0.5940934065934066,0.8076923076923077,0204.jpg,"['{cind', 'Stact', 'Kcuwva', 'Faschismus', 'tötet', 'nun', 'OPEN MIC', 'cpticnal', 'D', 'REBELLION', 'erli', 'Hetze', 'reicht:', 'Iect', '[cptienal ANONYM', 'widerseuen!', 'übcr', 'sowic', 'cbun', 'Stant', 'Scepben!', 'Tor', 'erstrechit', 'QUGERI', 'riedrichshain', '@RE', 'Re', 'llen', 'Logo', 'Frankfurtcr', 'Ster', 'Rcss', 'Be', 's', 'D', '(Str', 'Rigacr', '8', '28', '1', 'alichkeit', '26', 'uansfeime', '765', 'Rdne', 'Qwischenkundocbung', 'Qwnschcnkund']"
13,18,3,0.8273892773892775,0.9615384615384616,0238.jpg,"['20.00', 'FLINTA', '13088 Zerlin', '23.', 'THEM', 'SonGs*', '00', 'oll', 'ARTY', '@SDEN', 'ic', '0-00', 'A-00', 'eper', 'en', '20.00 TLINTA', ""INTENSIE 'SNARE Unit*"", 'INTENSNE SNARE']"
8,1,1,0.9107142857142857,1.0,0166.jpg,['120325 1819']
13,18,3,0.8076923076923077,0.8076923076923077,0172.jpg,"['2016', '17', 'GEK', 'Stadiwerke Hanau', 'umicore', 'Markts] Jben', 'GEMEINSA', 'km', '17 Uhr', 'NKX', 'Kinnig', 'GOODYEAR DUNLOP', 'BARMER', 'C', 'GGG5', 'GEWA', '16. Sergiemibrer', 'siravu']"
8,5,1,0.875,0.875,0199.jpg,"['SAMSTAG, 22.02', 'SAMSTAG, 22.02.25', '48 11.20 UHHR', 'MARSCE', 'Mi']"
9,8,3,0.6974789915966385,0.8592592592592593,0198.jpg,"['AG 28', 'antifaschistisch - queerfeministisch - klimagerecht', 'antirassistisch', 'klassenkämpferisch', 'SONNTAG,23.2', '15.30 UHR SAMMELPUnKY', 'Zingang Gesudlor', '2']"
10,9,7,0.37324175824175826,0.6333333333333334,0173.jpg,"['Chen', 'DEMOINSTPATION', 'FÜ? DIE', 'AUFNAHME DEP', 'MENSCHEN', 'BELARUSSISCHEN', 'GPENZEI', 'AN DEP POLNISCH', '0']"
11,15,7,0.39659931340746285,0.5636363636363636,0167.jpg,"['Kultur-', 'Cysigova', 'Nordlandweg 110  22145 Hamburg', 'Flutopfer-Stiftung', 'von', '08.07.2023', '14.00 - 17.00', 'Seniorenzentrum Nerdlandweg', ""Chilren's festival"", '1962', '41', 'Samstag - Saturdey', '14.@0-', '17.00', '~Stiftung']"
11,23,2,0.8416860916860917,1.0,0239.jpg,"['@volksbuehne-berlin dc', '4', 'ZLutR', 'arbeitskaempfe@volksbuehne-berlin-de', 'Mozz', '9', 'des', '8€', 'Colore', 'Arbe', 'arbeitskaempfe', '2', 'Roter', 'Sauo', '?', 'Un2', '7:', '0', 'de', '1', '62', 'Kampfe', 'Cirrar']"
10,7,2,0.825,0.9,0205.jpg,"['STRIKE LOCAL!', 'GLOBAL', 'Solidarisch gegen den Rechtsruck', '2)', '2209.2025 ^ Pocsdan', '22092024', 'Pocsdau']"
6,19,4,0.3833333333333333,0.5277777777777778,0211.jpg,"['s T', '1 ne', 'Sonntag I6 Uhr', '21.01.24 ,', 'ZUSAMMEN', 'CECEN RECHTS', 'bleiben', 'vir', '1', '3', '16800', 'BUNDESTAG', 'wsir bleiben', 'Fräsent', '8Lau', '6', 'U', '8', 'Bu']"
6,10,3,0.5593434343434344,0.6388888888888888,0007.jpg,"['9', 'Demo', '13h', 'Mai 2024', 'Ostkreu', '(Seite', '13h Ostkreu', '8', 'C', '8']"
9,12,1,0.9074074074074076,0.9259259259259258,0013.jpg,"['19.FEB', '14 Ur', 'ISKS', 'KP', 'BERLIN', 'ORT Oranienplatz', 'KU', '049', 'L-8', 'DIGEBUINIG', 'JAHRE NACH', 'JAHRE']"
7,5,1,0.8714285714285713,0.9285714285714286,0011.jpg,"['DA', 'Df', 'Sa', 'naca Riesa', 'A']"
5,10,1,0.8400000000000001,1.0,0207.jpg,"['16. August', '0', '@ 15.30 Uhr', 'Näho Mackiplatz', 'ndae', 'Schöner', 'ohne', '@', '@le', '18.30 Uhr']"
10,5,3,0.7963776675328765,0.9533333333333331,0156.jpeg,"['5011', 'Wo: Zielona Gora', '10 - 18UhR', 'dte Unterstutzung obdachloser und hllfsbedurttiger Menschen', 'hilfsbedurtuger Menschen']"
11,7,2,0.8522727272727273,0.9090909090909091,0213.jpg,"['AFA', 'FALKENSEE', '0', '@aia {s', '22€023', '023', '22']"
16,27,7,0.5729473873260738,0.6177083333333333,0171.jpg,"['Rheinland-Pfalz', 'Spazierga', 'jsden', '80', '7ag', 'Wir sind das Liche!', 'Abstands {rei', 'Quarantane Incl', 'Spaziergang jeden', '1800', 'KOMMT ALLE!', 'Taschenlampe, Handy-Lampe, Laterne', 'Die Leute werden neugierig sein und alle sehen; Es werden', 'so immer mehr werden. Keine', 'Anmsidung jeder für sich', 'Keiner kann uns s0 aufhalten!', 'Rheinland', 'Pfalz', '2', 'für sich.', 'Keiner kann uns so', 'Masken-{rel', '#{reie Implentscheidung', 'i LockDiewn', 'Ab Montag 2.11.', 'Sither @u', '19330 Uhr']"
13,25,4,0.721301775147929,0.7948717948717949,0165.jpg,"['""a1SDe', 'Drinks', 'Wir danken unseren Partnern 2024', 'MAMPE', 'DJ Van', 'DJ Tomekk', 'draul.', '[08.06.2094]', '{CHWIP', 'Dorii2g', '222', '{dschlobchen', 'luocon', 'Tel', 'Van', ""'Food"", '25', 'QS', '1', ' 12-23 U', ""'Food & Drinks"", '@u STanc', '[[ Food & Drrinks', '@0 Food', 'IDJ']"
11,27,4,0.7272727272727273,1.0454545454545454,0052.jpeg,"['01.03.2025', 'Gemeinsam gegen das Clubsterben', 'Einlass', '13,12 €', 'Punk Against', 'Gentrific', '19 Uhr', 'Begipn', '0', 'LTMA N N', 'Avf', 'Tickes', 'Jals', '20 Ubr', 'VVK', 'Wo', 'Jr', 'S@L TMA N N', '.02,.2025', 'Punk', 'Gentri', 'Uhr', 'S', 'AR', '19', '=', '4']"
5,9,0,1.0,1.0,0158.jpg,"['des', '17280', '910.2024', 'Ur', 'Anschlags', 'Jabresiag', 'Halle', '{ii', 'Won']"
11,17,10,0.2813439438875384,1.6818181818181814,0164.jpg,"['03,02', '15.00 Graz Hauptbahnhof', '16.30 Eintreffen Hauptplatz', '18.00 Lichtermeer', 'Solidarisches Bündnis für Menschenrechte', 'und Demokratie', 'e', '0 n $ t r a t i 0 n', 'Ayham Yossef', 'Kommt', 'hin!', 'D € m 0 n $ t r a t i 0 n', ""verteld'gen"", 'D', 'm', 'e m 0 n $ t r a t i 0 n', 'Demokzacie']"
9,18,3,0.6953194321206744,0.898148148148148,0212.jpg,"['Dae', '16,30 Uw', 'Berlin', 'SÜ', 'GEiNE', 'FRAUENKAMPFTAGSFO / @ KEINESHOWFUERTAETER_BERLIN', 'Bexhagener Platz', '[laternatieneler', 'ZUr', 'Tcg', 'Demo: 25. Movemlber 2023', 'Eeseitigung patricrchaler Gewclt]', 'J1', '[nternetionaler Tag zur Beseitigung patrierchaler Gewalf]', 'Den', 'Ays', 'SGMAGG?', 'Yo']"
10,17,4,0.6838235294117647,0.9,0206.jpg,"['12', 'alle', 'ist', 'Wahlaariy-Ort', 'Nähe S-Bhf. Blankenburg', 'nuin', 'ceilend', 'AfD', 'zcituhandclnong', 'lekanint,', ""'-0"", 'Gegeniorrotest', 'ahlparty-Ort', 'FY', 'Gegenior', '422', 'pun alle']"
4,5,2,0.55625,0.9166666666666666,0010.jpg,"['2272', 'RonnvsKochshowBerlin', 'REWE BLIEESKAS EL', '222502', '02.05,2020 15430 UHR']"
11,14,5,0.6244514106583072,0.7575757575757575,0004.jpg,"['22 ,', 'Meiendorf', 'Netz', 'Jedie', 'RIST', 'Ishaidstraße 25', 'MOC, 2 JNN 2023', 'KUSUR', '12 00 Ur', 'OMeN!', '00 UHR', '1', 'Wo: Grundschule Islandstraißie,', 'IMer UM']"
6,17,2,0.7546296296296297,0.9583333333333334,0028.jpg,"['NLC1', 'nicntcuincuns_Dresden', 'ntent', '20.6', 'PR', 'Dresden', 'ideo & content', 'A', 'CORONA', 'DAS', 'L', 'LS', 'ElM]', 'Vded', 'N]', 'SiHa', 'OWA']"
8,9,4,0.545338441890166,0.6833333333333333,0014.jpg,"['Broschüren-Release', '1', 'auf Festivals', '1830 Einlass I/ 19Uhr Start', 'Co', '5.Ju 2028 about blank', 'gen', 'Sii', 'auf Festivals & Co']"
19,49,5,0.7721949103528051,0.8333333333333333,0202.jpg,"['ger', '0', '06', 'verhindern', '[', 'Gegenprotest', 'dem Naziaufmarsch widersetzen', 'NERTINNEN', 'AWARENESS GESUCHTI', 'CULTIRE]', '& 25', 'Nazi', 'statt', 'Hetze', '0oococooo8', 'Gegez', 'ee', '2', '0', 'ETZWERK', 'Aro', 'nun aktiv werden!', 'ORDNER*INNEN & AWARENESS GESUCHT', 'OSTKREUZ', 'BUD', 'Jerli', 'Kiez Fur Alle', 'ei', 'Berling', 'oraunes', 'Statt', 'Markgrafendamm', 'nun', 'Erstrecht:', 'Kdima', 'ceehg', 'Jeos', '40', 'IRECE', 'uie', 'idsncucn', 'eindlichkeit:', 'ca 12.30', 'Ulbuste', 'cee?""', '0', 'ca. 12.30 Uli', 'QUEERFEM', '""c']"
12,19,4,0.7468944099378882,0.8958333333333334,0216.jpg,"['23', 'MGHTJO RESISF', '1', '3', 'SASTAG 08.02', 'RILLERSTRASSE 186', 'Konservatismus', 'GERADEDENKEN', 'RFRG', '9', ""AUF 'DEn @S' ERMARSCH"", '""av', '~iikssei', '?QUE', 'KxEo', 'schhützt', 'Die Huileiisentheorie', '8', '5']"
14,32,6,0.6447691197691198,0.6964285714285714,0090.jpeg,"['Die Welt steht', '20.11.2021', '12:00', '18800', '7', 'LIVESTREAMS', 'ALLER', 'Aus', 'Die', 'Welt steht', 'ORGANISATIONEN', 'GEMEINSAM!', 'UM 12.00 UHR LANDEESZEIT!', '16:00 UR', 'werden', '""Wir', 'ALLE', 'mhiechit', 'Auich', 'WEL', '9', '00', 'DAY', 'sein!""', 'MagdeburG', 'SIRATION', 'dichiel', 'Fulde', '12.00 UJ? LANDISZEIT!', '4', ""'den"", 'Mer']"
12,15,8,0.33888888888888885,0.375,0148.jpg,"['September 2023', 'BUCHPREMIERE', 'Antisemitismus in emanzipatorischen', 'Subkulturen und Bewegungen', 'Ein Abend mit', 'Nicholas Potter; Stefan Lauer;', 'Rosa Jellinek, Leon Kahane,', 'Konstantin Nowotny und', 'Anastasia Tikhomirova', 'DJ: Ori Raz (Motivo Positivo)', '19 Uhr', ':labout blank', 'freier Eintritt', '1.', '19 Uhr | :Ilabout blank']"
6,4,3,0.5810359231411862,0.8472222222222222,0160.jpg,"['ZzIT FÜR DEUTSCHLAND.', 'Afp', 'ALICE WEIDELINDER', '2']"
16,18,8,0.5606209150326797,0.90625,0161.jpg,"['Ukraine', '4', '22.02.25', '8', 'GLOBAL', 'Deutsch-russischer', 'REFORUM SPACE', 'GLOBAL', 'Dialog', 'Putin', 'Freiheit', 'Afd', 'Demokratie', '1 6 : 0 0', 'Brandenburger Tcr', 'FREE', 'KQUARTEERA', 'MN']"
18,23,4,0.7856867283950617,0.8611111111111112,0149.jpg,"['SAMSTAG', '11.7.2020', '10', '12 Uhr', 'KÖNIGSPLATZ', 'MÜNCHEN', 'Biochemiker; Impfstoffentwickler', 'Rechtsanwalt', 'Unternehmer und Buchautor', 'Hip', 'Lienz', 'Levi', 'DJ', 'celsiusi9', 'Levi Wegmann', 'DJ Tuncay', 'Hop', 'Rap', '1S', '88', 'UMR', '10 - 12 Uhr', ""'iad""]"
10,14,5,0.5162432795698925,0.7,0217.jpg,"['0', '7 72', 'LINKE UKRAINE-SOLIDARITAT BERLIN', 'ZUR RECHTSOIFFENEN QUERFROINTDEMO', '7 ?', 'Ecke Platz des 18. März', 'Im Tiergarten ggü. US-Botschaft,', '2', '766', 'In Ticrgartcn', '2', 'samstag, 25.02 Ab 14 UHR', 'GEGENKUNOGEBUNG', 'US-Botschant,']"
10,1,0,1.0,1.0,0203.jpg,['0']
5,5,1,0.888888888888889,0.9,0015.jpg,"['ESSEN', 'HBG', '{S', 'CTI', '{S UTI3']"
6,6,4,0.39444444444444443,0.8333333333333334,0001.jpg,"['WEIHNA GHTSFEIER', 'DIENSTAG 21.12', '19 UhR', 'SHTSFEIER', 'OLOF-PALME ZENTRUM', 'Wir FREUEN Uxs auF Euchi']"
8,15,0,1.0,1.0,0029.jpg,"['die', 'unft am', 'Ohne', 'Zukunft', 'Sicherung', 'henräumen', 'ge', '31.03.22', '312onons', 'anz', 'Keine', 'M', 'Zukun', 'ostkrcuz', '@stkrcuz']"
