filename,ground_truth,ocr_text,avg_confidence,similarity
0012.jpg,"DEMOKRATISCHER Sommer www.nichtohneuns.de NICHT OHNE UNS! in Berlin 29. August 20202 Großdemo mit bis zu 5.000.000 Teilnehmern. NICHT OHNE UNS! Europe in Berlin 29. August Parade und Kundgebung für das Grundgesetz und eine Basis-Demokratische Wende Saturday, the 29.8.2020 Berlin invites Europe Nicht Ohne Uns!","DESOKRATISCHER NICHT OHNE UNS in Berlin 29, August 20202 GroBdemo mit bis zu 0OO.000 Tailnchmern NICHT OKNE UNS!  Europe in Berlin 29 August Parade und Kundgebung fur das Grundgeset ? und eine Basis-Demokratische wende Saturday, the 29.8.2020 Berlin invites Europe Kapatelistvs Ohikir Tvuel Nicht Ohne Unsl MnSERE } 2",0.4383519052354339,0.7017543859649122
0013.jpg,BERLIN ORT: ORANIENPLATZ KUNDGEBUNG 19. FEB – 14 UHR ERINNERN HEISST KÄMPFEN! 3 JAHRE NACH HANAU Ferhat Unvar · Gökhan Gültekin · Vili-Viorel Păun · Sedat Gürbüz · Mercedes Kierpacz · Kaloyan Velkov · Said Nesar Hashemi · Fatih Saraçoğlu · Hamza Kenan Kurtović WIR FORDERN EINE LÜCKENLOSE AUFKLÄRUNG UND KONSEQUENZEN! RASSISMUS UND FASCHISMUS ENTSCHLOSSEN BEKÄMPFEN!,BERLIN ORT: ORANIENPLATZ KUNDGEBUNG 19.FEB 14 UHR ERINNERN HEISST KIMPFEN! JAHRE NACH TlO WIR FORDERN EINE LUCKENLOSE AUFKLARUNG UND KONSEOUENZEN! RASSISMUS UND FASCHISMUS ENTSCHLOSSEN BEKAMPFENI ISKS Guo Komnant yekmal Tee,0.6373922532043924,0.30560271646859083
0014.jpg,HACK SEXISM Broschüren-Release 5. Juli 2023 ://about blank 18:30 Einlass // 19 Uhr Start Strategien und Maßnahmen gegen Sexismus und sexualisierte Gewalt auf Festivals & Co MBI NYP,"HACK SEXISM Broschüren-Release 5.Juli 2023 llabout blank 18,30 Einlass /l 19Uhr Start Strategien und Moßnahmen gegen Sexismus und sexualisierte Gewolt g auf Festivals & Co",0.6719401363456229,0.9287749287749287
0015.jpg,"FR., 28. JUNI RAVE DEMO BASS GEGEN HASS 19 UHR, ESSEN HBF",28 JUNI pEM BASS GEGZN [HIASS 19 UHR ESSEN HBF FROq,0.5680597300180896,0.7777777777777778
0016.jpg,WORKSHOP Do it Yourself Bau dein eigenen PC und Smartphone Wo? Mittelpunktbibliothek Treptow Wann? Samstag 16.11.2024 *11 bis 13 Uhr Jetzt Anmelden! PS: Alte/eigene Geräte können zum erforschen mitgebracht werden!,WS8eSHOP Bau dein eigenen PC und Smartphone Wo? Mittelpunktbibliothek Treptow PS: Alteleigene Geräte können Wann? zum erforschen mitgebracht Samstag 16.11.2024 werden! *11 bis 13 Uhr Jetzt Anmelden!,0.8240352451365237,0.6326034063260341
0017.jpg,"76 Jahre Befreiung vom Faschismus Erinnern heißt KÄMPFEN! Sa, 08.05.2021 Gedenken 10:00–18:00 Uhr Sowjetisches Ehrenmahl Buch Kundgebung 15:00 Uhr Vortreffungspunkt 14:30 Uhr Bahnsteig S-Pankow","76 Jahre Befreiung vom Faschismus Eripnfern heißt XÄMPFEN? Sa, 08.05.2021 Gedenken 10.00-18:00 Uhr Sowjetisches Ehrenmahl Buch Kundgebung 15:00 Uhr Vortreffungpunkt 14.30 Uhr Bahnsteig 8-Pankow",0.6787072751595069,0.9585492227979274
0018.jpeg,KUNDGEBUNG & AUFZUG DURCH KASSEL Nein zur Impfpflicht! Ärzte sprechen Klartext! 29. JANUAR 2022 14.00 UHR KÖNIGSPLATZ KASSEL FREIE BÜRGER KASSEL FÜR FRIEDEN & FREIHEIT,KUNDGEBUNG & AUFZUG DURCH KASSEL heatcr Nein zur Impfpflicht! Ärzte sprechen Klartext! 29 JANUAR 2022 14.00 UHR KÖNIGSPLATZ KASSEL FREIE BÜRGER KASSEL 6r1ed f,0.8667002427507791,0.8923076923076924
0019.jpg,antifaschistische RALLY START BRENNER-BERG ZWISCHEN 12 UND 16 UHR 15.5. 16.5.,"a n t i f a s c h i s t i s c h e RALLY ERENNER-BeRG uolu eW Thiebuns OSL) ang und amer aggres [ver eison Und die Ikcr na. D ci ne NA} gens änc 72w96"" verden und und peitet an der eigene 252 3uomn IS IkapitaIs zu seln rollen gehen . Es werde} nassenhaft Arbeil de etal tO an Mimionen SC ch ger heihrer Zuku Alte START ZWIsChEN Wa",0.5154725702554329,0.11330049261083744
0020.jpg,DEMONSTRATION SONNTAG 06.09.2020 SCHÜLER/-INNEN GEGEN DIE MASKENPFLICHT! WANN: 15:30 UHR WO: MEISTERSINGERHALLE NÜRNBERG. TOLLE REDNER MODERATOR (NANA LIFESTYLER) GUNNAR KAISER U.V.M. IMPRESSUM: SCHÜLER/-INNEN GEGEN DIE MASKENPFLICHT (DEUTSCHLAND) ADRIANBOOKING2019@GMAIL.COM,DEMONSTRATION SONNTAG 06F79.2020 SCHÜLERI-INNEN GEGEN DIE MASKENPFLICHT! WANN: 15:30 UHR WO: MEISTERSINGERHALLE NÜRNBERG TOLLE REDNER MODERATOR (NANA LIFESTYLER) IMPRESSUMSchuleri-INNEN GEGENDIEMASKENPfLICHT (DEUTsCHLAND) @orinnbookinG20g@GMILcOM KAISER GUNNARE Uviji,0.6515565587784969,0.5977859778597786
0022.jpg,"AKTION RESISTENZ FRUSTRATION GEMEINSAMKEIT WIDERSTAND HOFFNUNG AUFSCHREI BESTÄRKUNG NETZWERK ISOLATION RESILIENZ SOLIDARITÄT TRAUER FLUCHT AUSBEUTUNG NEUANFANG 1 JAHR TALIBAN REGIME DEMO: SAMSTAG, 13.08.2022 14.00 UHR, AUSWÄRTIGES AMT PROTEST CAMP BERLIN 13.08.2022 — 15.08.2022 WORKSHOPS PERFORMANCES REDEBEITRÄGE #DONTFORGETAFGHANISTAN","AKTION RESISTENZ FRUSTRATION GEMEINSAMKEITWIDERSTAND HOFFNUNG AUFSCHREI BESTÄRKUNG NETZWERK ISOLATION RESILIENZ SOLIDARITÄT TRAUER FLUCHT AUSBEUTUNG NEUANFANG JAHR TALIBAN REGIME DEMO: SAMSTAG, 13.08.2022 14.00 UHR, AUSWÄRTIGES AMT PROTEST CAMP BERLIN 13.08.2022 15.08.2022 WORKSHOPS PERFORMANCES REDEBEITRÄGE #DONTFORGETAFGHANISTAN",0.9087378149738956,0.992526158445441
0023.jpg,09. Mai 15.30 Uhr Biberach Gigelberg angemeldete DEMO Wahrung der Grundrechte freie Impfentscheidung Art.1: Die Würde des Menschen ist unantastbar.... Art.2: Die Freiheit der Person ist unverletzlich... Art.5: Eine Zensur findet nicht statt... WICHTIG bitte Mindestabstand einhalten sonst könnte die Veranstaltung aufgelöst werden,09 Mai 15.30 Uhr Biberach Gigelberg angemeldete DEMO Wahrung der Grundrechte freie Impfentscheidung Art.1: Die Würde des Menschen ist unantastbar._ Art.2: Die Freiheit der Person ist unverletzlich. Art.5: Eine Zensur findet nicht statt. WICHTIG bitte Mindestabstand einhalten sonst könnte die Veranstaltung aufgelöst werden 2 PIC COLLAGE,0.8068260230074826,0.9655172413793104
0024.jpg,"ONE BILLION RISING HANAU Weltweit tanzen an diesem Tag Menschen gegen Gewalt an Frauen 14. Februar, 16 Uhr Marktplatz Macht mit! Tanzt mit! 2017 ONE BILLION RISING HANAU onebillionrising.org onebillionrising.de Schirmherr: Claus Kaminsky Oberbürgermeister Eine weltweite Aktion gegen Gewalt an Frauen",UME BILLIUI Hlollu HANAU Weltweit tanzen an diesem Menschen gegen Gewalt an Frauen 14. Februar; 16 Uhr Macht mit! Marktplatz Tanzt mit ! 2617 Eine weltweite Aktion ONE BILLION RISING gegen Gewalt HANAU Schirmherr: Claus Kaminsky an Frauen Oberburgermeister Tag,0.8485865307644507,0.5892857142857143
0025.jpg,Noch drei Wochen bis zu den Landtagswahlen. IN ZWICKAU SIND WIR STARK GEGEN RECHTEN QUARK! +++ SA 17.08. 13:30 Uhr Hauptbahnhof +++ SACHSEN UNTERSTÜTZEN. STOPPT DIE AfD,bis ZU N S IN ZWICKAU SIND 870 Afd-NazIs SIR STARK afo Stoppen! GEGEN RECHTEN QUARK! Uhi SA ~dIE SACHSEN UNTERSTUTZEN. Nn Wochen drei Landtagswahlen. Noch den uilo?? BybnK HÖcKe ALer Stopper 44+ Hauptbahnhof 13:30 17.08 . STOPPT 44+ AfD,0.6019016404198331,0.21287128712871287
0026.jpg,Kultur & Strasse FESTIVAL About Blank Berlin 21. Juli 2024 13:00 – 22:00 Uhr EINTRITT FREI!,KUtu &Sthasse FESIVAL About 13:00 Blank 22-00 Berlin Uhi 21Jul?820 EIntrl <Re,0.5870789068432862,0.5952380952380952
0027.jpg,"A100 WEGBASSEN! FAHRRADDEMO gegen die A100 vom Verkehrsministerium zu ""A100 wegbassen"" am Ostkreuz 2.9. um 14 Uhr Invalidenpark","Aiqo WEGBASSEN! am Zu die um 14"" 5T FAHRRADDEMO Ostkreuz wegbassen' Invalidenpark 'A1oo Verkehrsministerium vom Uhr A1oo "" gegen 2.9.",0.7593753933150452,0.5307692307692308
0028.jpg,"CORONA IST NICHT DAS PROBLEM nichtohneuns_Dresden ET Video & Content KUNDGEBUNG EINE WIRTSCHAFTSKRISE? Dresden, Neumarkt, 20.6. um 16.30 Uhr","CORONA NICZ SI DAS PR :m Frlezen Astilten nichtohneuns_Dresden ETVideo & Content KUNDGEBUNG EINE WIRTSCHAFTSKRISE? Dresden, Neumarkt, 20.6. um 16.30 Uhr",0.6051771496798255,0.8767123287671232
0029.jpg,"Zukunft am Ostkreuz, Laskerstraße 5, 10245 Berlin Keine Zukunft fürs Ostkreuz Gegen die Kündigung der Zukunft am Ostkreuz zum 31.03.22 Ohne Zukunft am Ostkreuz 13.11. Kiezdemo und Kundgebung 13 Uhr Rudolfplatz 3.12. Aktionstag Zukunft Für Erhalt und langfristige Sicherung von kulturellen Zwischenräumen – fürs Ostkreuz und ganz Berlin.","Zukunftam Ostkreuz Loskes sealie Keine Zukunft fürs Ostkreuz die Kun gung der unft am @hne itrezz zum Zukunft am Ostkreuz 13,71.Kiezdemo und Kundgebung 13 Uhr Rudolfplat 3.12. Aktionstag Zukun Für Erhalt und langfrisfige Sicherung von kulturellen chenräumen fürs Ostkreuz und ganz Berlin: Gegen Zwis",0.7904252370167536,0.2803149606299213
0030.jpg,"SCHLUSS MIT CORONA! ET Video & Content nichtohneuns_Dresden KUNDGEBUNG GENUG MIT DER ANGST! Dresden, Neumarkt, 13.6. um 16.30 Uhr","SCHI USS MI CO- RQ VAD ET Video & Coatent nichtohneuns_Dresden KUNDGEBUNG GENUG MIT DER ANGST! Dresden, Neumarkt, 13.6. um 16.30 Uhr",0.7364880024287541,0.9425287356321839
0031.jpg,TECHNOPUNK GEGEN UNHALTBARE ZUSTÄNDE 14.10.2021 DEMO 18 UHR HERMANNPLATZ FAHRRAD-DEMO 20 UHR SCHILLINGBRÜCKE #køpibleibt,TECHNOPUNK GEGEN UNHAITRARE ZUSTANDE 14.10.2021 DEMo 18 UHR HERMANNPLAIZ FhBRAD-DeMo '20 UHR schLHGBR_CKE #kopipleibt,0.47770965310231245,0.8438818565400844
0032.jpg,"WORKSHOP EINFÜHRUNG DADAISMUS Von der Uhr zur Kunst 16.01. & 18.01.2025 // 15 - 18:00 Uhr Mit Daniel Carrion Teilnahme: 10,- EUR NOCHMALL.DE/EVENTS/ Powered by BSR",JII Sa WORKSHOP EINFÜHRUNG DADAISMUS Von der Uhr zur Kunst 16.01.& 18.01.2025 // 15 - 18.00 Uhr Mit Daniel Carrion Teilnahme: 10; EUR NOCHMALLDE/EVENTS/ Powered by [BSR|,0.7368774003389625,0.9518072289156626
0033.jpg,"Rudiment Compilation Release Party MARKGRAFEN- DAMM 24C, 1024 BERLIN 23.DEC.2023 von 22:00 bis 10:0 MDF Sleeparchive, Franz Jaeger, Marthial707, Stanislav Tolkachev, Ruman, Sergey Chernyschov, KIMBOLINAUT, Salvatore Foglia LOBBY Ben Pest, Katya Milch, Adelina, Sarah Sommers, Timur Basha, NoirNor","Ulabol ut blank MarkGrafendamm rjed shain IP Ilaboutblank Rudiment 3 .  ' ` ' . ' . CorrFlation Release PartY MARKGRAFEN BäÄM2ÄC, 1024 BERLI 23.0EC.2023 von 22-OObis10.0 :caten nchsi in 102445 Beai Decerb 21 212 ; {~ndamm 2 ;In d ic '0245 Berlin December 23 2023 Mark Rudiment HI Hlabouc blank MDF ;l-eparcbyetararzayaggeachev; Ilaboue blank Markerale [igurgtgavaolgoglia 1024: Jac LOBBY Stanbial Tolkachev LIVE Ben Pest; Milch STRBOHzrnxshov Adelina sgKatygoilchers; glia Idelina Banoffee Timur Basha; NoirNor Sarah Sommers LIVE Timur Bashaa oirior Rumn",0.5669775469801175,0.2988235294117647
0034.jpg,"FREIHEIT GLEICHHEIT SOLIDARNOŚĆ BERLIN GLOBAL QUEER, REBEL, SOVIET A STORY ABOUT POLAND'S FIRST GLAM ROCKER The Rise & Fall of Zygmunt Blask Film premiere 11.09.2024 6:30 PM 5 € / 3 € reduced","FRtiltzW BEREIN 6EjlHheiT GEOBAL SLiDAkNoSC QUEER; REBEL, SOVIET A STORY ABOUT POLAND' S FIRST GLAM ROCKER Rise (egall Film 'Ubint Giask 6330 PM 5€/3€2 premiere 11.09.2024 reduced",0.6281659597754077,0.6324324324324324
0035.jpg,FÜRSTENFELDER Salvator Neue Zähne beißen gut: Krügelredner Stefan KRÖLL! Das Starkbierfest 17.02.2024 - 20.00 Uhr,FÜRSTENFELDER pator gut: Das Starkbierfest 17.02.2024 2 20.00 Uhr Neue Zähne beißen Krügelredner Stefan KRÖLL!,0.84971665045776,0.5650224215246636
0036.jpg,Limited Booze Boys FREITAG ab 19:00 Party + Live Band 21. STOCK CAR RENNEN HARTHA RENNSTRECKE HEEGWEG Betreutes Trinken LETZTES WE IM OKTOBER VERDÄCHTIG GUTE EVENTS 03 431 - 611 367,Jimtted 7ßoo;e Tops Party + ab 21 LETZTES WE IM OKTOBER Veoicio GUTEEVENTS 03 831- 611367 FREITAG Band Live 19.00 GAR STOCK_ HARTHA REMNEN HEEGWEG RENNSTRECKE Diee,0.6932014867918375,0.43023255813953487
0037.jpeg,FREE ALL ANTIFAS! FREIHEIT FÜR NANUK! KEINE AUSLIEFERUNG VON ANTIFAS NACH UNGARN! 18. MÄRZ 19 UHR | U-BHF TÜRMSTR | DEMO FREENANUK.NOBLOGS.ORG | BASG.NEWS,"Iree AlJ ANTIaS Freiheit FÜR NANUK! Keine AusLiEFERUnG VON ANTIFAS NACH UNGARN! 16 M'kz 19 VHR | V-BHF TVRMsir| DEMO 1 E4s'€ ,",0.2590932226655197,0.6214285714285714
0039.jpeg,VOM STAAT VERKNACKT UND TROTZDEM DA FREE ALL ANTIFA #FREE NANUK TAG DER POLITISCHEN GEFANGENEN DEMO BERLIN 18.03.25 | 19⁰⁰ U-BHF. TURMSTR.,MhmA 07Ey #free 44 TAG DER DEMO18032511992 POLiTiSCHEN GEFANGENEN BERUN U-BHF TURMSTR,0.506954349948688,0.49327354260089684
0040.jpeg,"SOLI-FESTIVAL 1. März 2025, 12 - 0 Uhr UNSERE STIMMEN SOLL MAN HÖREN! Mühlstrasse 14 e.V. Soziokulturelles Stadtteilzentrum Leipzig AMNESTY INTERNATIONAL","SOLI-FESTIVAL 1. März 2025, 12 UNSERE STIMMEN SOLL MAN HURENI Mühlstrasse e.V. AMNESTY Soziokulturelles Stadtteilzentrum Leipzig INTERNATIONAL ""0 Uhr",0.8132536579102746,0.8741721854304636
0041.jpg,"50 JAHRE RUMBLE IN THE JUNGLE Podium: Martin Krauß (Sportjournalist, taz) Dr. Michela Wrong (britische Journalistin) Fabian Kunow (Moderation) Film: When we were Kings (1997) Mo., 25. Nov., 19 Uhr ://about blank Markgrafendamm 24c, 10245 Berlin","SOWULRUMUIN TE JNCIF Podium: Martin Krauß (Sportournalist, {az) Dr. Michela Wrong (briuische lournalistin) Fabian Kunov (Moocralica) Film: When we were Kings (1997) Mo , 25. Nov , 19 Uhr flabout blank Markgrafendamm 24c, 10245 Berlin",0.5663652823461126,0.7756813417190775
0042.jpg,"BAUSTELLE BRASS RIOT CHARLOTTE BRANDI CHILLERA DIE SCHWIMMERIN MIEKE MIAMI HALFSILKS NOS ://about blank MARKGRAFENDAMM 24C, 10245 BERLIN DOWN BY THE RIVER FESTIVAL #12 03.06.2023 ab 13.00 UHR","BRA)DI 245 36 80 238 33,06282, Bays{ere 8RaSS ROT SHaxso}z EHiL5Ra Mip SthmiRs)en Mierins :faboutSoan4 30245) BER{JN MARKGRAFEXPRMM = '84 38e Xr5E332A8 #",0.25996097297396425,0.2558139534883721
0043.jpg,STABIL BLEIBEN UND MASSENHAFT WIDERSETZEN! LIVE DABEI: ★ ZSK ★ UND WEITERE ACTS! • 11. JANUAR 2025 • ALLE NACH RIESA • KUNDGEBUNG GEGEN AFD-PARTEITAG!,STABIL BLEIBEN WIDERSETZEN! ACTS! UND 11. JANUAR 2025 ALLE NACH RIESA KUNDGEBUNG GEGEN AFD-PARTEITAG! MASSENHAFT UNd DABEI: LIVE WEITERE,0.8859639406161064,0.6853146853146853
0044.jpg,NICHT OHNE UNS! DORTMUND jeden Samstag 14:30 Uhr - Willy-Brandt-Platz UNSERE DEMOKRATIE IST INFIZIERT! antikörper JETZT!,"Nicht OHNE UNs! DORTMUnd jeden Samstag 14.30 Uhr Willy-Brandt-Platz 1 antikcrpur Jerzf"" MJ00 Dorle MnsEre ) 4",0.44641838202620115,0.62882096069869
0045.jpeg,ACHTUNG NEUE VERSAMMLUNGSFLÄCHE! GROSSDEMO KASSEL Frühlingserwachen – Die Welt steht auf! „Wir werden ALLE da sein!“ KARLSWIESE / ORANGERIE KASSEL WELTWEIT – ALLE ZUSAMMEN 1 TAG – 1 ZIEL WELTWEIT – ALLE ZUSAMMEN IN DER MITTE DEUTSCHLANDS 20.03.2021 12:00 – 16:00 UHR MIT ANSCHLIESSENDEM AUFZUG LIVESTREAMS AUS ALLER WELT #Zusammenhalt statt Spaltung,"ACHTUNG NEUE VERSAMMLUNGSFLÄCHE! GROSSDEMO nWir KASSEL do Frühlingserwachen Die Welt steht auf KARLSWIESE / ORANGERIE KASSEL WELTWEIT ALLE ZUSAMMEN 1 TAG 1 ZIEL WELTWEIT ALLE ZUSAMMEN IN DER MITTE DEUTSCHLANDS 20.03.2021 12:00 16:00 UHR MIT ANSCHLIESSENDEM AuFZUG werden sein!"" ALLE _ statt LIVESTREAMS #Zusammenhalt ALLER Spaltung AUS WELT",0.8982291796007389,0.7402031930333817
0046.jpeg,h48 Plötzlich Meerjungmensch Die beste (nicht)Karnevals-Kostüm Party Berlins 01. März 2025 AB 20 UHR PROJEKTRAUM HERMANNSTRABE 48 LINE UP DJ KETCHUP (SPICY BASS / BREAKBEAT) DJ TDIPPZ (HAPPY HARDCORE) + KOSTÜMWETTBEWERB + PARTYSPIELE *VERKLEIDUNG ERWÜNSCHT. EGAL WAS!*,"618 Pluzllel TMoopfopungmonsel Die beste (nicht)Karnevals Kostüm Party Berlins 01. MÄRZ 2025 AB 20 UhR Lineuf Dj Projektraum dj Tnifz (HafPy Haraone) HermannnTRAkE 48 KostÜmoontent +PART/fEle ""Vzikleidungzionjuwt ZgaLWaji Ketohur BreaKbeat) Bann/ (sFioy",0.3818095933056621,0.2648752399232246
0047.jpg,"15 JAHRE JUBILÄUMSSHOW GOITZSCHE FRONT WILLKUER Berserker Berlin UBER EATS MUSIC HALL BERLIN, 28.09.2024 EINLASS: 18.30 UHR",15 YAHRE SJUBILÄUMSSHOW GolizSCHe FRENT waner: SBergecker Berlin UBER EATS MUSIC HALL BERLIN 28.09.2024 EINLASS: 18.30 VHR,0.5185046225379022,0.8489795918367347
0049.jpg,"Rock'n'Roll Silvester BOPPIN'B Manu Tanzratte LEE'S REVENGE Silvester- & Wunschfeuer auf der Terrasse Killer Kirsche copper and blonde Di. 31.12.2024 Beginn 20:30 Uhr (Einlass 20 Uhr) Eintritt: 25 € + VVK | Späteinlass (ab 22:30 Uhr, nur Abendkasse): 15 € Bürgerhaus Dreieich Fichtestr. 50 | 63303 Dreieich","Manu BOPPINB 2E5 8ibele8 {inodidjeur Kaler @@leuu@e (oionde , Di. 31.12.2024 Beginn 20.30 Uhr (Einlass 20 Uhr) Eintritt: 25 € + VVG | Späteinlass (ab 22.30 Uhr; nur Abendkasse): 15 € Bürgerhaus Dreieich K BURGERHÄUSER Fichtestr: 50 | 63303 Dreieich DREIEICH Irckeis Inlos Ticket Service Dreieich, fichosir S0,06105-6000 0, wnv buergothoeusor-droioich de 8bg@ Tanzratte Toiche",0.4756770167762979,0.49926578560939794
0050.jpg,"Einladung zur bewegten Versammlung Miteinander zur Freude Samstag, 15. August ab 17:30 vom Friedensengel zur Münchner Freiheit Die Maßnahmen der letzten Zeit haben uns allen viel abverlangt Mit Musik und guter Laune ziehen wir gemeinsam durch München und holen uns die LEBENSFREUDE zurück!","Zur bewegten UViteinander ZUr Treude Samstag, 15. August ab 17.30 vom Friedensengel zur Münchner Freiheit Die Maßnahmen der letzen Zeit haben uns allen Yiel abverlangt Mit Musik und Laune ziehen wir gemeinsam durch Munchen und holen uns die LEBENSPREUDE zuruck' Einladung Versammlung {guter",0.671059244739534,0.7979274611398963
0051.jpg,bEwegunGS FREIHEIT #23 29.12.2023 ://ABOUT BLANK SOLIPARTY FÜR MENSCHEN MIT FLUCHTGESCHICHTE,bEweGunGs FREIHEIT #23 29.12.2023 :/ABOUT BLANK SOLIPARTY FÜR MENSCHEN MIT FLUCHTGESCHICHTE,0.8371072159512918,0.9726775956284153
0052.jpeg,"01.03.2025 Punk Against Gentrification Gemeinsam gegen das Clubsterben ni-jusan AUF KRAMPF LADEHEMMUNG Einlass : 19 Uhr Beginn : 20 Uhr VVK : 13,12€   AK : 15€ Wo : SOLTMANN","Tickets 01.03.2025 Punk Against Gentrification Gemeinsam gegen das Clubsterben ni Ju san 8 LADEHEMMUNG Sals Jhe Einlass : 19 Uhr Beginn 20 Uhr VVK : 13,12€ AK : 15€ Wo : S@LTMANN Avf KRAMPF",0.7474943652438967,0.861878453038674
